Date/Time,Electricity:Facility [J](Hourly),CO2:Facility [kg](Hourly),CO:Facility [kg](Hourly),CH4:Facility [kg](Hourly),NOx:Facility [kg](Hourly),N2O:Facility [kg](Hourly),SO2:Facility [kg](Hourly),PM:Facility [kg](Hourly),PM10:Facility [kg](Hourly),PM2.5:Facility [kg](Hourly),NH3:Facility [kg](Hourly),NMVOC:Facility [kg](Hourly),Hg:Facility [kg](Hourly),Pb:Facility [kg](Hourly),WaterEnvironmentalFactors:Facility [L](Hourly),Nuclear High:Facility [kg](Hourly),Nuclear Low:Facility [m3](Hourly),Carbon Equivalent:Facility [kg](Hourly) 
 03/19  23:00:00,782748896.4828203,131.762603058955,0.03292367098430179,0.0010947353861451496,0.32151645747700786,0.0018935948204153795,0.6776499849009684,0.023155825779982327,0.01412470383703249,0.009031121942949832,0.0008675753943946634,0.002914424621252414,0.000002633276872613715,0.0,1644.3519167973195,0.0,0.0,36.091393408620334 
 03/19  24:00:00,780187917.736449,131.33150538827567,0.03281595212066342,0.001091153657612007,0.3204645277739996,0.0018873994030713078,0.6754328662098937,0.02308006511402205,0.01407849097555422,0.009001574138467826,0.0008647368823815479,0.002904889277866475,0.000002624661381573897,0.0,1638.9719663056676,0.0,0.0,35.9733104680225 
 03/20  01:00:00,702574749.9679978,118.26663482407048,0.029551418103253936,0.0009826055886607424,0.288584686273605,0.0016996407321325816,0.6082407408645447,0.02078405805587829,0.012677961363172518,0.008106096692705768,0.0007787127756220298,0.0026159106180508457,0.00000236355981935734,0.0,1475.9268802477718,0.0,0.0,32.39468214391103 
 03/20  02:00:00,717533942.2466791,120.78476308098038,0.03018062566520291,0.0010035271858794756,0.2947292193796501,0.0017358294117254757,0.6211913773551595,0.02122659135330083,0.01294789998784132,0.008278691365459508,0.0007952930955679514,0.0026716084778459046,0.000002413884636469742,0.0,1507.3522538352884,0.0,0.0,33.08442836524846 
 03/20  03:00:00,714733832.8655868,120.31341179251442,0.030062848584459165,0.0009996110145014865,0.29357906605103834,0.0017290554991151131,0.6187672358605574,0.021143756557512793,0.012897372014059511,0.008246384543453281,0.0007921895383332305,0.002661182774585097,0.000002404464676496435,0.0,1501.4699520540528,0.0,0.0,32.95531946491751 
 03/20  04:00:00,711915789.6149008,119.83904163892933,0.029944317176466107,0.0009956697612080285,0.2924215463316893,0.0017222382016047835,0.6163275684590976,0.021060391229440728,0.012846520423600882,0.008213870805839841,0.0007890661037354676,0.002650690297788952,0.000002394984384475072,0.0,1495.5499758756068,0.0,0.0,32.825383660395744 
 03/20  05:00:00,709353619.714319,119.4077434574858,0.029836548210975797,0.0009920863667528127,0.2913691273585156,0.001716039902668092,0.6141094185488971,0.020984595325922784,0.012800286067744884,0.008184309258177898,0.0007862262714827597,0.0026411505193547177,0.000002386364886225729,0.0,1490.1675230786584,0.0,0.0,32.707245797439775 
 03/20  06:00:00,707063954.8675885,119.02231691559811,0.02974024124405856,0.000988884091870802,0.29042864065372653,0.0017105008370574756,0.6121271847114722,0.02091686085766141,0.012758969065585633,0.008157891792075775,0.000783688475656589,0.00263262536443759,0.0000023786621331282488,0.0,1485.3575325485378,0.0,0.0,32.60167273929999 
 03/20  07:00:00,806969524.2267203,135.83973810647564,0.03394242934021462,0.0011286098232539579,0.33146515298469803,0.0019521883942283129,0.6986185331783228,0.0238723373443418,0.014561765064671165,0.00931057227967063,0.0008944208115671701,0.0030046057689438327,0.000002714758455232079,0.0,1695.2331583240402,0.0,0.0,37.20817071541278 
 03/20  08:00:00,818900856.8113285,137.848177142767,0.03444428027885538,0.0011452967225174739,0.33636598363782355,0.0019810521967636935,0.7089478576681283,0.024225298376792492,0.014777065961160421,0.009448232415632064,0.0009076451426639721,0.003049029938182756,0.0000027548971284332627,0.0,1720.2977859378302,0.0,0.0,37.75830680648248 
 03/20  09:00:00,899715319.6103166,151.45193184756775,0.03784346588732129,0.0012583220522699571,0.3695607666758963,0.002176555312588494,0.778911443361559,0.026616008385436114,0.01623536294236816,0.01038064544306795,0.0009972174687964866,0.0033499280438114842,0.0000030267682953138505,0.0,1890.0679605181765,0.0,0.0,41.48454210759939 
 03/20  10:00:00,901344083.5581833,151.7261068460939,0.03791197430499088,0.0012606000056946368,0.37022978635377446,0.002180495553180615,0.7803215148029097,0.026664191620676674,0.01626475398780742,0.010399437632869251,0.0009990227418933838,0.003355992453193855,0.000003032247685261427,0.0,1893.4895700940183,0.0,0.0,41.55964200320625 
 03/20  11:00:00,892513759.7571907,150.23967044854632,0.037540556757403046,0.001248250109093692,0.3666027043615453,0.0021591335870542053,0.7726768297483524,0.02640296680076904,0.016105410794818503,0.010297556005950538,0.0009892354759020775,0.0033231143319791432,0.0000030025412397495554,0.0,1874.9393556723207,0.0,0.0,41.152488838686736 
 03/20  12:00:00,888324005.3624827,149.5343958097637,0.037364328983954594,0.00124239041077185,0.3648817501746558,0.0021489979008127037,0.7690496294864674,0.026279022553436712,0.016029806676765998,0.010249215876670714,0.0009845916778236149,0.003307514535646239,0.000002988446319400142,0.0,1866.1377710251816,0.0,0.0,40.9593054629907 
 03/20  13:00:00,885956280.1383631,149.1358291170987,0.03726473867266777,0.0012390789623633516,0.363909199935673,0.002143269994659523,0.7669998163604652,0.026208978848449152,0.015987081075096762,0.01022189777335239,0.0009819673622169576,0.00329869873696477,0.000002980480960264673,0.0,1861.163795937865,0.0,0.0,40.85013315635291 
 03/20  14:00:00,876449814.884099,147.53557568535354,0.03686488153372901,0.0012257834292009732,0.36000439081308827,0.002120272334175017,0.7587697746894257,0.02592775193877183,0.01581553690958356,0.010112215029188265,0.0009714306813230887,0.003263303124754263,0.000002948499880244192,0.0,1841.1931841196217,0.0,0.0,40.41180410988767 
 03/20  15:00:00,862379100.6783601,145.1670077589375,0.0362730447810929,0.0012061044378685395,0.3542248027409384,0.0020862330251970617,0.7465883212093773,0.025511502221637724,0.015561630871741006,0.009949871349896715,0.000955835123818874,0.003210913353137752,0.0000029011640277560984,0.0,1811.6342719590582,0.0,0.0,39.76302429784137 
 03/20  16:00:00,853781308.3527172,143.71971412176035,0.03591140787940864,0.0011940797546733262,0.35069323374980355,0.0020654335899145592,0.7391449458615061,0.025257156310605922,0.015406483709224778,0.009850672601381144,0.0009463055887389011,0.003178901021015839,0.0000028722398506817096,0.0,1793.572545708887,0.0,0.0,39.36659281558093 
 03/20  17:00:00,848381473.2632976,142.8107427636811,0.03568428217581151,0.001186527664113636,0.34847523528731916,0.002052370524859639,0.7344701412297079,0.025097414609106146,0.0153090436850362,0.009788370924069947,0.0009403205735208411,0.0031587957070307003,0.0000028540740494639895,0.0,1782.2288961431395,0.0,0.0,39.11761440956897 
 03/20  18:00:00,841884685.3290594,141.71711785589304,0.03541101688043676,0.001177441399438145,0.3458066601529671,0.0020366537553606475,0.7288456705146119,0.024905222080683964,0.015191809146762873,0.009713412933921087,0.0009331197286781696,0.0031346060865793937,0.000002832217945302902,0.0,1768.5808338581683,0.0,0.0,38.81805713100804 
 03/20  19:00:00,784491009.58602,132.05585848011515,0.032996947048803335,0.0010971718672047968,0.32223203566048647,0.0018978092707501162,0.6791581862199148,0.023207362189280354,0.014156140267979728,0.009051221921300623,0.000869506300294857,0.0029209110658118204,0.0000026391375849887134,0.0,1648.0116434777356,0.0,0.0,36.17171966606051 
 03/20  20:00:00,792171604.1369271,133.34875730835404,0.03332000514456576,0.001107913777770615,0.32538686291405516,0.0019163898578638883,0.685807515021066,0.02343457491370147,0.014294736596650846,0.009139838317050623,0.0008780192408772458,0.002949508377115103,0.0000026649761803412017,0.0,1664.1465756746081,0.0,0.0,36.52586051607572 
 03/20  21:00:00,789658781.7786442,132.9257659551374,0.03321431181566062,0.0011043993997024125,0.32435471359192336,0.001910310938527625,0.6836320868080074,0.023360238843723097,0.014249392717195632,0.009110846126527463,0.0008752341039599959,0.0029401523353720614,0.000002656522694132808,0.0,1658.867789233669,0.0,0.0,36.409997995277195 
 03/20  22:00:00,786522913.2719946,132.39789526870993,0.03308241216888133,0.0011000136429981195,0.32306664619521164,0.001902724770871079,0.6809172682298772,0.023267471386451435,0.01419280596999314,0.009074665416458292,0.0008717584013832808,0.002928476493443883,0.000002645973193454848,0.0,1652.2801448270102,0.0,0.0,36.26540773847869 
 03/20  23:00:00,783562475.5704987,131.89955540582963,0.03295789142245609,0.0010958732399584368,0.3218506375280091,0.0018955629984011278,0.6783543255381234,0.023179893646059394,0.014139384871669648,0.009040508774389742,0.0008684771410480737,0.0029174538365411493,0.000002636013866565738,0.0,1646.0610349299695,0.0,0.0,36.12890633652655 
 03/20  24:00:00,780933241.2028389,131.4569680500485,0.032847301618177324,0.001092196050614984,0.3207706716237897,0.00188920245978826,0.676078115839775,0.023102113794531223,0.014091940337505226,0.009010173457025995,0.0008655629765519906,0.0029076643556353544,0.0000026271687540601186,0.0,1640.5376971244518,0.0,0.0,36.007676230226735 
 03/21  01:00:00,703193663.4997934,118.37081850083351,0.029577450596662905,0.0009834711875102138,0.28883890686353053,0.00170113798299216,0.6087765534953395,0.020802367189215337,0.012689129657853768,0.008113237531361565,0.0007793987608132658,0.00261821503118205,0.0000023656419311261944,0.0,1477.227056660556,0.0,0.0,32.4232193310758 
 03/21  02:00:00,718054855.3623961,120.87245003704363,0.030202536104310958,0.001004255723503029,0.2949431860046703,0.0017370895838984945,0.6216423479877425,0.021242001369729157,0.012957299865014435,0.008284701504714716,0.000795870460038019,0.0026735480040679166,0.000002415637061118851,0.0,1508.4465568540002,0.0,0.0,33.10844689823591 
 03/21  03:00:00,715172124.7042993,120.38719084711002,0.030081283840462353,0.0010002239998246896,0.29375909573866504,0.001730115797199653,0.6191466786923778,0.021156722413489874,0.01290528099028908,0.008251441423200794,0.0007926753278585043,0.0026628146753540118,0.0000024059391516027215,0.0,1502.3906892513098,0.0,0.0,32.9755284530743 
 03/21  04:00:00,712249000.5622633,119.89513209397754,0.029958332562049685,0.0009961357827083688,0.29255841372795127,0.0017230442922002048,0.6166160395057687,0.021070248508933263,0.012852533215146036,0.008217715293787224,0.0007894354247531956,0.002651930948773486,0.0000023961053527515314,0.0,1496.249965441169,0.0,0.0,32.84074752413718 
 03/21  05:00:00,709589169.8711387,119.44739436207728,0.029846455827451886,0.0009924158020200374,0.2914658802920798,0.0017166097361854642,0.6143133416217108,0.020991563535546934,0.012804536570324695,0.008187026965222235,0.000786487348210074,0.002642027547964608,0.0000023871573099302927,0.0,1490.662352715096,0.0,0.0,32.718106666634796 
 03/21  06:00:00,707302710.0378251,119.06250733025792,0.02975028366852698,0.000989218009599281,0.2905267100561667,0.001711078424015105,0.6123338824637563,0.020923923880235968,0.01276327740263255,0.008160646477603412,0.0007839531047246241,0.0026335143263380347,0.0000023794653389466488,0.0,1485.8590950848607,0.0,0.0,32.612681386921295 
 03/21  07:00:00,806666203.1891149,135.7886791146878,0.033929671172059264,0.0011281856051238255,0.3313405629585384,0.001951454612106979,0.6983559387531155,0.023863364289082624,0.014556291636547574,0.00930707265253505,0.0008940846196287193,0.003003476407658095,0.000002713738040796629,0.0,1694.595959687501,0.0,0.0,37.19418503118311 
 03/21  08:00:00,818453491.343046,137.77287069534248,0.03442546337147465,0.0011446710470155745,0.33618222692963007,0.001979969948117443,0.7085605595139064,0.024212064098353924,0.014768993251285261,0.00944307084706866,0.0009071492961998918,0.0030473642533873895,0.000002753392128366794,0.0,1719.3579874039901,0.0,0.0,37.73767944669217 
 03/21  09:00:00,902342582.4367534,151.89418732756502,0.037953972765421735,0.0012619964842592293,0.37063992276364366,0.0021829110817276963,0.7811859462355528,0.02669372991345174,0.01628277190007121,0.010410958013380527,0.0010001294480954243,0.0033597101840384122,0.0000030356067752787788,0.0,1895.5871566281853,0.0,0.0,41.60568130905064 
 03/21  10:00:00,903216246.9827607,152.04125405011104,0.03799072049409009,0.0012632183722726554,0.3709987830969098,0.002185024616050815,0.7819423047166324,0.026719575269616914,0.016298537176803914,0.010421038092812997,0.0010010977916682824,0.0033629631167158523,0.0000030385459051245848,0.0,1897.4224986865647,0.0,0.0,41.645964688533894 
 03/21  11:00:00,893925370.7601985,150.47729140348952,0.03759993137476716,0.0012502243571870567,0.3671825278158637,0.002162548499928242,0.7738989051535974,0.026444726065587718,0.016130883315367776,0.01031384275021994,0.000990800063189481,0.003328370211458862,0.0000030072900967892137,0.0,1877.9047833707793,0.0,0.0,41.21757613332032 
 03/21  12:00:00,893501150.0864927,150.40588099270508,0.03758208797447801,0.0012496310514856666,0.36700827790147705,0.0021615222422432397,0.7735316441655292,0.026432176472663684,0.016123228253310758,0.010308948219352927,0.000990329869721366,0.0033267907021400397,0.000003005862959051973,0.0,1877.0136060326986,0.0,0.0,41.19801594576135 
 03/21  13:00:00,887971398.4719205,149.4750403741115,0.037349497773966525,0.0012418972625320612,0.36473691583653667,0.0021481448883273312,0.7687443667704941,0.02626859148957528,0.0160234438854258,0.010245147604149473,0.0009842008589243225,0.0033062016673584705,0.000002987260100455326,0.0,1865.397035625902,0.0,0.0,40.94304728100787 
 03/21  14:00:00,876577070.7528019,147.55699706913342,0.036870234119176046,0.0012259614064593122,0.3600566615429256,0.0021205801864823486,0.7588799440398939,0.025931516510958912,0.01581783324173431,0.010113683269224603,0.0009715717279102831,0.003263776939075322,0.0000029489279868023307,0.0,1841.460515613241,0.0,0.0,40.41767168969719 
 03/21  15:00:00,861330930.2912855,144.99056591498112,0.03622895705753993,0.0012046384898249253,0.3537942636099363,0.002083697333323466,0.7456808876120049,0.025480494511528007,0.015542716637106243,0.009937777874421762,0.0009546733632069521,0.003207010679372149,0.0000028976378358301246,0.0,1809.4323385001148,0.0,0.0,39.71469471223714 
 03/21  16:00:00,853888143.3260512,143.73769799148855,0.03591590152932303,0.001194229171716662,0.35073711653560546,0.00206569204080865,0.7392374362098056,0.025260316777571578,0.015408411546318591,0.00985190523125298,0.0009464240014182953,0.003179298801808753,0.000002872599258488902,0.0,1793.7969782107689,0.0,0.0,39.371518818121125 
 03/21  17:00:00,848625488.8688638,142.85181868409555,0.03569454586260659,0.0011868689389712376,0.34857546542935236,0.0020529608376520007,0.7346813931039303,0.025104633249560936,0.015313446946638644,0.00979118630292229,0.0009405910330975826,0.003159704255215218,0.000002854894952123299,0.0,1782.741509486377,0.0,0.0,39.12886560807964 
 03/21  18:00:00,842178379.17399,141.7665562718197,0.03542337011346469,0.0011778521531884004,0.34592729578085385,0.00203736424776255,0.7290999303806774,0.02491391033759039,0.015197108852194646,0.009716801485395743,0.0009334452501250753,0.0031356996027461,0.0000028332059725143865,0.0,1769.1978082659675,0.0,0.0,38.83159891962851 
 03/21  19:00:00,784855718.978778,132.11725116832687,0.03301228730939776,0.0010976819417379013,0.32238184113769,0.0018986915611247006,0.6794739264472165,0.023218151277833495,0.014162721448972047,0.009055429828861447,0.0008699105332445082,0.002922268995588064,0.000002640364518445266,0.0,1648.777803087478,0.0,0.0,36.1885358765119 
 03/21  20:00:00,792443909.5701878,133.39459534514305,0.033331458746777405,0.0011082946181588539,0.3254987131876833,0.0019170486082758153,0.6860432582761082,0.023442630443641994,0.014299650348194035,0.009142980095447954,0.000878321056050309,0.0029505222573808715,0.0000026658922539414516,0.0,1664.7186185904761,0.0,0.0,36.53841611668184 
 03/21  21:00:00,789744402.2529814,132.94017872099948,0.033217913149804004,0.0011045191466141702,0.32438988245861883,0.0019105180681543226,0.6837062111068759,0.023362771728529276,0.014250937738655049,0.009111833989874224,0.0008753290031251371,0.0029404711277965707,0.0000026568107333953446,0.0,1659.0476555889284,0.0,0.0,36.41394582865904 
 03/21  22:00:00,786496118.4060647,132.39338480398823,0.03308128513394853,0.001099976168288117,0.3230556401236463,0.0019026599498032156,0.6808940710838008,0.02326667872197109,0.014192322456637435,0.009074356265333653,0.0008717287027577298,0.0029283767275836686,0.000002645883051774578,0.0,1652.2238557803562,0.0,0.0,36.26417226685816 
 03/21  23:00:00,783431154.785006,131.87744976172075,0.032952367860105004,0.0010956895775969039,0.3217966971214056,0.0018952453124096954,0.6782406370631779,0.0231760088226584,0.014137015188095431,0.009038993634562963,0.0008683315890290572,0.002916964887234109,0.00000263557208505843,0.0,1645.7851641030536,0.0,0.0,36.122851329418594 
 03/21  24:00:00,780692467.8870062,131.41643791454294,0.0328371743072761,0.0010918593103524732,0.3206717732619914,0.0018886199906135298,0.6758696709162858,0.023094991069760935,0.014087595583021025,0.009007395486739912,0.0008652961106319211,0.002906767879533048,0.000002626358758917393,0.0,1640.0318949889495,0.0,0.0,35.99657452889817 
 03/22  01:00:00,702837354.731427,118.31083991635559,0.029562463679771386,0.0009829728619055694,0.2886925519679978,0.0017002760150720787,0.6084680859489929,0.02079182661381338,0.012682700066128597,0.008109126547684784,0.0007790038388636718,0.0026168883796186164,0.0000023644432585461827,0.0,1476.4785445784978,0.0,0.0,32.406790460984965 
 03/22  02:00:00,717693343.7899675,120.81159564806505,0.030187330349156098,0.0010037501213710851,0.2947946940417605,0.0017362150295629382,0.6213293762126324,0.021231306881335475,0.012950776388689963,0.008280530492645509,0.0007954697714564864,0.0026722019808000617,0.000002414420885577581,0.0,1507.6871150333366,0.0,0.0,33.0917781345482 
 03/22  03:00:00,714725607.2545476,120.312027149333,0.030062502602097876,0.0009995995103428505,0.2935756873566272,0.0017290356000459115,0.6187601146940868,0.021143513221729103,0.01289722358290831,0.008246289638820794,0.000792180421312723,0.002661152148003002,0.0000024044370043893135,0.0,1501.4526721839184,0.0,0.0,32.95494019416366 
 03/22  04:00:00,711702863.5360435,119.80319911709961,0.029935361164907647,0.0009953719674785126,0.2923340863060204,0.0017217230993518552,0.6161432317519224,0.021054092301127713,0.012842678172507904,0.00821141412861981,0.0007888301028574446,0.0026498975058610215,0.000002394268071336145,0.0,1495.102673544708,0.0,0.0,32.815565953959464 
 03/22  05:00:00,708973025.0352609,119.34367674867484,0.02982053978982313,0.000991554075407765,0.2912127969523085,0.0017151191832443019,0.6137799259368014,0.020973336307710616,0.012793418236761282,0.00817991807094933,0.0007858044317583322,0.002639733443574288,0.000002385084512442123,0.0,1489.3679926125742,0.0,0.0,32.68969713994204 
 03/22  06:00:00,706648289.6527882,118.95234667233203,0.02972275770005971,0.000988302751646017,0.2902579049197517,0.001709495276396439,0.6117673304493979,0.020904564358311534,0.012751468386784561,0.008153095971526973,0.0007832277648024608,0.0026310777098300193,0.0000023772637771525306,0.0,1484.4843280051982,0.0,0.0,32.582507031291904 
 03/22  07:00:00,806152420.9032669,135.7021925138212,0.03390806066706485,0.001127467040522049,0.33112952534327955,0.0019502116905523474,0.6979111415010062,0.023848165221855074,0.01454702043519945,0.009301144786655622,0.0008935151587565539,0.0030015634317975518,0.0000027120096052575163,0.0,1693.516636688329,0.0,0.0,37.17049529020968 
 03/22  08:00:00,817874775.3881079,137.6754536041182,0.034401121652464436,0.0011438616676127489,0.3359445176149915,0.0019785699416278953,0.7080595471715221,0.02419494411787378,0.014758550321878405,0.009436393795995372,0.0009065078647969172,0.00304520950869805,0.0000027514452468741495,0.0,1718.142255648814,0.0,0.0,37.71099571031725 
 03/22  09:00:00,898084113.7009463,151.17734578592075,0.03777485475684372,0.001256040683571642,0.36889074395500476,0.0021726091645007817,0.777499257838434,0.026567752910380986,0.016205927831733573,0.010361825078647408,0.000995409489102718,0.0033438545422250074,0.0000030212806902659012,0.0,1886.641221016126,0.0,0.0,41.409329616760914 
 03/22  10:00:00,902589296.0579649,151.93571741350576,0.037964349935071695,0.0012623415325021562,0.3707412611236972,0.002183507921451587,0.781399533865558,0.02670102836849396,0.016287223847365976,0.010413804521127982,0.0010004028980717665,0.0033606287777985418,0.000003036436754440442,0.0,1896.105437800809,0.0,0.0,41.617056909070556 
 03/22  11:00:00,892679226.3385214,150.2675239627108,0.03754751654656035,0.0012484815270140763,0.3666706702562266,0.0021595338771890978,0.7728200792972744,0.02640786174900458,0.016108396639278617,0.010299465109725956,0.000989418874096827,0.003323730417010743,0.000003003097892494473,0.0,1875.2869579383855,0.0,0.0,41.16011825791635 
 03/22  12:00:00,883388171.6256852,148.70353127025567,0.037156719919650916,0.0012354872622959074,0.362854341659765,0.0021370573292699927,0.7647765252096761,0.026133007264751158,0.015940739556985488,0.010192267707765667,0.0009791209477847608,0.0032891368471773463,0.000002971841483692832,0.0,1855.7688676609419,0.0,0.0,40.731721472780364 
 03/22  13:00:00,874410237.7854508,147.19224720687873,0.036779093657636514,0.0012229309215415001,0.35916662840108726,0.0021153382708410514,0.7570040495682362,0.025867415741335657,0.01577873274083846,0.010088683000497197,0.0009691700752542603,0.003255709126551325,0.000002941638457343547,0.0,1836.908562925408,0.0,0.0,40.31776222776523 
 03/22  14:00:00,866161008.1791968,145.80362823720012,0.0364321178616301,0.0012113937304972446,0.3557782325926296,0.0020953820645467857,0.7498624357719841,0.025623381256662723,0.015629875392593605,0.009993505864069118,0.0009600268766355763,0.0032249946049737674,0.000002913886894055963,0.0,1819.5790763223656,0.0,0.0,39.937402456738845 
 03/22  15:00:00,859562144.048661,144.69282051970774,0.036154559078117154,0.0012021647042992879,0.35306772935441955,0.002079418356396759,0.7441495945293913,0.025428169038748324,0.015510798889358083,0.009917370149390235,0.0009527128935992145,0.0032004249221792604,0.000002891687391279862,0.0,1805.7165784887839,0.0,0.0,39.63313859580546 
 03/22  16:00:00,853565138.9098823,143.68332563419082,0.0359023154467719,0.0011937774248463053,0.35060444150265085,0.002064910641445231,0.7389578012735913,0.025250761434829374,0.015402582931628822,0.009848178503200548,0.0009460659930135462,0.003178096153005943,0.000002871512626412291,0.0,1793.1184299135462,0.0,0.0,39.35662556243075 
 03/22  17:00:00,848194367.4895449,142.77924665566002,0.035676412207598235,0.0011862659820947926,0.348398381029433,0.0020519178860560075,0.7343081579610912,0.025091879515132958,0.015305667361348835,0.009786212153784122,0.0009401131910943869,0.0031580990523611724,0.0000028534445994462773,0.0,1781.8358355599864,0.0,0.0,39.1089872391956 
 03/22  18:00:00,841800493.2220492,141.70294553163106,0.03540747562570855,0.001177323650209507,0.3457720779924363,0.002036450081183053,0.7287727827976179,0.024902731450839915,0.015190289900191875,0.009712441550648036,0.0009330264126725228,0.00313429261242352,0.0000028319347112680243,0.0,1768.4039681312877,0.0,0.0,38.814175157530144 
 03/22  19:00:00,785023868.5480256,132.14555631835245,0.03301935994931963,0.0010979171120261604,0.3224509090777071,0.0018990983418366416,0.6796194987419506,0.023223125596095674,0.014165755707949118,0.009057369888146552,0.000870096905182575,0.002922895070242234,0.0000026409301971371547,0.0,1649.1310416135793,0.0,0.0,36.196289004344436 
 03/22  20:00:00,792662024.140187,133.43131126213422,0.03334063299457489,0.0011085996683979343,0.3255883044016542,0.0019175762623189752,0.6862320868209083,0.02344908286153191,0.014303586225609673,0.009145496635922234,0.0008785628076962591,0.0029513343677216412,0.000002666626021890969,0.0,1665.1768205922563,0.0,0.0,36.548473056767435 
 03/22  21:00:00,789895404.5913423,132.9655974232932,0.0332242645497592,0.0011047303351625502,0.3244519071221076,0.0019108833669711917,0.6838369385122673,0.0233672387854043,0.014253662575850768,0.009113576209553529,0.000875496369586906,0.0029410333578230364,0.000002657318726401918,0.0,1659.3648722412163,0.0,0.0,36.420908323047584 
 03/22  22:00:00,786706666.56752,132.42882704344365,0.03309014112649639,0.001100270636314669,0.3231421234126085,0.0019031692994934818,0.6810763491541656,0.023272907305066974,0.014196121798210897,0.009076785506856075,0.0008719620680234422,0.0029291606657641783,0.0000026465913652664568,0.0,1652.666162725052,0.0,0.0,36.27388033104157 
 03/22  23:00:00,783792635.461173,131.93829894983367,0.032967572315713664,0.0010961951365180164,0.32194517639358317,0.0018961197920022515,0.6785535820904368,0.02318670239705724,0.014143538106896864,0.009043164290160376,0.0008687322433661003,0.0029183107954652947,0.0000026367881566603504,0.0,1646.5445410187044,0.0,0.0,36.1395186685254 
 03/22  24:00:00,781235479.5000862,131.50784478071952,0.03286001424454082,0.0010926187544482713,0.32089481691109883,0.0018899336225874286,0.6763397729030891,0.023111054819407197,0.01409739422757905,0.009013660591828142,0.0008658979684135104,0.0029087896855322605,0.0000026281855260054196,0.0,1641.172621205011,0.0,0.0,36.021611990900574 
 03/23  01:00:00,709522033.0775892,119.43609301279542,0.02984363194649632,0.0009923219059775883,0.29143830365271894,0.0017164473215399805,0.6142552192182942,0.020989577447924394,0.012803325086885094,0.0081862523610393,0.0007864129358022074,0.002641777576198449,0.0000023869314523576403,0.0,1490.5213157674143,0.0,0.0,32.715011088424355 
 03/23  02:00:00,730147688.2317417,122.90807492822076,0.03071118000332822,0.0010211684935117725,0.29991035338425254,0.0017663440814627,0.6321114882805539,0.021599740016653143,0.013175515034141775,0.008424224982511365,0.0008092737932054154,0.002718573490547008,0.000002456319043887931,0.0,1533.850454575949,0.0,0.0,33.666029528468115 
 03/23  03:00:00,726017775.7774886,122.21287367297386,0.03053746927764241,0.0010153924888113282,0.29821397945393074,0.0017563531624498695,0.6285360950416209,0.02147756605549271,0.013100990763904778,0.00837657529158793,0.0008046963221384951,0.002703196504907839,0.0000024424254402040804,0.0,1525.1745822868013,0.0,0.0,33.47560537610026 
 03/23  04:00:00,722073033.5886866,121.54884271550009,0.030371547109593895,0.0010098754591703978,0.29659366476565374,0.0017468101999364072,0.6251210094417672,0.02136086993074404,0.013029807891107848,0.008331062039636187,0.0008003240882386925,0.0026885089674214286,0.000002429154775217044,0.0,1516.8877045810975,0.0,0.0,33.29371915068192 
 03/23  05:00:00,718384918.8872589,120.92801067648514,0.030216419104268324,0.0010047173430875046,0.2950787605876982,0.0017378880603753013,0.6219280942131855,0.021251765539966112,0.012963255861320584,0.008288509678645526,0.0007962362925470712,0.0026747769361913087,0.0000024167474410253827,0.0,1509.1399345032203,0.0,0.0,33.12366563898301 
 03/23  06:00:00,715216850.143505,120.39471962207116,0.030083165063996047,0.001000286551840003,0.293777466846995,0.0017302239951931615,0.6191853988915866,0.021158045512740267,0.012906088060839545,0.008251957451900716,0.0007927249001935566,0.0026629812024763153,0.0000024060896142417707,0.0,1502.4846457704666,0.0,0.0,32.97759067689729 
 03/23  07:00:00,812417314.431879,136.75678190120493,0.034171572112707924,0.0011362289827835082,0.3337028491548375,0.001965367470381025,0.703334854040425,0.024033497687643946,0.014660070438923253,0.00937342724872069,0.0009004589787968617,0.0030248896351705037,0.000002733085584172861,0.0,1706.6775491196254,0.0,0.0,37.459360260853835 
 03/23  08:00:00,822618570.2985533,138.47399163922333,0.03460065325646963,0.00115049623481101,0.33789304560584166,0.0019900459405234484,0.7121663974831368,0.024335278379571015,0.014844152101037393,0.009491126278533619,0.0009117657447618076,0.00306287217516401,0.0000027674040370841753,0.0,1728.107735368983,0.0,0.0,37.92972507439813 
 03/23  09:00:00,901550549.9813722,151.76086199360782,0.03792065861309648,0.0012608887650918475,0.37031459305649855,0.0021809950284929366,0.7805002591859235,0.02667029945493394,0.01626847967441386,0.010401819780520079,0.0009992515830828535,0.003356761193756643,0.0000030329422672143336,0.0,1893.923302367868,0.0,0.0,41.5691618644778 
 03/23  10:00:00,903023109.5874777,152.00874262011752,0.03798259682622465,0.0012629482545606352,0.3709194513323852,0.0021845573857896426,0.7817750996862767,0.02671386174399348,0.016295052012506032,0.010418809731487441,0.001000883723973473,0.003362244004389247,0.000003037896163887617,0.0,1897.016767234798,0.0,0.0,41.637059409016544 
 03/23  11:00:00,893305797.8703316,150.37299673489218,0.037573871147702734,0.0012493578361738927,0.36692803639263233,0.0021610496539759914,0.77336252169608,0.026426397426658657,0.01611970312257013,0.010306694304088525,0.0009901133471855396,0.0033260633433265636,0.000003005205766847497,0.0,1876.6032218181203,0.0,0.0,41.18900854413051 
