,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),Site:Environmental Impact Electricity CO Emissions Mass [kg](Hourly),CH4:Facility [kg](Hourly),PM2.5:Facility [kg](Hourly),SO2:Facility [kg](Hourly),NOx:Facility [kg](Hourly),Reward
30, 01/02  07:00:00,7.8,94363.20153248258,15.594088974179355,20.45994693087573,21.8552634298189,14.0,14.0,6.2389130330022144,6.475,0.0142886420552832,0.0004751074716224,0.0039194435171567,0.2940953357733036,0.1395358852286585,-1.045474589322683
31, 01/02  08:00:00,7.2,94623.43950387728,15.63709487069922,20.533044959334006,21.936521943923168,14.0,14.0,6.2389130330022144,6.475,0.0143280477469306,0.000476417738788,0.0039302526886699,0.2949064016584722,0.1399207019275299,-0.9928620693469136
32, 01/02  09:00:00,10.6,121199.92085278156,20.02901892631501,22.395784249015893,23.811456309569078,14.0,14.0,6.2389130330022144,6.475,0.0183523053273888,0.0006102271544631,0.0050341259765632,0.3777355032472779,0.1792196319241533,0.2217388332960161
33, 01/02  10:00:00,11.7,122030.18350301606,20.16622484376407,22.55972279490859,23.983347799557944,14.0,14.0,6.2389130330022144,6.475,0.0184780251591496,0.0006144074279398,0.0050686115335298,0.3803231260592985,0.1804473502718916,0.2673391338968156
34, 01/02  11:00:00,13.9,122478.29678537906,20.240278270123017,22.659979678589256,24.09161389530092,14.0,14.0,6.2389130330022144,6.475,0.0185458792610444,0.0006166636249014,0.0050872242413544,0.3817197300754907,0.1811099802221452,0.2664833802498567
35, 01/02  12:00:00,13.9,123359.15040476232,20.38584465077578,22.728465892623053,24.167444420205683,14.0,14.0,6.2389130330022144,6.475,0.0186792596663938,0.0006210986178772,0.00512381113065,0.384465026300635,0.1824125079823464,0.2649885983103217
36, 01/02  13:00:00,13.9,123429.41930344596,20.39745701068297,22.80056475884523,24.24875348983422,14.0,14.0,6.2389130330022144,6.475,0.0186898999067057,0.000621452413406,0.0051267297999505,0.3846840285707696,0.182516415361734,0.2590981016372904
37, 01/02  14:00:00,13.9,123423.45939588857,20.396472099963344,22.796004154707475,24.24562911390373,14.0,14.0,6.2389130330022144,6.475,0.0186889974470139,0.0006214224059819,0.0051264822508989,0.3846654537345432,0.1825076023820619,0.2584183928553807
38, 01/02  15:00:00,12.2,122565.85847475044,20.254748368133804,22.7788912497482,24.22779281319285,14.0,14.0,6.2389130330022144,6.475,0.0185591380061576,0.00061710448757,0.0050908611791668,0.381992627603535,0.181239458637885,0.2677897624444572
39, 01/02  16:00:00,12.8,122620.36268789566,20.263755518542556,22.73634696557641,24.18010920293608,14.0,14.0,6.2389130330022144,6.475,0.0185673911300394,0.0006173789097863,0.0050931250509028,0.3821624971565565,0.1813200546065083,0.2700626847640293
40, 01/02  17:00:00,11.1,122604.68673166475,20.261164972098072,22.704700531519656,24.14304228509705,14.0,14.0,6.2389130330022144,6.475,0.0185650174491573,0.0006172999832152,0.0050924739387741,0.3821136409760071,0.1812968744007294,0.2723191864342869
41, 01/02  18:00:00,10.6,122030.8505396404,20.166335075594915,22.656384178720785,24.087843988736168,14.0,14.0,6.2389130330022144,6.475,0.0184781261630092,0.0006144107863897,0.0050686392393763,0.3803252049667203,0.1804483366261521,0.2785950245511239
42, 01/02  19:00:00,11.7,100807.02204442176,16.658969232213323,21.19157571458156,22.61880900509017,14.0,14.0,6.2389130330022144,6.475,0.0152643766983251,0.0005075513397966,0.0041870922416709,0.3141783504055415,0.1490644322129245,-0.4776255130226826
