,Unnamed: 0_our,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_our,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_our,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_our,WEST ZONE:Zone Air Temperature [C](TimeStep)_our,EAST ZONE:Zone Air Temperature [C](TimeStep)_our,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,Unnamed: 0_easy,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_easy,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_easy,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_easy,WEST ZONE:Zone Air Temperature [C](TimeStep)_easy,EAST ZONE:Zone Air Temperature [C](TimeStep)_easy,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy
7434,7434, 11/06  19:00:00,11.7,115654.5435,19.11261182,23.23536503,23.91173797,15.425315,16.11954,5.885548775,6.142617,7434,11.7,134839.9554,22.28311702,36.55186524,38.42698459,18.236324,17.4838,3.1272205,2.99450725
7435,7435, 11/06  20:00:00,11.1,112204.7797,18.54251752,24.99045288,21.12649553,18.187898,10,5.801621767,6.47458425,7435,11.1,143627.8537,23.73537028,36.79185601,38.58676333,18.206081,17.481252,3.19480925,3.06609325
7436,7436, 11/06  21:00:00,11.1,109848.8149,18.15318012,22.21372099,23.02127951,14.182377,15.931243,6.238913033,6.36466575,7436,11.1,141207.5075,23.33539345,36.63394,38.43909445,18.223908,17.511302,3.1844295,3.0599175
7437,7437, 11/06  22:00:00,10,108193.8987,17.87969521,20.88234385,20.84966973,13.925894,15.535366,5.759885017,6.524419,7437,10,138138.3263,22.82819273,36.59485302,38.41170085,18.265132,17.534709,3.195433,3.06799125
7438,7438, 11/06  23:00:00,10.6,114853.0021,18.98015228,23.30497684,21.45809221,17.642658,10.205116,6.191290275,5.91251475,7438,10.6,138342.2731,22.86189618,36.58134106,38.38143879,18.262884,17.543473,3.195705,3.069301
7439,7439, 11/07  00:00:00,11.1,109242.0883,18.05291488,22.90375846,21.95108112,15.728981,10,6.036461258,5.29875825,7439,11.1,138317.1005,22.85773624,36.55174351,38.3598248,18.27827,17.555024,3.19784825,3.07153125
7440,7440, 11/07  01:00:00,11.7,88673.5866,14.65384574,24.47468616,21.16965941,15.375344,10,6.115878275,6.1294515,7440,11.7,109280.9221,18.0593324,33.17820363,34.87551812,19.620363,18.941351,3.35539725,3.23622325
7441,7441, 11/07  02:00:00,11.7,84059.30803,13.89130834,24.03760152,27.48840888,19.519568,22.393826,5.776578267,5.316801,7441,11.7,122326.9179,20.215262,33.52480844,35.11095588,19.500339,18.854443,3.42502825,3.309491
7442,7442, 11/07  03:00:00,11.7,90781.8565,15.00225008,24.82746925,21.11190317,25.366245,14.714462,5.553643767,6.1614705,7442,11.7,113577.5809,18.76938121,33.27206319,34.90615899,19.571687,18.929503,3.41719325,3.30661625
7443,7443, 11/07  04:00:00,11.7,89401.05262,14.7740639,21.20581234,23.50461274,12.559376,16.751284,5.662271525,5.7540845,7443,11.7,122451.5168,20.23585271,33.32345309,34.93991315,19.577832,18.924075,3.42792175,3.31303375
7444,7444, 11/07  05:00:00,11.7,84837.31258,14.01987829,22.20412549,27.64214053,16.463164,18.866534,6.063895775,5.60322325,7444,11.7,113767.677,18.80079573,33.27521659,34.89255923,19.582374,18.939246,3.42550975,3.313034
7445,7445, 11/07  06:00:00,11.7,91848.85863,15.17857862,22.47202901,22.37456549,20.489657,11.741588,5.910661517,5.79340425,7445,11.7,113746.0765,18.79722613,33.25584384,34.87636037,19.597943,18.948018,3.42914775,3.31551075
7446,7446, 11/07  07:00:00,11.7,114782.3249,18.96847243,22.29093482,22.03051316,10,17.937022,5.377174767,6.19740375,7446,11.7,140887.1285,23.28244889,35.82217482,37.54380655,18.540711,17.855214,3.3046355,3.18516575
7447,7447, 11/07  08:00:00,12.2,112143.0507,18.53231643,19.21853098,29.45720282,11.711355,20.07415,5.708430767,6.08304375,7447,12.2,137129.0158,22.66139807,35.80270195,37.57577042,18.601416,17.896344,3.2546745,3.13291875
7448,7448, 11/07  09:00:00,12.2,135694.0779,22.42426591,28.6253335,23.02769356,23.582622,10,5.198569017,6.10205825,7448,12.2,161713.821,26.72418562,38.90584011,40.80180764,17.361865,16.610386,3.11413,2.98354975
7449,7449, 11/07  10:00:00,12.8,131957.3894,21.80675558,25.43180246,23.75344534,13.356081,15.124533,5.954716267,5.77980625,7449,12.8,166919.8715,27.58451691,39.2279176,41.16204128,17.247284,16.485532,3.02745025,2.89500375
7450,7450, 11/07  11:00:00,13.3,138033.3158,22.8108391,22.83832841,26.63682179,10,17.294363,5.895300767,6.04847075,7450,13.3,166587.1438,27.52953165,39.39001043,41.33004644,17.143858,16.370584,3.00478075,2.8692525
7451,7451, 11/07  12:00:00,13.9,141028.4132,23.30579705,24.63386803,26.25648682,15.277755,10,5.41770775,5.9595395,7451,13.9,166248.8623,27.47362859,39.39971639,41.41628404,17.14447,16.341807,3.00042675,2.8623185
7452,7452, 11/07  13:00:00,15,141379.8572,23.36387528,22.11345772,23.75622609,11.658401,10,6.148436025,5.9420525,7452,15,166226.1534,27.46987579,39.43324914,41.44160078,17.12241,16.318368,2.9977915,2.85679075
7453,7453, 11/07  14:00:00,16.1,140601.2062,23.23519851,22.88386983,21.52992376,14.675387,10,6.238913033,6.0585435,7453,16.1,158518.8117,26.19619104,39.3418453,41.3727453,17.165251,16.355674,3.000682,2.85965175
7454,7454, 11/07  15:00:00,16.1,141636.737,23.40632623,26.98381116,25.06947832,17.633769,17.873726,6.084654525,6.16444375,7454,16.1,171242.6626,28.29888424,39.44014922,41.45927985,17.127024,16.31399,3.00039975,2.8579365
7455,7455, 11/07  16:00:00,15.6,144107.1697,23.81458015,22.14768902,24.37474325,10.557066,16.321956,5.651328767,6.4674225,7455,15.6,157486.88,26.02565808,39.35554088,41.37847746,17.147048,16.34009,2.998382,2.8573965
7456,7456, 11/07  17:00:00,14.4,141331.5008,23.35588411,22.49125574,21.06922275,13.283303,11.111337,4.972087258,6.00077875,7456,14.4,154601.8743,25.54889348,39.31320937,41.32823596,17.174871,16.366617,3.00437325,2.86272675
7457,7457, 11/07  18:00:00,13.9,136921.2451,22.62706272,23.19203961,26.53470168,10.097668,14.968797,6.017045025,5.18456125,7457,13.9,154188.6341,25.48060303,39.27048115,41.27335396,17.189599,16.388004,3.00693725,2.8663275
7458,7458, 11/07  19:00:00,13.9,111919.1982,18.49532345,22.43891959,26.22547202,15.671652,16.685026,5.637786017,5.46844875,7458,13.9,134729.0051,22.26478182,36.61452143,38.51135668,18.20933,17.447161,3.1218485,2.987287
7459,7459, 11/07  20:00:00,13.3,125491.969,20.7383058,25.04296075,24.40579046,16.430442,11.191473,6.221564275,6.16063825,7459,13.3,143525.7019,23.71848908,36.8640564,38.67562564,18.180048,17.448577,3.190456,3.060423
7460,7460, 11/07  21:00:00,12.8,115636.4002,19.10961354,23.44725284,23.31989018,12.471341,16.614816,6.044896275,6.13900975,7460,12.8,141135.2941,23.32345975,36.67640883,38.49348646,18.199291,17.481623,3.17947625,3.05390675
7461,7461, 11/07  22:00:00,12.2,110737.6123,18.30005926,23.5602672,26.19383608,17.910724,17.956701,6.194124775,5.840901,7461,12.2,140987.31,23.29900448,36.66904335,38.500556,18.243342,17.507342,3.19247225,3.06413975
7462,7462, 11/07  23:00:00,11.1,118864.9625,19.64315296,25.16940314,23.4215039,20.305135,10,5.597185517,5.96839525,7462,11.1,144152.3442,23.8220455,36.65386136,38.45884807,18.229672,17.5089,3.18986475,3.062801
7463,7463, 11/08  00:00:00,12.8,114981.8543,19.00144587,23.9775296,28.26783695,10,15.091493,5.779005258,4.9849935,7463,12.8,141140.5948,23.32433574,36.62754533,38.45111648,18.250658,17.521432,3.1931085,3.06607325
7464,7464, 11/08  01:00:00,11.7,91322.67368,15.09162338,23.33527965,23.94279575,14.64411,11.526497,6.071374267,6.5997915,7464,11.7,109191.927,18.04462542,33.23201414,34.938558,19.597432,18.914243,3.35066175,3.23059375
7465,7465, 11/08  02:00:00,11.7,88024.00582,14.5464986,24.87696069,21.16633421,16.248519,11.696587,5.977042525,6.122687,7465,11.7,119311.0821,19.71687691,33.51595572,35.1089423,19.496109,18.848236,3.42260375,3.30659025
7466,7466, 11/08  03:00:00,11.7,87256.19152,14.41961265,24.24809952,21.4798895,17.204073,10,5.758594017,5.11658425,7466,11.7,113586.1425,18.77079607,33.28586094,34.925176,19.572035,18.926231,3.41789925,3.30660975
7467,7467, 11/08  04:00:00,12.8,84030.47275,13.88654314,24.04222939,20.24534502,17.328217,15.041865,6.092803275,6.16277075,7467,12.8,122496.2014,20.24323712,33.35250439,34.97046112,19.565411,18.910964,3.42616525,3.31107575
7468,7468, 11/08  05:00:00,12.2,89241.3505,14.74767216,22.87722333,27.71460465,18.092665,19.946707,6.208224525,4.895023,7468,12.2,113736.3076,18.79561176,33.30602675,34.93038836,19.571509,18.925761,3.423607,3.3108435
7469,7469, 11/08  06:00:00,12.8,95523.90349,15.78590198,26.28671493,22.16139067,25.086092,12.223013,5.765300767,6.13397125,7469,12.8,113723.6824,18.79352537,33.29943129,34.92564483,19.581299,18.929056,3.42658825,3.3124985
7470,7470, 11/08  07:00:00,12.8,117886.2165,19.48140927,22.79062927,24.52347518,10,21.597165,5.518092525,6.00191675,7470,12.8,140838.692,23.27444447,35.85794657,37.5854059,18.524318,17.836403,3.30154975,3.181657
7471,7471, 11/08  08:00:00,13.3,116041.8151,19.17661081,19.3644416,23.90621785,12.006573,11.418873,5.836277025,5.8862955,7471,13.3,137080.102,22.65331477,35.81979529,37.59780342,18.59418,17.886834,3.25280225,3.13061875
7472,7472, 11/08  09:00:00,15,133292.291,22.02735612,21.21282494,23.74045211,12.606783,15.905236,5.599322517,5.96544375,7472,15,161704.4567,26.72263811,38.91657871,40.81559304,17.347665,16.594062,3.1121375,2.98117875
7473,7473, 11/08  10:00:00,14.4,141797.9117,23.43296132,25.12029495,21.62327758,15.45478,13.431623,6.028988767,6.05797825,7473,14.4,160990.1177,26.60458928,38.92609373,40.85904393,17.338755,16.579578,3.03445375,2.90219925
7474,7474, 11/08  11:00:00,14.4,142811.8077,23.60051376,22.90680318,24.00771018,10.064391,13.471816,5.815018017,5.75097425,7474,14.4,166898.2943,27.58095114,39.08660239,41.02441721,17.276448,16.495668,3.02795125,2.89141725
7475,7475, 11/08  12:00:00,14.4,135771.0997,22.43699423,29.09880394,25.37361823,21.057212,12.907397,4.637545,6.0235255,7475,14.4,166730.009,27.55314098,39.10991328,41.07016344,17.25638,16.477353,3.02041025,2.88474775
7476,7476, 11/08  13:00:00,14.4,142218.4971,23.5024656,24.83809443,28.55513736,12.477766,16.415007,6.128858025,5.74562975,7476,14.4,166628.4996,27.53636593,39.12912432,41.09735699,17.251466,16.46325,3.01948575,2.8817405
7477,7477, 11/08  14:00:00,13.3,138153.2095,22.83065228,22.45854496,22.21386858,15.200285,10,6.144181775,6.4325725,7477,13.3,166534.5501,27.52084022,39.13759322,41.10570945,17.243784,16.457094,3.0179905,2.88030925
7478,7478, 11/08  15:00:00,13.3,143545.5552,23.72176997,24.537398,21.08356747,11.933402,10,5.792487517,6.7114585,7478,13.3,154853.2091,25.59042807,39.13028541,41.10195252,17.249756,16.46126,3.018332,2.88044775
7479,7479, 11/08  16:00:00,13.3,138441.838,22.87834987,23.90396753,22.58260804,16.268002,10.690055,5.599297758,6.299981,7479,13.3,166655.7012,27.54086116,39.16925375,41.13355244,17.232596,16.445126,3.017005,2.8790425
7480,7480, 11/08  17:00:00,13.3,136425.5053,22.54513871,22.85084266,25.63401082,10.913153,19.82851,6.119601025,5.9735465,7480,13.3,154889.5191,25.59642851,39.13020747,41.09735248,17.245463,16.4597,3.0167415,2.87934
7481,7481, 11/08  18:00:00,13.3,137088.4443,22.65469339,26.28475273,23.89577699,20.07341,11.000396,6.071253758,6.500216,7481,13.3,154372.8893,25.51105232,39.08254755,41.05168517,17.265789,16.477737,3.0201055,2.88226325
7482,7482, 11/08  19:00:00,13.3,123953.4442,20.48405529,25.83925554,21.86299074,11.968639,12.129254,5.106092017,5.52081375,7482,13.3,134930.8904,22.29814457,36.47692382,38.34606341,18.267621,17.517585,3.1335125,3.00121075
7483,7483, 11/08  20:00:00,13.3,111167.5593,18.37111059,25.17821311,26.6806245,17.100632,17.119565,5.866651525,6.0498735,7483,13.3,143707.303,23.74849976,36.74119818,38.53356739,18.23054,17.506921,3.19961425,3.07121425
7484,7484, 11/08  21:00:00,13.3,121627.5412,20.09968577,22.98195898,25.67353702,11.509798,16.276482,6.238913033,6.30115625,7484,13.3,141261.256,23.34427573,36.61965158,38.42211947,18.231953,17.521392,3.1868575,3.0626255
7485,7485, 11/08  22:00:00,13.3,115346.1284,19.06164436,24.73057308,21.20962331,22.353195,10,5.685956025,6.373477,7485,13.3,144001.5075,23.79711883,36.60599508,38.42567498,18.26315,17.531557,3.195782,3.06831
7486,7486, 11/08  23:00:00,13.3,123154.7819,20.35207153,24.73358096,24.44121042,12.609628,18.320342,5.840508025,5.68425175,7486,13.3,141223.7753,23.33808181,36.59832734,38.39807685,18.256623,17.537955,3.19470875,3.06829675
7487,7487, 11/09  00:00:00,12.8,109567.8676,18.10675187,23.49144422,22.72825643,18.491004,14.798149,5.892098767,5.454011,7487,12.8,138261.8072,22.8485987,36.5665378,38.37766912,18.270611,17.54598,3.1965515,3.07010725
7488,7488, 11/09  01:00:00,13.3,93499.70128,15.45139034,24.31972879,25.6655196,17.042468,14.381946,5.816886517,5.84656175,7488,13.3,109231.4644,18.05115922,33.18277507,34.88080081,19.617424,18.937882,3.354589,3.2352575
7489,7489, 11/09  02:00:00,12.2,85245.84618,14.08739094,25.32537545,19.15760875,22.579685,10.90752,6.238913033,5.87683025,7489,12.2,119357.4393,19.72453772,33.48470068,35.07152274,19.512104,18.866756,3.42581925,3.3103175
7490,7490, 11/09  03:00:00,12.2,92912.01968,15.35427241,23.59892003,18.64230776,14.065768,12.666386,5.535249508,5.72566,7490,12.2,113608.8136,18.7745426,33.24572184,34.87759908,19.585122,18.942565,3.41996,3.3092045
7491,7491, 11/09  04:00:00,12.2,85819.46119,14.18218428,20.02322487,23.60772982,13.729617,17.449757,5.952971525,5.61459375,7491,12.2,122502.4531,20.24427025,33.2919718,34.90512703,19.588714,18.936792,3.4296685,3.31506525
7492,7492, 11/09  05:00:00,12.2,92302.7622,15.25358893,22.69371458,24.0585884,21.085475,13.714271,5.850599267,5.88036825,7492,12.2,113800.2909,18.80618539,33.24102267,34.85640428,19.596756,18.95405,3.427932,3.31556375
7493,7493, 11/09  06:00:00,12.2,97901.55408,16.1788231,27.64416732,21.31532466,23.224688,11.522103,5.805939517,6.420986,7493,12.2,113799.3369,18.80602774,33.2209042,34.83857878,19.611028,18.962351,3.43143975,3.31799625
7494,7494, 11/09  07:00:00,12.2,114376.5792,18.9014205,24.12319831,21.32731321,12.240891,13.645208,5.729630767,5.94778125,7494,12.2,140942.1116,23.29153519,35.77871932,37.49844903,18.560137,17.875615,3.307628,3.18835025
7495,7495, 11/09  08:00:00,12.8,109536.4295,18.10155654,22.92180829,20.76895128,20.868608,10.271832,5.934708017,5.58992525,7495,12.8,140126.0107,23.15666957,35.78041155,37.55181952,18.612179,17.907457,3.2570855,3.1354055
7496,7496, 11/09  09:00:00,13.3,133207.4302,22.01333237,24.15143048,23.21817349,17.299476,15.076204,5.817759275,6.32945025,7496,13.3,161739.9008,26.72849545,38.85112222,40.74384863,17.370126,16.618944,3.11546525,2.98498
7497,7497, 11/09  10:00:00,14.4,144223.2055,23.83375577,21.33853299,22.53361536,13.293776,10,5.924755517,6.37369475,7497,14.4,160539.0236,26.53004325,38.82395765,40.75845225,17.384636,16.625285,3.04105875,2.9090445
7498,7498, 11/09  11:00:00,15,133685.4931,22.09233515,23.24223402,21.09334382,12.260323,11.699271,5.817948008,6.4175585,7498,15,166512.9304,27.51726744,39.0312851,40.96047956,17.296811,16.51727,3.03312875,2.89654675
7499,7499, 11/09  12:00:00,15.6,137719.1893,22.75892781,23.99092871,27.78096273,13.728438,17.08996,5.318568517,5.779692,7499,15.6,160384.5762,26.50451989,39.07825871,41.05384552,17.286829,16.505839,3.02542775,2.89009175
7500,7500, 11/09  13:00:00,15.6,146341.0317,24.18373933,23.34976043,27.00013522,14.151987,13.841731,5.816706258,6.2956215,7500,15.6,166236.2494,27.47154422,39.36105124,41.31044314,17.173897,16.386279,3.01375325,2.87514925
7501,7501, 11/09  14:00:00,16.1,139090.161,22.98548916,25.34080138,26.26267605,11.832633,13.15163,5.425872017,4.98927625,7501,16.1,167262.768,27.64118262,39.33036337,41.31597077,17.153756,16.367196,3.00137125,2.864819
7502,7502, 11/09  15:00:00,15.6,131040.8806,21.65529696,23.610789,24.37941027,15.593799,13.065023,5.766261758,5.8655555,7502,15.6,154009.0032,25.45091795,39.20095791,41.19938908,17.215137,16.412441,3.00876975,2.868808
7503,7503, 11/09  16:00:00,15.6,141056.9787,23.31051767,24.40736356,31.77129927,14.104234,20.621814,6.023388517,5.47577975,7503,15.6,154223.4692,25.48635975,39.21037301,41.18215408,17.213412,16.423882,3.01292,2.873984
7504,7504, 11/09  17:00:00,15,145078.1758,23.97504477,25.64649237,26.3494659,15.941173,17.314214,5.671147267,6.251718,7504,15,154292.4187,25.49775407,39.15318768,41.12660636,17.236279,16.446862,3.01454075,2.87645975
7505,7505, 11/09  18:00:00,15,148777.8973,24.58644609,28.71163727,27.22885027,15.579542,10,5.313747017,5.77842175,7505,15,160222.4682,26.47773055,39.18381329,41.14904192,17.231596,16.444548,3.01630375,2.8783505
7506,7506, 11/09  19:00:00,14.4,116110.7905,19.18800939,25.39813462,24.92099502,15.138428,13.053944,5.876496775,5.80469,7506,14.4,134832.8409,22.28194131,36.56142369,38.43002401,18.232787,17.482933,3.126725,2.994587
7507,7507, 11/09  20:00:00,14.4,120589.9593,19.9282191,23.15892846,21.80387916,12.909282,11.948672,6.083566767,6.71748975,7507,14.4,143592.961,23.72960406,36.83111761,38.61818729,18.194802,17.472865,3.193577,3.065335
7508,7508, 11/09  21:00:00,14.4,122059.6564,20.17109542,23.78930564,20.51348664,15.543527,10,5.869872025,5.64030775,7508,14.4,141160.4295,23.32761354,36.691078,38.48788462,18.201244,17.493094,3.18095975,3.05714375
7509,7509, 11/09  22:00:00,14.4,113921.0878,18.8261478,24.32833574,22.18078513,15.059132,14.376999,5.627020258,5.89647075,7509,14.4,143913.9225,23.78264488,36.67648966,38.49103871,18.235172,17.50554,3.19090225,3.0637925
7510,7510, 11/09  23:00:00,14.4,118753.717,19.62476896,22.36493321,24.75139519,11.535064,18.254913,5.72772025,6.3686915,7510,14.4,141151.4321,23.32612665,36.64334454,38.43583221,18.235396,17.519577,3.1902845,3.0643025
7511,7511, 11/10  00:00:00,13.9,119369.667,19.72655843,23.84479039,22.43890752,18.240853,10,5.930414517,5.384623,7511,13.9,141141.3137,23.32445454,36.62522186,38.43139106,18.250273,17.527826,3.19335875,3.067364
7512,7512, 11/10  01:00:00,13.3,76598.79732,12.65841389,22.53300244,19.86176067,19.06389,14.330983,5.858418767,5.98081575,7512,13.3,109181.3533,18.04287804,33.23715846,34.93236369,19.596435,18.917976,3.350658,3.23158775
7513,7513, 11/10  02:00:00,12.8,92685.08181,15.31676956,20.73745497,20.81168112,10,16.943595,6.138728025,6.44672225,7513,12.8,119300.0633,19.715056,33.5546792,35.13730681,19.485212,18.841352,3.421572,3.30630225
7514,7514, 11/10  03:00:00,12.8,95481.30147,15.77886174,23.83178985,24.90101249,16.523037,15.583721,6.056908275,5.836986,7514,12.8,113532.9636,18.76200794,33.29770179,34.92674417,19.561648,18.92064,3.41535425,3.304921
7515,7515, 11/10  04:00:00,12.8,87852.25293,14.51811539,26.74259389,21.81418634,20.074765,17.098653,5.333859767,5.31041075,7515,12.8,122431.2989,20.23251158,33.34257049,34.95400231,19.569072,18.917842,3.42622025,3.311767
7516,7516, 11/10  05:00:00,12.8,94738.44378,15.65610002,22.01082993,26.46070254,15.720926,16.847746,6.238913033,5.48589375,7516,12.8,113751.5238,18.79812632,33.30014758,34.91252982,19.573493,18.932072,3.4241255,3.3119465
7517,7517, 11/10  06:00:00,12.2,92303.98972,15.25379179,26.26381334,22.67999723,20.473439,13.864634,5.751611758,6.3827955,7517,12.2,113728.7836,18.79436838,33.26439354,34.87890862,19.591599,18.944084,3.42761425,3.3143705
7518,7518, 11/10  07:00:00,12.2,106487.9284,17.59777332,21.72685996,27.05549875,12.194214,20.680259,5.493415517,4.6197545,7518,12.2,140892.5854,23.28335067,35.82755534,37.54259254,18.536947,17.854025,3.304081,3.18506
7519,7519, 11/10  08:00:00,12.8,111496.4426,18.42546055,27.39579443,24.24816193,22.278699,13.640643,5.206280758,5.5525825,7519,12.8,137127.9499,22.66122193,35.77613535,37.54112462,18.611504,17.909744,3.25536975,3.13414
7520,7520, 11/10  09:00:00,12.8,138589.5533,22.90276072,24.90844982,21.40130834,15.369931,10,5.562124017,6.53297975,7520,12.8,161764.4634,26.73255457,38.86992465,40.75564561,17.369569,16.621543,3.11569425,2.9856955
7521,7521, 11/10  10:00:00,12.8,136515.5438,22.56001812,19.85580732,22.01502995,10.419477,15.317208,5.827297017,6.08740325,7521,12.8,163509.218,27.02088581,38.86246566,40.78396592,17.347167,16.591424,3.036929,2.90542575
7522,7522, 11/10  11:00:00,13.9,138076.606,22.81799308,21.76355722,22.88822413,14.988765,11.902712,5.930106267,6.89825025,7522,13.9,166419.0228,27.50174863,39.01666571,40.95797292,17.308408,16.526466,3.03304025,2.89697325
7523,7523, 11/10  12:00:00,15,142374.6338,23.52826813,27.23843531,24.84476465,14.541558,10,5.883232025,5.5954465,7523,15,166289.8776,27.48040661,39.12492992,41.07157669,17.25661,16.481131,3.022942,2.88742925
7524,7524, 11/10  13:00:00,17.2,148790.7404,24.5885685,23.0448125,24.48748466,11.367621,13.439566,5.739390767,5.891515,7524,17.2,169549.5314,28.01908409,39.21166086,41.17877628,17.229309,16.443584,3.01711275,2.880203
7525,7525, 11/10  14:00:00,16.1,148529.5167,24.5453997,30.2505508,25.53240024,13.235466,16.184516,5.599543267,6.82824675,7525,16.1,170893.8156,28.24123517,39.349986,41.30258386,17.168975,16.385724,3.0085885,2.87102625
7526,7526, 11/10  15:00:00,16.7,156016.0603,25.78259625,21.13080461,26.38667531,10.622773,14.427462,5.622313258,5.8227485,7526,16.7,170794.4701,28.22481772,39.22070195,41.20008082,17.195283,16.408824,3.0054625,2.8684935
7527,7527, 11/10  16:00:00,16.7,151440.6456,25.02648133,22.38093195,21.87660562,14.53635,10,6.011960775,6.42773825,7527,16.7,170951.4807,28.25076467,39.20027373,41.17312846,17.220587,16.425613,3.01329725,2.8741465
7528,7528, 11/10  17:00:00,15.6,141891.9407,23.44850018,25.10613723,26.71224927,19.808986,11.77852,6.150148775,5.54954325,7528,15.6,162643.267,26.87778217,39.14962017,41.09240631,17.236072,16.458433,3.014727,2.87786125
7529,7529, 11/10  18:00:00,15.6,145495.6966,24.04404261,25.32116273,22.71758385,19.981025,10.780359,6.022779275,5.90665,7529,15.6,163200.2679,26.96982995,39.20692946,41.15657074,17.225275,16.444727,3.0160385,2.87980725
7530,7530, 11/10  19:00:00,15,124855.7918,20.63317368,25.30742851,23.43809938,13.240642,17.843308,6.159956025,6.5421085,7530,15,134837.783,22.28275801,36.56319313,38.41202932,18.231552,17.489428,3.12584425,2.99499
7531,7531, 11/10  20:00:00,15,129759.113,21.44347713,22.2296231,29.15583479,10.844567,14.961997,5.547151267,5.138928,7531,15,143618.4687,23.73381937,36.82995055,38.59379052,18.193346,17.480342,3.19337225,3.06660725
7532,7532, 11/10  21:00:00,14.4,121344.7024,20.05294495,23.58521827,22.2381772,18.780109,10,5.586880025,6.68578,7532,14.4,141200.1674,23.33418047,36.69979542,38.47668703,18.200428,17.500368,3.18105525,3.058793
7533,7533, 11/10  22:00:00,13.9,119068.6616,19.67681547,24.67466813,21.58825904,13.282984,14.557116,5.983345517,6.39188775,7533,13.9,138099.9858,22.82185674,36.66902689,38.46127133,18.235204,17.5144,3.190433,3.064783
7534,7534, 11/10  23:00:00,14.4,116134.6095,19.19194564,23.8823633,23.66536225,18.882772,13.243557,5.201227017,5.9178225,7534,14.4,138268.2275,22.84965969,36.67584405,38.45224894,18.228243,17.518765,3.190173,3.06552175
7535,7535, 11/11  00:00:00,14.4,120208.6059,19.86519814,23.2655899,26.38152646,17.938404,17.038332,6.238913033,5.7018545,7535,14.4,138239.1704,22.84485782,36.65115472,38.43818116,18.236934,17.52213,3.19081575,3.06605575
7536,7536, 11/11  01:00:00,14.4,89607.37928,14.80816062,25.57575213,22.88887412,20.071064,16.575325,5.557862517,6.4472975,7536,14.4,109172.1047,18.04134966,33.25887498,34.94207688,19.588374,18.915076,3.349228,3.23126925
7537,7537, 11/11  02:00:00,13.9,100453.7952,16.60059636,23.43190126,21.25378063,16.723739,10.982909,6.169941767,6.358357,7537,13.9,119306.9837,19.71619963,33.58122969,35.15030383,19.474512,18.835828,3.41986575,3.305456
7538,7538, 11/11  03:00:00,13.9,86094.89508,14.22770139,25.34532134,18.93158629,19.161997,10,5.422960258,6.414703,7538,13.9,113521.6445,18.76013739,33.3308868,34.94868771,19.549688,18.913549,3.41342075,3.303911
7539,7539, 11/11  04:00:00,13.9,93657.54356,15.47747473,20.84367351,25.69765284,10.041891,19.470086,5.894761517,5.08077475,7539,13.9,122414.5026,20.2297359,33.37753715,34.97695531,19.554837,18.90812,3.4237695,3.31008475
7540,7540, 11/11  05:00:00,13.3,84861.84242,14.023932,21.70812218,23.90128038,14.699982,16.787456,5.881037267,5.42167025,7540,13.3,113720.1209,18.79293681,33.32617057,34.92816633,19.56246,18.925383,3.42194,3.31056725
7541,7541, 11/11  06:00:00,13.3,91383.63676,15.1016979,23.73188139,22.71405868,16.155193,11.583609,4.783692,5.91063,7541,13.3,113715.9651,18.79225003,33.3108421,34.91681952,19.57589,18.931959,3.42541975,3.3128515
7542,7542, 11/11  07:00:00,13.3,118247.3677,19.54109168,23.74669803,20.85343692,10.995579,15.437989,5.694353267,6.43499525,7542,13.3,140851.0878,23.27649295,35.86452672,37.56858392,18.519852,17.841356,3.3008195,3.18248825
7543,7543, 11/11  08:00:00,13.3,104084.2186,17.20054575,19.99162599,27.18699387,13.093655,14.745799,5.771581025,6.00773175,7543,13.3,137085.1828,22.65415441,35.78012001,37.53438851,18.605434,17.907507,3.25347175,3.1329275
7544,7544, 11/11  09:00:00,13.9,156438.1031,25.85234137,24.68217168,22.08755699,17.646157,10,5.824148517,6.45489525,7544,13.9,175641.7216,29.02585531,38.89878425,40.74219164,17.363485,16.626814,3.11542825,2.98659225
7545,7545, 11/11  10:00:00,14.4,147539.5346,24.38179918,23.03221381,24.45335201,10.985202,16.743695,5.716127017,5.77395875,7545,14.4,178096.8313,29.43157702,38.89207954,40.74214513,17.363918,16.621653,3.0375255,2.907983
