,Unnamed: 0_our,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_our,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_our,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_our,WEST ZONE:Zone Air Temperature [C](TimeStep)_our,EAST ZONE:Zone Air Temperature [C](TimeStep)_our,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,Unnamed: 0_easy,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_easy,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_easy,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_easy,WEST ZONE:Zone Air Temperature [C](TimeStep)_easy,EAST ZONE:Zone Air Temperature [C](TimeStep)_easy,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy
2160,2160, 04/01  01:00:00,13.9,88931.77624,14.69651314,24.67056097,24.15803625,22.334209,12.710453,5.399116258,5.47849025,2160,13.9,108871.4875,17.99167085,33.28449191,34.98370591,19.584308,18.90458,3.34934775,3.2304435
2161,2161, 04/01  02:00:00,14.5,96488.80299,15.94535745,22.76926431,18.09979529,12.59587,12.482784,5.1677155,5.1457695,2161,14.5,122022.818,20.16500764,33.67003661,35.24927876,19.44158,18.796652,3.41602475,3.30048475
2162,2162, 04/01  03:00:00,15,87977.23739,14.53876983,22.25047136,19.80278841,15.749144,10,5.672229508,5.80645475,2162,15,113218.935,18.71011282,33.41059261,35.04959911,19.519677,18.877497,3.4076515,3.29742875
2163,2163, 04/01  04:00:00,15.6,85482.14193,14.12644024,19.91065895,21.87886717,11.476671,21.137407,6.068179275,5.71031725,2163,15.6,121486.1086,20.07631318,33.50297863,35.11755396,19.504976,18.84871,3.41660925,3.3012115
2164,2164, 04/01  05:00:00,16.1,96560.80932,15.95725693,19.15816493,25.67747077,13.874888,15.638669,5.857246267,5.860768,2164,16.1,113361.5322,18.73367787,33.3481009,34.96327595,19.54087,18.899654,3.41533075,3.3032275
2165,2165, 04/01  06:00:00,17.8,96294.07535,15.91317753,19.08997016,22.67295456,12.936912,14.528707,5.665782517,6.436148,2165,17.8,124198.8315,20.52460702,33.39401336,34.88062217,19.554328,18.933042,3.4234195,3.3112415
2166,2166, 04/01  07:00:00,18.3,123256.6157,20.36890016,24.59948938,18.99913682,20.677184,10,5.282674758,6.106173,2166,18.3,153358.3671,25.34339639,36.0238724,37.6186501,18.463238,17.828032,3.292682,3.18262625
2167,2167, 04/01  08:00:00,18.9,123830.5249,20.46374213,23.83324053,17.91374858,15.342109,10,6.159510025,5.94057675,2167,18.9,150260.5191,24.8314583,36.05581501,37.70943612,18.510051,17.851894,3.24025125,3.12691425
2168,2168, 04/01  09:00:00,18.9,146473.7159,24.2056662,25.78982544,25.01970946,11.427408,16.004085,5.781226525,5.314412,2168,18.9,175579.1984,29.01552298,39.19913246,40.96732968,17.2428,16.542746,3.09483475,2.97306275
2169,2169, 04/01  10:00:00,21.7,149987.9576,24.78641587,19.8869787,26.21331277,10,15.216969,5.655404517,5.173665,2169,21.7,172606.4442,28.52425739,39.31283774,41.18346532,17.210443,16.469543,3.01423125,2.88747025
2170,2170, 04/01  11:00:00,23.9,150699.0702,24.90393153,24.8670949,21.90053068,16.9451,13.357649,5.950640008,6.22653575,2170,23.9,172551.8623,28.51523739,39.57088474,41.48758306,17.089639,16.325179,2.99747975,2.8650535
2171,2171, 04/01  12:00:00,24.4,166001.4114,27.43273583,22.43550466,25.43510283,11.272624,14.248925,5.743263017,6.3970245,2171,24.4,175014.3531,28.92217887,39.76019192,41.6960923,17.015456,16.243358,2.9826805,2.84807725
2172,2172, 04/01  13:00:00,21.7,153774.4782,25.41216127,22.95232043,24.04115217,16.319049,10.191341,6.019662525,6.52403075,2172,21.7,173715.0758,28.70746545,39.81330237,41.74861797,16.974796,16.199521,2.97194225,2.83626075
2173,2173, 04/01  14:00:00,24.4,152973.9992,25.27987728,27.68608398,21.8065797,16.508752,11.886373,5.494944267,5.92101825,2173,24.4,175503.7359,29.00305234,39.87100377,41.91936233,16.971334,16.155397,2.97067925,2.8318395
2174,2174, 04/01  15:00:00,26.7,163960.5995,27.09547933,24.96052981,26.43668793,14.555854,11.759274,6.162600017,6.0349475,2174,26.7,176539.3049,29.17418637,40.00900429,41.99844116,16.898487,16.098969,2.9612875,2.81960075
2175,2175, 04/01  16:00:00,27.2,156339.4437,25.83603731,27.72738828,26.48170765,21.609438,14.873204,5.585490508,5.028766,2175,27.2,176582.7699,29.18136923,39.98184294,41.94411726,16.909562,16.120872,2.958086,2.8194205
2176,2176, 04/01  17:00:00,26.1,166177.0652,27.46176367,28.80346653,21.66281987,13.904003,10.767145,5.439505758,6.346064,2176,26.1,176568.7909,29.17905911,39.93003533,41.83605191,16.918602,16.150458,2.95938625,2.82344975
2177,2177, 04/01  18:00:00,21.7,154461.095,25.52562884,22.55806469,21.69771251,10,12.077777,5.836614517,6.07252025,2177,21.7,172486.5617,28.50444608,39.80858629,41.66683038,16.966992,16.21907,2.965976,2.83384175
2178,2178, 04/01  19:00:00,20.6,122199.0763,20.19413539,22.94364309,24.69721346,16.509007,13.430704,6.179308017,5.70198325,2178,20.6,151783.3987,25.08312335,37.09465561,38.86032202,18.055867,17.338711,3.090015,2.964226
2179,2179, 04/01  20:00:00,18.9,128974.7551,21.31385724,23.58340201,25.00549559,20.751425,16.509463,5.897354767,5.6419145,2179,18.9,154898.6299,25.59793413,37.27308373,38.9493216,17.970627,17.297258,3.1509595,3.030529
2180,2180, 04/01  21:00:00,17.8,138325.595,22.85914,27.39259988,24.03111189,21.349658,10.276489,6.046207025,5.8104205,2180,17.8,154177.1254,25.47870115,37.14760869,38.80355573,18.040421,17.375481,3.15359225,3.0366925
2181,2181, 04/01  22:00:00,16.1,130518.362,21.5689476,26.22199642,22.78166933,12.228814,16.224086,5.639252267,6.60084975,2181,16.1,153940.8653,25.43965775,37.10235038,38.73412232,18.0422,17.396725,3.1563885,3.04259275
2182,2182, 04/01  23:00:00,15.6,120393.8168,19.89580536,23.77037409,25.10576841,13.16252,14.170393,6.070230017,5.98988025,2182,15.6,140651.1639,23.24345432,37.00454574,38.77501335,18.094852,17.411878,3.163832,3.0473775
2183,2183, 04/02  00:00:00,15,114421.4679,18.90883864,23.88543498,24.80033478,18.553382,15.584232,5.250920267,5.937548,2183,15,146589.4378,24.22478995,36.98951159,38.76492756,18.100891,17.382222,3.16739075,3.041442
2184,2184, 04/02  01:00:00,13.3,87372.28819,14.43879832,24.64443647,23.29281444,18.352682,21.65239,5.949975517,6.674758,2184,13.3,108669.3751,17.95827057,33.45494641,35.16046855,19.504909,18.823093,3.33018575,3.212128
2185,2185, 04/02  02:00:00,13.8,100107.9481,16.54344305,23.91431865,29.59255394,15.855547,21.403128,5.508962525,5.4498125,2185,13.8,118906.6916,19.65004894,33.80580382,35.36333716,19.386056,18.75018,3.40547575,3.2904965
2186,2186, 04/02  03:00:00,14.4,97308.72465,16.08085446,22.592555,21.76212014,19.740919,10,5.508299008,6.07501925,2186,14.4,113166.4762,18.70144367,33.49334806,35.11283634,19.478274,18.842932,3.39909275,3.2901405
2187,2187, 04/02  04:00:00,15,92194.42784,15.23568602,26.04351031,19.97723414,21.211053,14.88708,5.468270767,6.09765975,2187,15,119153.3574,19.69081195,33.54527855,35.14291088,19.489879,18.843279,3.41261625,3.29883425
2188,2188, 04/02  05:00:00,12.2,91699.09793,15.15382976,23.87833331,21.77946711,16.946557,18.072105,6.072267025,5.609759,2188,12.2,116357.0144,19.22869938,33.48565188,35.08439163,19.496917,18.861789,3.41023275,3.299151
2189,2189, 04/02  06:00:00,13.3,90670.27226,14.98381011,23.68230671,22.05360276,13.789884,12.054019,5.599176017,6.21947675,2189,13.3,113394.4165,18.73911219,33.44222909,35.04507109,19.521566,18.878521,3.41501725,3.302608
2190,2190, 04/02  07:00:00,15,111593.5694,18.44151133,24.46327208,23.24067945,14.178517,16.643749,6.064019525,5.99505125,2190,15,139033.1944,22.97607509,36.14405527,37.84939884,18.424143,17.746582,3.288103,3.17000125
2191,2191, 04/02  08:00:00,16.1,121504.6311,20.07937413,24.74626844,20.88916794,13.929607,15.899236,4.904454758,6.81163125,2191,16.1,137768.101,22.76701076,36.25746824,38.02639993,18.432082,17.73047,3.228679,3.10796575
2192,2192, 04/02  09:00:00,16.1,149912.7476,24.77398697,24.69308256,27.86135917,16.276235,12.679367,5.902965508,5.4453425,2192,16.1,173893.2961,28.73691744,39.4591769,41.3939882,17.138314,16.375458,3.078223,2.94697675
2193,2193, 04/02  10:00:00,16.7,149966.8113,24.78292132,25.67538518,21.94375427,19.143336,10,6.014020525,6.12047125,2193,16.7,171257.9441,28.3014096,39.58690309,41.59582339,17.087286,16.303988,2.9936045,2.85799575
2194,2194, 04/02  11:00:00,18.3,152835.9061,25.25705656,22.07669606,27.80205567,10,16.412043,5.950178017,5.46030425,2194,18.3,171496.5911,28.34084746,39.84739031,41.94339749,16.979055,16.146913,2.97849875,2.83513275
2195,2195, 04/02  12:00:00,21.1,153564.2082,25.37741287,26.76072628,20.74340216,18.731722,10,5.492648258,6.418,2195,21.1,172282.694,28.47075571,39.96989426,42.13668881,16.918897,16.061476,2.9643195,2.8159935
2196,2196, 04/02  13:00:00,24.4,164883.3236,27.24796506,22.43938653,24.75813233,10,13.653146,6.026382275,6.2285185,2196,24.4,179201.407,29.61411483,39.96459776,42.19695912,16.915913,16.02647,2.9598995,2.80602075
2197,2197, 04/02  14:00:00,22.2,163868.0053,27.08017759,21.35423098,26.68169768,14.076305,10,5.703334767,6.09060675,2197,22.2,182435.1458,30.14850969,40.04492849,42.19674107,16.885372,16.016619,2.95748075,2.80307675
2198,2198, 04/02  15:00:00,28.3,155357.6415,25.67378856,26.56497555,24.91855699,20.115333,14.30798,5.820917767,5.9988935,2198,28.3,181737.1279,30.03315802,40.14172927,42.25227114,16.855274,16.006888,2.952295,2.80283125
2199,2199, 04/02  16:00:00,28.3,164420.4469,27.17147189,26.04019934,24.0733056,14.088126,10,5.230700517,5.04952675,2199,28.3,179485.2826,29.66102697,40.15184719,42.20728359,16.836959,16.009591,2.9466255,2.80034425
2200,2200, 04/02  17:00:00,27.8,155524.9641,25.70143964,27.0232933,19.67126436,19.715233,10.770667,5.498602517,6.50814775,2200,27.8,177754.6294,29.37502609,40.15085632,42.159802,16.837318,16.028663,2.946721,2.80402325
2201,2201, 04/02  18:00:00,23.3,154668.8058,25.5599543,27.41572141,22.53546113,16.743916,13.682839,6.074031517,6.343447,2201,23.3,175069.2264,28.93124702,40.00064151,41.95427373,16.888007,16.101203,2.9510845,2.811921
2202,2202, 04/02  19:00:00,19.4,134089.3046,22.15906744,25.17112726,21.8886697,12.589116,14.764906,5.917892025,6.58101575,2202,19.4,151298.1186,25.00292789,37.39054352,39.32697755,17.951047,17.173473,3.07655525,2.94273425
2203,2203, 04/02  20:00:00,19.4,130345.1385,21.54032138,23.65239251,23.5325818,16.586637,13.80609,5.7545795,6.339371,2203,19.4,154548.0983,25.54000667,37.26725868,39.10064244,17.978338,17.239712,3.14228825,3.00999525
2204,2204, 04/02  21:00:00,20.6,126893.404,20.96990141,21.8710993,23.59670352,10.686665,18.561574,6.151893017,5.93963825,2204,20.6,154890.0323,25.59651331,37.25865209,39.05833802,17.996038,17.272514,3.14937925,3.021875
2205,2205, 04/02  22:00:00,20,128716.1122,21.27111495,20.55397897,24.37308465,11.62118,18.445851,5.165621017,6.34875875,2205,20,154954.1869,25.60711526,37.2110027,38.98601788,18.010944,17.299391,3.150585,3.02538
2206,2206, 04/02  23:00:00,17.8,135700.5207,22.42533063,24.01056171,24.39771824,18.009643,12.042545,5.366854517,6.6883015,2206,17.8,154443.5218,25.52272476,37.16297902,38.92583166,18.029644,17.323094,3.153934,3.0299815
2207,2207, 04/03  00:00:00,16.7,126732.1448,20.94325235,22.98878063,22.19111838,11.293052,16.36888,5.882403258,6.01159475,2207,16.7,154023.1219,25.45325114,37.09511976,38.85056066,18.04142,17.351447,3.15580925,3.03456525
2208,2208, 04/03  01:00:00,14.4,88958.05613,14.70085605,22.58490125,24.55391195,17.809566,14.128791,6.048659767,6.275502,2208,14.4,112342.3539,18.56525249,33.49741378,35.20120221,19.483752,18.805461,3.32504125,3.20754725
2209,2209, 04/03  02:00:00,13.3,87594.90893,14.47558774,28.32278058,21.33162477,18.810882,16.007744,5.995942275,6.28589625,2209,13.3,118848.5893,19.64044719,33.85408873,35.42281732,19.370368,18.728678,3.402867,3.287279
2210,2210, 04/03  03:00:00,12.2,92526.82116,15.29061603,19.81392519,26.31804561,11.512147,20.31798,5.800618775,5.56694325,2210,12.2,113140.8267,18.69720494,33.55126757,35.17577988,19.453024,18.816475,3.3950545,3.28571225
2211,2211, 04/03  04:00:00,12.2,89258.43665,14.75049575,21.12114928,22.65760419,21.996895,11.480591,5.867036267,6.03418675,2211,12.2,119083.125,19.67920563,33.59638705,35.20271064,19.470131,18.819737,3.408957,3.29462975
2212,2212, 04/03  05:00:00,12.2,88237.19563,14.5817295,24.50930465,21.1921738,16.612854,19.706165,4.880409008,6.29236425,2212,12.2,116301.1558,19.21946841,33.53417592,35.13800844,19.476234,18.8391,3.40654825,3.294989
2213,2213, 04/03  06:00:00,11.7,95334.6628,15.75462882,21.22254361,25.86693275,20.753072,18.412656,6.036550525,6.08091625,2213,11.7,113335.8219,18.72942908,33.50053323,35.11133237,19.499885,18.853794,3.41154775,3.2986965
2214,2214, 04/03  07:00:00,12.2,112150.8323,18.53360239,27.19272452,21.08045824,22.497944,12.351954,5.129458517,5.82213225,2214,12.2,140503.7064,23.21908607,36.14244763,37.85006073,18.415732,17.736744,3.2849595,3.1664465
2215,2215, 04/03  08:00:00,13.9,117698.5731,19.45040007,28.88892495,23.52214636,13.437782,18.613935,5.310891025,5.28313775,2215,13.9,139595.6833,23.06902977,36.159985,37.92907854,18.464051,17.761817,3.2315315,3.1105735
2216,2216, 04/03  09:00:00,15,143144.3188,23.65546323,25.03583901,27.23701298,12.57889,13.652245,6.115496767,6.260743,2216,15,159262.702,26.3191234,39.26340611,41.1617988,17.212041,16.459955,3.085778,2.95527475
2217,2217, 04/03  10:00:00,16.7,141796.1528,23.43267065,24.5394192,24.08233705,16.578053,11.557929,6.034684267,5.56399525,2217,16.7,164206.3726,27.13609481,39.64136964,41.56637243,17.063139,16.290972,2.997306,2.86319225
2218,2218, 04/03  11:00:00,17.8,154605.1405,25.54943323,26.02129936,29.40905705,10,16.773459,5.808292517,5.72841975,2218,17.8,171285.1975,28.30591339,39.67497416,41.7153798,17.035313,16.235254,2.98138525,2.8448555
2219,2219, 04/03  12:00:00,17.8,147133.1194,24.31463661,21.63421147,24.77000763,11.485961,18.101105,5.660334267,6.10210675,2219,17.8,171367.906,28.31958147,39.78893842,41.88034157,16.992233,16.158769,2.9769255,2.83228925
2220,2220, 04/03  13:00:00,17.8,157584.5645,26.04180104,25.44014887,26.65079802,21.281232,10,5.881258517,5.85225675,2220,17.8,171215.7616,28.29443869,39.83084104,41.96562128,16.972517,16.122118,2.97119575,2.82360975
2221,2221, 04/03  14:00:00,18.9,158349.8074,26.16826205,24.26834208,20.49463712,11.407207,10.548528,6.014776517,5.89714825,2221,18.9,171314.6647,28.31078302,39.87036475,42.02713967,16.954415,16.094418,2.9681455,2.818161
2222,2222, 04/03  15:00:00,18.9,159414.5492,26.34421706,24.31046647,23.72260062,10.618079,10,6.234395525,6.384624,2222,18.9,171476.7843,28.33757427,39.86818812,42.04484643,16.944156,16.073146,2.9656825,2.813911
2223,2223, 04/03  16:00:00,19.4,151911.091,25.10422528,23.17221356,25.52448575,13.328373,10.652361,6.141288275,6.17717625,2223,19.4,171593.1352,28.35680195,39.77816271,41.93305204,16.989038,16.124775,2.9701305,2.81830875
2224,2224, 04/03  17:00:00,17.8,151614.2517,25.05517079,22.71950134,25.63063409,10,14.231763,5.936230775,5.7784165,2224,17.8,171504.4192,28.34214109,39.77217582,41.88546255,16.988106,16.137392,2.9727715,2.82284625
2225,2225, 04/03  18:00:00,16.7,151079.2126,24.96675235,20.95545323,25.29078745,10,15.270217,5.344958008,6.51136825,2225,16.7,170559.2352,28.18594374,39.69574946,41.75351207,17.012171,16.183467,2.9753305,2.828857
2226,2226, 04/03  19:00:00,14.4,124246.549,20.53249263,19.19123401,22.32325769,11.482171,14.348544,6.082778275,5.6750635,2226,14.4,138244.0889,22.84567063,36.84847928,38.76733996,18.103176,17.330101,3.0976585,2.960413
2227,2227, 04/03  20:00:00,14.4,122546.9246,20.25161943,23.48545981,21.65142777,10.315413,10,5.550303258,6.43328775,2227,14.4,143048.0047,23.63954673,37.17075611,38.98474431,18.069773,17.335346,3.17333075,3.0423085
2228,2228, 04/03  21:00:00,13.3,108456.8314,17.92314643,24.44184048,23.64431954,20.035599,11.53006,5.792171017,5.95241725,2228,13.3,140751.675,23.26006438,37.01506604,38.82228248,18.063604,17.352353,3.15653025,3.031553
2229,2229, 04/03  22:00:00,12.8,122367.3343,20.22194105,23.75445918,25.4107149,12.512123,11.567221,6.009210517,6.24879125,2229,12.8,140471.5081,23.21376511,36.96260598,38.78943966,18.121645,17.386264,3.16987625,3.04184425
2230,2230, 04/03  23:00:00,12.2,119808.2029,19.79902913,25.41866703,20.39727424,15.929762,10,6.025100025,5.7967505,2230,12.2,140743.4312,23.25870205,36.94581363,38.74122285,18.113595,17.395802,3.16955875,3.042962
2231,2231, 04/04  00:00:00,12.2,107440.96,17.75526754,22.24707709,23.61360765,10.094594,19.434939,5.639067517,6.450103,2231,12.2,137763.589,22.76626512,36.90015426,38.70838826,18.138386,17.415232,3.17296425,3.04682525
2232,2232, 04/04  01:00:00,12.2,81284.15614,13.43269773,20.54218478,22.4597397,16.327832,16.471872,5.662437508,6.18058675,2232,12.2,108745.9622,17.97092704,33.42042891,35.12933101,19.520956,18.836491,3.334489,3.21488625
2233,2233, 04/04  02:00:00,11.7,86337.46388,14.26778735,22.34615896,24.11712513,22.234781,14.375329,6.135653508,6.09077125,2233,11.7,118944.307,19.65626512,33.7639985,35.33962054,19.401855,18.759788,3.4079715,3.29239725
2234,2234, 04/04  03:00:00,11.7,79035.02123,13.0610146,22.01050426,21.91834912,21.318805,17.998784,6.199954775,6.33681625,2234,11.7,113187.3484,18.70489293,33.47188532,35.1029882,19.489144,18.848491,3.401614,3.291535
2235,2235, 04/04  04:00:00,11.1,90500.69955,14.95578719,23.08334947,23.52528469,18.716484,17.823728,6.185568767,5.7364435,2235,11.1,119164.4448,19.69264421,33.50923253,35.11947812,19.501803,18.850521,3.4142905,3.299715
2236,2236, 04/04  05:00:00,11.7,94923.55418,15.68669063,26.21488615,26.62623676,13.720703,16.893204,5.449272017,6.06454425,2236,11.7,113435.4635,18.74589545,33.45529424,35.06607733,19.510588,18.870033,3.412775,3.30072725
2237,2237, 04/04  06:00:00,11.7,86686.7539,14.32550964,21.83141206,24.808749,13.969103,17.016418,5.834184008,5.021097,2237,11.7,113418.5868,18.74310647,33.4183948,35.03243852,19.530724,18.883407,3.41686875,3.303689
2238,2238, 04/04  07:00:00,12.2,108606.4207,17.94786696,26.24158761,21.09500092,18.681699,14.176979,5.666623008,5.7534825,2238,12.2,140574.8769,23.23084743,36.02607315,37.73850823,18.458514,17.777048,3.29167975,3.1728165
2239,2239, 04/04  08:00:00,12.8,111634.6259,18.44829617,21.99903414,20.3837898,10.846072,14.974496,6.238913033,6.51761025,2239,12.8,136750.3122,22.59881501,35.95712023,37.72195739,18.536748,17.835488,3.2418285,3.1207555
2240,2240, 04/04  09:00:00,13.3,136113.2801,22.49354161,21.83562101,27.5714923,10,13.398623,5.076121508,5.71045125,2240,13.3,161401.4077,26.67255742,39.0827461,40.9639347,17.281523,16.535098,3.101519,2.97164425
2241,2241, 04/04  10:00:00,13.9,134917.145,22.29587306,23.09140176,24.67221902,17.751028,10,5.872689767,5.716387,2241,13.9,160661.4651,26.55027744,39.10855724,41.02909988,17.269866,16.516694,3.0227145,2.891633
2242,2242, 04/04  11:00:00,15,138518.5851,22.89103279,26.33006044,26.91746832,14.78458,13.01743,5.965223525,5.609555,2242,15,166554.7919,27.52418529,39.36805466,41.29492331,17.181571,16.405649,3.01352325,2.87781
2243,2243, 04/04  12:00:00,16.1,136164.9747,22.50208446,26.0377458,26.28893434,13.977623,22.187726,5.705872517,6.313616,2243,16.1,167679.0026,27.7099679,39.55508375,41.49414067,17.084976,16.312486,2.99531,2.86049025
2244,2244, 04/04  13:00:00,16.1,151292.0884,25.00193137,23.53017214,27.91928248,14.673832,15.76129,5.986507025,6.08663075,2244,16.1,171081.6872,28.27228209,39.52352009,41.51506663,17.087463,16.295824,2.98927025,2.85227625
2245,2245, 04/04  14:00:00,15.6,141158.0867,23.32722637,31.11953271,20.3035239,17.721346,11.829111,5.186257767,7,2245,15.6,165846.4745,27.40713157,39.54934455,41.53506382,17.083961,16.287519,2.9904685,2.85089475
