,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),Site:Environmental Impact Electricity CO Emissions Mass [kg](Hourly),CH4:Facility [kg](Hourly),PM2.5:Facility [kg](Hourly),SO2:Facility [kg](Hourly),NOx:Facility [kg](Hourly),Reward
89, 01/04  18:00:00,10.0,111273.32708082744,18.3885893523237,23.138778155266223,23.170148609443316,10.0,10.0,3.51762175,4.05895325,0.0168492030276345,0.0005602479380713,0.0046218177570976,0.3467979674172425,0.164541070506352,0.7932660355102314
90, 01/04  19:00:00,9.4,77229.21603217603,12.76259438693705,20.484824133878664,20.44503457529239,10.0,10.0,3.464521,4.1683515,0.0116941838150123,0.0003888398969994,0.0032077710929319,0.2406950151291064,0.1141996758223118,-1.2385454036819767
91, 01/04  20:00:00,9.4,76261.28655556202,12.602638194968996,20.166647148252807,21.340101564130816,10.0,10.0,3.42191825,4.03177325,0.0115476182301075,0.0003839664874618,0.0031675674452115,0.2376783355357197,0.1127683880516043,-1.0951928058624765
92, 01/04  21:00:00,8.9,77028.42484419286,12.729412430413849,20.418248716047696,20.306957647222667,10.0,10.0,3.55721225,4.38867425,0.0116637796599354,0.0003878289373022,0.0031994310863694,0.2400692229676365,0.1139027637240963,-1.3182769360815696
93, 01/04  22:00:00,8.9,77902.9800173783,12.873937954791996,21.2394813028898,20.32769041578704,10.0,10.0,3.21610925,4.30910275,0.0117962063434762,0.0003922322183522,0.0032357563651674,0.2427948892563297,0.1151959779038814,-1.16862165075234
94, 01/04  23:00:00,7.2,74625.21328249453,12.332267205280724,20.02633506673022,20.37968734146188,10.0,10.0,3.616784,4.277866250000001,0.0112998811356107,0.0003757290535519,0.0030996119638419,0.2325792978729621,0.1103491088331281,-1.2944389503663705
95, 01/05  00:00:00,8.3,74986.27138373678,12.391934237176432,20.618467672396637,20.753330064322952,10.0,10.0,3.4041635,3.9696665000000007,0.011354553188763,0.0003775469380535,0.0031146087720389,0.2337045829607297,0.1108830093468625,-1.1753501998979217
96, 01/05  01:00:00,7.8,42367.0190887144,7.001405786478573,16.505058430730948,17.306877070695922,10.0,10.0,3.53666925,4.253671499999999,0.0064152885963667,0.000213312890963,0.0017597446421034,0.1320423904896905,0.0626485686902881,-1.6336181477541811
97, 01/05  02:00:00,7.8,44681.39294996918,7.383870045064573,17.249192804672827,16.45039833698244,10.0,10.0,3.15523375,4.4287205,0.0067657351597359,0.000224965487481,0.0018558738267798,0.1392554411998912,0.0660708583141632,-1.6503734883966974
98, 01/05  03:00:00,5.0,44590.140304179135,7.368789994213505,16.22106374785276,17.17553351304197,10.0,10.0,3.31809275,4.2081125,0.0067519175235057,0.0002245060412868,0.001852083582435,0.1389710403204382,0.0659359220413049,-1.7269186581945566
