,Unnamed: 0.1,Unnamed: 0,index,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)
0,0,0,3,1/1/2022 1:00,7.2,80084.11933,13.2343844,20.19441763,27.20651079,13.870208,21.611385,6.074455767,5.71280025
1,1,1,7,1/1/2022 2:00,7.2,84542.8758,13.97122084,22.66644075,24.87867274,22.069186,12.138605,5.857178775,5.57817775
2,2,2,11,1/1/2022 3:00,6.7,92557.73679,15.29572502,22.5836776,21.52072049,20.294016,10,5.889803258,5.7322665
3,3,3,15,1/1/2022 4:00,6.1,84529.16219,13.96895458,25.25456176,22.95124737,19.723627,16.387936,5.732396775,5.6456015
4,4,4,19,1/1/2022 5:00,4.4,86060.47295,14.22201293,23.20325863,22.69545197,13.355426,16.014612,5.862010017,5.72027475
5,5,5,23,1/1/2022 6:00,4.4,82602.14662,13.65050362,20.87506803,23.24486098,12.930301,17.440931,6.238913033,6.7192805
6,6,6,27,1/1/2022 7:00,6.1,110331.7402,18.23298644,24.4252255,22.63464035,18.174562,10,5.387028767,5.55498625
7,7,7,31,1/1/2022 8:00,5,108207.8583,17.88200213,23.2238793,23.65432157,14.081661,16.900944,6.238913033,6.157633
8,8,8,35,1/1/2022 9:00,7.8,123365.1015,20.3868281,21.37102421,21.11667003,11.956076,10,6.157460267,6.79845575
9,9,9,39,1/1/2022 10:00,8.9,119249.3438,19.70667429,26.16707666,28.65963671,17.324322,16.412201,5.853399017,5.59936075
10,10,10,43,1/1/2022 11:00,9.4,128571.2451,21.24717479,26.6853884,22.89994165,16.172442,10,5.316381008,6.80189
11,11,11,47,1/1/2022 12:00,10,120477.181,19.9095818,23.56672388,20.90293723,15.708174,13.015574,6.238913033,6.368872
12,12,12,51,1/1/2022 13:00,10.6,133059.7671,21.98893015,29.00582754,27.8159938,13.645817,16.267817,5.814067525,5.25944825
13,13,13,55,1/1/2022 14:00,11.1,124783.4892,20.62122525,22.55055105,24.58623043,15.205331,15.447834,5.054021758,5.9218355
14,14,14,59,1/1/2022 15:00,13.9,138405.7492,22.87238597,25.92662312,29.19128598,15.767472,18.225168,6.090535525,5.87983025
15,15,15,63,1/1/2022 16:00,13.9,143681.8754,23.74429771,26.13574426,23.55244413,15.561746,10,5.562289017,6.01418175
16,16,16,67,1/1/2022 17:00,11.1,137715.8236,22.75837161,28.01826857,28.71916178,10,18.058057,6.206768275,5.46364825
17,17,17,71,1/1/2022 18:00,11.1,129004.8297,21.31882725,25.26273044,31.7855815,13.318179,19.191386,5.695251267,5.68182525
18,18,18,75,1/1/2022 19:00,10.6,111012.2382,18.34544284,25.7561171,27.49867393,15.366092,20.342002,5.066643258,6.00754275
19,19,19,79,1/1/2022 20:00,10.6,117205.6591,19.36894304,23.72129821,23.59597702,20.17485,10,6.234621775,5.595387
20,20,20,83,1/1/2022 21:00,8.9,106366.3526,17.57768218,22.26977958,20.98531274,14.100423,12.124751,5.159121267,4.88041775
21,21,21,87,1/1/2022 22:00,9.4,104648.7277,17.29383429,22.38896154,26.04269864,14.552535,15.64171,5.958056525,5.54683675
22,22,22,91,1/1/2022 23:00,7.8,107516.3322,17.76772326,27.48801898,24.13617177,21.669993,16.391079,6.174364525,5.29178475
23,23,23,95,1/2/2022 0:00,6.7,114075.7268,18.85170282,22.9154502,25.43972332,18.892972,16.388622,5.809848267,6.2380005
24,24,24,99,1/2/2022 1:00,8.9,78099.22352,12.90636838,22.56310195,19.4861782,18.869255,15.97903,5.571848508,6.05081375
25,25,25,103,1/2/2022 2:00,6.1,86225.63798,14.24930745,21.86854115,23.83969002,12.855274,20.84015,5.763348517,5.5610445
26,26,26,107,1/2/2022 3:00,5.6,85569.10269,14.14081103,22.58704752,22.06942543,18.55807,10.196566,6.238913033,5.65088275
27,27,27,111,1/2/2022 4:00,3.9,81532.16646,13.47368293,21.37410585,22.45050928,15.594546,14.600013,5.658622267,5.18088525
28,28,28,115,1/2/2022 5:00,5.6,84239.58695,13.92110052,24.24157569,24.69734903,17.475864,14.292733,4.87701275,6.2480165
29,29,29,119,1/2/2022 6:00,7.2,77838.34869,12.86325724,27.40377485,19.725331,21.886045,15.887986,4.34139475,5.54516725
30,30,30,123,1/2/2022 7:00,7.8,107772.5164,17.81005924,24.42018004,23.78739377,18.914891,16.611789,6.107169275,5.53195925
31,31,31,127,1/2/2022 8:00,7.2,105452.8597,17.42672196,26.17218518,23.95690905,13.265468,21.008366,5.352768258,5.7347085
32,32,32,131,1/2/2022 9:00,10.6,128853.2272,21.29377402,22.50355827,28.0323613,14.611614,15.554303,5.558822517,6.1364085
33,33,33,135,1/2/2022 10:00,11.7,127632.4945,21.09204057,29.63919626,24.20923187,21.953587,15.283459,5.482704758,5.9007745
34,34,34,139,1/2/2022 11:00,13.9,134246.8576,22.18510402,22.36075807,28.36683996,12.611924,17.964576,6.073996525,6.1634135
35,35,35,143,1/2/2022 12:00,13.9,137362.8293,22.70003716,23.93030028,24.69015915,17.495517,10.105269,5.881321775,5.66468575
36,36,36,147,1/2/2022 13:00,13.9,137707.4371,22.75698568,27.00462961,22.54494166,16.491332,10,5.631625508,6.6241565
37,37,37,151,1/2/2022 14:00,13.9,132963.9053,21.97308841,27.56281468,27.21373277,13.204056,12.87475,5.294275008,5.1206085
38,38,38,155,1/2/2022 15:00,12.2,130148.5462,21.50783331,25.52338222,25.52609083,17.614027,13.876117,6.161790775,5.89082925
39,39,39,159,1/2/2022 16:00,12.8,133979.2153,22.14087451,23.18351743,23.04817237,11.399536,16.031161,5.514728258,6.00826775
40,40,40,163,1/2/2022 17:00,11.1,127334.0523,21.0427212,23.49313715,22.64318989,16.013329,12.976936,5.5780935,5.57749275
41,41,41,167,1/2/2022 18:00,10.6,132428.7063,21.88464353,28.30244567,25.04308024,12.875645,12.111144,5.290319767,6.12354475
42,42,42,171,1/2/2022 19:00,11.7,104811.7928,17.32078179,21.25394874,23.49139466,11.652142,18.178922,5.777331517,5.85746675
43,43,43,175,1/2/2022 20:00,11.7,115529.4889,19.09194579,24.11151099,21.8629345,23.583517,11.737331,6.048336267,6.43834075
44,44,44,179,1/2/2022 21:00,10,116415.3906,19.23834641,26.96093073,24.05413487,16.320597,20.604315,5.855392517,5.85398525
45,45,45,183,1/2/2022 22:00,8.9,105522.103,17.43816484,22.61941017,19.72202591,17.76044,11.806551,5.621084508,6.16705025
46,46,46,187,1/2/2022 23:00,9.4,101551.9241,16.7820688,20.25556176,22.18737196,13.25793,15.69214,5.820315525,5.893103
47,47,47,191,1/3/2022 0:00,8.9,99329.16269,16.41474405,22.96357396,20.81634093,19.691439,10,6.157628017,5.85021
48,48,48,195,1/3/2022 1:00,9.4,82651.585,13.65867361,23.79860561,21.44735658,14.069666,18.373644,6.041671017,5.1536375
49,49,49,199,1/3/2022 2:00,10,89399.89237,14.77387216,22.33734757,23.39945218,16.974876,15.361259,5.397191275,6.00758475
50,50,50,203,1/3/2022 3:00,12.2,77293.49475,12.77321683,26.35683182,23.65750181,21.428907,17.727564,5.761335017,5.89596125
51,51,51,207,1/3/2022 4:00,13.9,86657.34788,14.32065012,25.40773873,21.69458394,17.50879,24.608916,5.250242508,5.78527525
52,52,52,211,1/3/2022 5:00,12.8,94533.08898,15.6221639,22.13422053,23.77366858,16.636756,18.848229,5.731044258,6.00786925
53,53,53,215,1/3/2022 6:00,12.2,96688.1838,15.97830634,26.30269028,19.91615113,19.927938,10,5.697553017,6.301127
54,54,54,219,1/3/2022 7:00,11.1,108057.306,17.85712245,24.69784745,25.20597263,16.18214,19.725912,5.551574017,5.9255575
55,55,55,223,1/3/2022 8:00,11.1,103337.4013,17.07712968,21.10162733,24.50250487,11.338162,12.208576,4.935579508,5.70199925
56,56,56,227,1/3/2022 9:00,11.7,122330.7189,20.21589013,25.02643726,19.98458099,17.435822,11.423133,6.061915525,6.28863875
57,57,57,231,1/3/2022 10:00,13.3,127228.7272,21.02531558,23.06811631,26.19933818,10,15.718235,5.649767267,4.58478525
58,58,58,235,1/3/2022 11:00,12.2,124642.4675,20.59792056,24.36852672,26.26079669,18.200056,16.187769,5.561142267,6.64723125
59,59,59,239,1/3/2022 12:00,15,145331.386,24.01688928,24.90428797,21.90236527,12.936828,13.35999,5.988847267,6.21435925
60,60,60,243,1/3/2022 13:00,15.6,141045.844,23.30867759,27.77052712,21.03027726,18.904483,10,5.923440767,5.874503
61,61,61,247,1/3/2022 14:00,16.1,136965.9737,22.63445438,27.32700105,24.66248975,10,18.295623,6.141084275,6.2808015
62,62,62,251,1/3/2022 15:00,16.1,146335.7136,24.18286049,21.65469972,26.71921086,10.057444,12.709087,5.876671267,6.33182325
63,63,63,255,1/3/2022 16:00,13.9,133254.4209,22.02109787,26.67172203,25.92134803,16.729326,12.8423,5.429012267,6.085639
64,64,64,259,1/3/2022 17:00,13.9,139690.0702,23.08462778,22.16819767,26.52236933,10,10.94409,5.968068025,6.414221
65,65,65,263,1/3/2022 18:00,12.8,130957.0287,21.64143993,25.12968847,23.60941824,19.110292,10,5.868375767,6.33337825
66,66,66,267,1/3/2022 19:00,12.2,109883.5833,18.1589258,25.60815242,22.63172153,16.045807,18.787056,5.851030267,6.56347075
67,67,67,271,1/3/2022 20:00,10.6,120826.0323,19.96723159,22.87217421,27.51652355,16.521159,15.347583,5.687315517,5.392496
68,68,68,275,1/3/2022 21:00,10,114606.0741,18.93934592,23.3345001,23.34596278,19.150383,10,5.955678775,6.07590825
69,69,69,279,1/3/2022 22:00,8.9,103834.9284,17.15934904,25.61877735,22.98518126,17.474702,16.419171,5.591745767,5.704946
70,70,70,283,1/3/2022 23:00,8.9,109001.4973,18.01315576,24.84601698,27.74342725,14.521561,17.183305,6.212098025,5.95955
71,71,71,287,1/4/2022 0:00,8.9,108933.5675,18.00192995,25.40915418,24.7718597,15.798927,15.880749,5.913943017,5.47390725
72,72,72,291,1/4/2022 1:00,8.3,80937.62968,13.37543214,23.2485606,24.93620204,14.900963,19.489691,5.760603025,5.703686
73,73,73,295,1/4/2022 2:00,7.8,88479.69404,14.62180383,22.42423791,22.74623416,15.200414,10,5.783800267,5.653766
74,74,74,299,1/4/2022 3:00,8.3,87068.98805,14.38867614,22.3285247,22.3127783,10,17.569844,6.004617275,5.55990025
75,75,75,303,1/4/2022 4:00,6.1,79388.34533,13.11940354,23.06126121,23.29895224,19.675592,13.51489,5.806889017,5.63236025
76,76,76,307,1/4/2022 5:00,4.4,87274.46876,14.42263307,22.38554766,23.03525765,18.178851,13.309495,5.565962275,5.74375825
77,77,77,311,1/4/2022 6:00,6.1,75230.30676,12.43226256,20.43412594,18.86354958,24.468637,14.345049,5.553518258,5.21910025
78,78,78,315,1/4/2022 7:00,5,112333.9854,18.56386955,25.18223606,22.1365664,16.861351,11.823332,5.507754508,5.37144225
79,79,79,319,1/4/2022 8:00,6.7,110089.1129,18.19289081,24.26756089,22.89489929,14.941999,10.175525,5.938869267,6.1347925
80,80,80,323,1/4/2022 9:00,8.3,121402.647,20.06252065,25.57235666,28.08267479,13.714702,17.042184,5.985426517,5.0105805
81,81,81,327,1/4/2022 10:00,8.9,128339.014,21.20879719,23.27048356,23.44091198,13.817849,10,5.489682017,6.57615075
82,82,82,331,1/4/2022 11:00,8.9,114403.784,18.90591627,25.52494259,23.16988405,21.829579,14.036286,6.117947525,5.40416
83,83,83,335,1/4/2022 12:00,10,131726.9739,21.76867802,21.41705789,26.74319593,12.215708,17.16538,6.136265025,6.130398
84,84,84,339,1/4/2022 13:00,10.6,125353.0076,20.71534159,27.54291441,22.36337933,17.236036,12.366984,5.80744,5.47600875
85,85,85,343,1/4/2022 14:00,10.6,129590.8833,21.41567615,27.12572909,29.60105461,12.633146,22.238097,5.615321517,5.20177675
86,86,86,347,1/4/2022 15:00,10,131025.2499,21.65271389,23.83717424,26.4498779,18.306122,14.055737,5.815654258,6.212784
87,87,87,351,1/4/2022 16:00,10.6,129703.1215,21.43422419,29.12497438,24.78211585,17.874977,15.997854,5.288406258,5.83843575
88,88,88,355,1/4/2022 17:00,10,128613.4416,21.25414801,24.16211509,29.32580944,13.520509,18.8977,5.816702267,4.75468825
89,89,89,359,1/4/2022 18:00,10,129640.8237,21.42392911,22.02032177,28.32352185,15.369524,15.574365,5.418600008,5.87851275
90,90,90,363,1/4/2022 19:00,9.4,110458.9389,18.25400678,23.85285612,25.20626109,13.22113,17.92211,5.814449025,6.0146615
91,91,91,367,1/4/2022 20:00,9.4,110759.6782,18.30370578,26.45657922,24.01874835,20.508303,10,5.325924008,6.2508315
92,92,92,371,1/4/2022 21:00,8.9,102242.1964,16.89614046,24.47543116,21.97380183,17.215319,15.788314,5.937254758,5.9046855
93,93,93,375,1/4/2022 22:00,8.9,106461.4736,17.59340151,24.77773099,23.03818086,16.21446,13.537443,5.523918758,6.244332
94,94,94,379,1/4/2022 23:00,7.2,106714.718,17.63525166,24.51590073,24.00891661,17.073337,13.661596,5.161567508,6.3225975
95,95,95,383,1/5/2022 0:00,8.3,104033.376,17.19214371,22.84654985,23.7036208,12.737993,16.949359,6.103213508,6.0166305
96,96,96,387,1/5/2022 1:00,7.8,83845.5282,13.85597993,21.46041173,25.48709893,15.772734,12.169767,6.054883525,6.179542
97,97,97,391,1/5/2022 2:00,7.8,76091.79006,12.57462788,27.40013018,22.67392997,17.049856,14.128063,4.613592508,5.254876
98,98,98,395,1/5/2022 3:00,5,84186.66102,13.91235419,24.92527847,26.72829095,17.2034,20.68161,5.654044017,5.5616455
99,99,99,399,1/5/2022 4:00,3.9,91249.68287,15.07956121,26.78104184,22.50192287,21.422427,13.503237,5.541274258,6.9451915
100,100,100,403,1/5/2022 5:00,4.4,87364.43526,14.43750058,29.92643367,25.1711435,16.260883,21.617806,5.680790267,5.60294
101,101,101,407,1/5/2022 6:00,3.9,91687.94404,15.15198652,26.87423444,27.32568278,14.890573,19.739051,5.488808017,4.94348425
102,102,102,411,1/5/2022 7:00,6.1,112671.3714,18.61962462,23.23970883,24.80545701,16.300418,10,5.595607767,6.01596275
103,103,103,415,1/5/2022 8:00,6.7,104725.629,17.3065427,23.90117715,21.74896536,20.946589,10,5.981994275,5.92127125
104,104,104,419,1/5/2022 9:00,7.2,131042.0644,21.65549258,24.76174098,27.90182891,10.238218,20.48284,5.567819517,6.078302
105,105,105,423,1/5/2022 10:00,7.2,128741.4179,21.27529686,23.35354365,26.24460388,14.261202,10.540859,5.962912017,5.691393
106,106,106,427,1/5/2022 11:00,8.3,122320.2534,20.21416064,24.01487421,20.71388735,14.141012,12.65255,5.545406758,5.590462
107,107,107,431,1/5/2022 12:00,8.9,123371.0478,20.38781077,23.82593358,26.78392265,11.293038,21.643702,5.992814775,5.71502075
108,108,108,435,1/5/2022 13:00,9.4,133775.0384,22.10713305,22.53406602,24.08388638,12.396868,10,6.099489525,6.16100825
109,109,109,439,1/5/2022 14:00,10.6,129785.8845,21.44790127,25.34353141,22.60925369,18.905568,10,5.437738508,6.49239975
110,110,110,443,1/5/2022 15:00,11.1,131890.8931,21.79576667,23.69258921,25.13517828,10,14.888236,5.899227525,4.976948
111,111,111,447,1/5/2022 16:00,10,126597.1976,20.92095151,24.04430776,24.80437375,18.933884,13.572626,5.754764508,5.94591175
112,112,112,451,1/5/2022 17:00,10.6,133573.6869,22.0738585,25.8298655,21.57579522,17.446688,10,6.219628275,6.50039875
113,113,113,455,1/5/2022 18:00,9.4,120709.2948,19.94794001,22.87258338,24.92973255,11.694539,17.142043,5.844655008,5.2802495
114,114,114,459,1/5/2022 19:00,8.9,112247.2713,18.54953951,24.27575922,23.99632355,11.52678,13.419709,5.392586517,6.263718
115,115,115,463,1/5/2022 20:00,8.9,106800.5368,17.64943375,21.05404231,24.61358947,15.010266,10,5.954162275,5.63729625
116,116,116,467,1/5/2022 21:00,7.8,112757.287,18.63382269,24.66026412,21.93022607,15.646332,10.817003,6.238913033,6.634239
117,117,117,471,1/5/2022 22:00,8.3,104699.8975,17.30229041,25.24234322,23.20820468,15.941964,16.183028,5.859267767,5.71128
118,118,118,475,1/5/2022 23:00,7.8,108595.5323,17.94606759,25.29302953,25.25368363,14.549767,18.913703,5.936501525,6.122045
119,119,119,479,1/6/2022 0:00,7.2,110116.9386,18.19748917,23.82771075,22.37061429,13.403862,10.732497,6.059680525,6.0386035
120,120,120,483,1/6/2022 1:00,7.2,78430.56818,12.96112508,23.02391826,21.68488974,13.499516,17.996224,5.3994895,5.453903
121,121,121,487,1/6/2022 2:00,6.7,83802.49034,13.84886767,20.72227279,22.74067253,13.124533,15.379182,5.742234517,4.44792825
122,122,122,491,1/6/2022 3:00,6.7,76912.32597,12.71022639,22.65503982,22.65578218,16.367006,16.098022,5.448940008,6.21772725
123,123,123,495,1/6/2022 4:00,6.7,82489.06499,13.6318162,22.19720033,25.02349965,19.492494,16.63007,5.602170267,4.4865595
124,124,124,499,1/6/2022 5:00,6.1,84800.42576,14.01378252,24.52935483,22.24333697,18.404006,19.597744,5.435286017,5.6336575
125,125,125,503,1/6/2022 6:00,6.1,89469.90148,14.78544159,23.74509464,24.72826373,18.442881,15.192885,6.143043775,5.35676425
126,126,126,507,1/6/2022 7:00,5.6,108628.1165,17.95145233,23.09951605,25.86730091,14.051101,14.381706,5.716800767,5.701756
127,127,127,511,1/6/2022 8:00,5,97583.76083,16.12630585,23.5218843,25.99735574,23.403099,13.671023,5.712777008,5.834531
128,128,128,515,1/6/2022 9:00,5.6,139916.5805,23.12205998,26.33904763,25.28049134,15.278644,14.90207,5.941693017,6.62495725
129,129,129,519,1/6/2022 10:00,6.1,123325.9157,20.38035242,27.47247344,29.39304947,12.115192,19.836933,4.530635508,5.11614925
130,130,130,523,1/6/2022 11:00,6.7,125341.7203,20.7134763,21.43720505,24.9788959,13.494831,13.130482,5.996368008,6.2835305
131,131,131,527,1/6/2022 12:00,6.7,124879.6745,20.63712045,26.68012704,23.48869781,20.3507,11.566027,6.010348017,6.16486425
132,132,132,531,1/6/2022 13:00,7.2,124711.8544,20.60938716,24.25751314,27.42242699,12.252187,15.406088,5.974949267,5.09966575
133,133,133,535,1/6/2022 14:00,7.8,120770.6159,19.95807369,20.58319088,24.58357508,10,12.688501,5.658853025,6.46516125
134,134,134,539,1/6/2022 15:00,8.3,111187.0204,18.37432665,21.28078656,23.23501815,15.951571,14.343845,5.698477017,6.3842915
135,135,135,543,1/6/2022 16:00,8.3,125584.4027,20.75358103,23.50918919,23.4538499,12.750501,13.91521,5.493140508,5.999565
136,136,136,547,1/6/2022 17:00,8.3,113438.1468,18.74633888,22.94137689,24.58881809,17.810764,13.310495,5.516310758,6.13752
137,137,137,551,1/6/2022 18:00,8.3,124843.8184,20.63119501,25.11558439,22.71907037,19.147393,10,6.123768775,5.94079925
138,138,138,555,1/6/2022 19:00,8.3,108412.0123,17.9157398,25.99410123,25.29510771,19.185418,15.34036,5.632177017,5.634779
139,139,139,559,1/6/2022 20:00,7.8,100764.3159,16.65191179,25.42305976,26.76351224,17.394708,19.406196,5.851300017,5.52469975
140,140,140,563,1/6/2022 21:00,6.7,111610.7692,18.44435371,24.55861369,25.83915027,17.776579,14.800856,6.032524017,6.3726065
141,141,141,567,1/6/2022 22:00,6.7,106454.2542,17.59220845,28.39697865,22.09606702,21.47317,11.455629,5.360120767,5.4944505
142,142,142,571,1/6/2022 23:00,10,106331.3288,17.57189429,24.12132746,23.73356171,10,18.783429,5.887016775,5.26187175
143,143,143,575,1/7/2022 0:00,8.9,112270.1371,18.55331822,24.05240789,24.24450145,17.78391,10.896518,5.962634525,5.57505175
144,144,144,579,1/7/2022 1:00,9.4,87199.71076,14.41027886,22.92774822,22.10548205,18.19565,12.941741,6.174261767,6.24569475
145,145,145,583,1/7/2022 2:00,8.9,80141.86042,13.24392646,24.28079896,19.53011771,19.052662,15.47989,5.974855517,6.12485175
146,146,146,587,1/7/2022 3:00,6.1,89364.28658,14.76798809,21.40526013,22.88543412,17.893954,10,4.705424258,5.99608325
147,147,147,591,1/7/2022 4:00,6.7,89790.27785,14.83838572,27.46516408,21.16483383,19.147601,10.094081,4.953844758,5.881367
148,148,148,595,1/7/2022 5:00,7.2,84129.99536,13.90298985,25.15770184,22.00919902,13.782458,20.396834,5.809218017,5.37646875
149,149,149,599,1/7/2022 6:00,8.3,82445.80611,13.6246674,22.3829431,24.97836189,19.46539,23.261728,5.878621275,5.621874
150,150,150,603,1/7/2022 7:00,7.8,112902.0507,18.65774577,26.01281824,25.21589825,23.94028,12.124274,4.952904017,6.05387675
151,151,151,607,1/7/2022 8:00,8.9,99986.22492,16.52332755,25.61497394,21.54179681,21.3372,13.521657,5.930541517,4.9797715
152,152,152,611,1/7/2022 9:00,8.9,128463.248,21.22932761,29.10178642,26.48630951,13.3,21.370627,5.105736508,5.65254375
153,153,153,615,1/7/2022 10:00,10,123679.5268,20.43878878,22.35926697,25.82312034,11.830651,22.269421,6.209695275,5.890193
154,154,154,619,1/7/2022 11:00,7.8,131653.1124,21.75647196,22.80658695,26.54971543,15.35172,10,5.849330267,5.395034
155,155,155,623,1/7/2022 12:00,7.8,128315.3134,21.20488051,25.10877989,23.16643021,17.927414,10,5.562205267,5.42867425
156,156,156,627,1/7/2022 13:00,8.9,129535.9229,21.40659361,23.65594733,31.76396396,10.507469,19.754297,5.963681775,5.954243
157,157,157,631,1/7/2022 14:00,8.9,124769.2036,20.61886445,22.1614396,25.17252855,15.34007,10.385991,5.535704758,6.2819465
158,158,158,635,1/7/2022 15:00,10,122325.1132,20.21496375,26.5697829,25.25999919,17.735011,11.481602,5.334508758,5.88586775
159,159,159,639,1/7/2022 16:00,9.4,125056.0311,20.66626443,23.61973151,26.01177471,11.61705,18.816706,5.830207517,5.5112595
160,160,160,643,1/7/2022 17:00,8.9,132685.2503,21.92703898,23.97320901,24.4674467,15.721231,14.012871,5.589894767,5.58640625
161,161,161,647,1/7/2022 18:00,8.3,123968.4766,20.48653949,22.03181683,22.11246783,10,12.692921,5.851917508,6.233209
162,162,162,651,1/7/2022 19:00,7.8,104286.495,17.23397315,21.60835264,26.25149326,11.520971,18.054743,5.763691017,5.0301705
163,163,163,655,1/7/2022 20:00,7.2,114709.0573,18.95636452,25.82651019,22.79002446,19.495833,10.979811,5.716462508,6.11356025
164,164,164,659,1/7/2022 21:00,6.7,110788.0809,18.30839949,23.32461144,27.54447802,14.720612,16.721951,5.314136517,5.46189775
165,165,165,663,1/7/2022 22:00,6.7,109741.3538,18.13542152,27.40041706,21.59601313,17.714443,12.167947,5.057525008,6.7368415
166,166,166,667,1/7/2022 23:00,6.1,103076.678,17.03404358,26.6029954,20.77184916,15.764621,14.198809,5.661654508,5.84332575
167,167,167,671,1/8/2022 0:00,5.6,110057.0437,18.18759118,23.90416496,24.22199923,18.036484,15.278758,5.539694267,5.12969775
168,168,168,675,1/8/2022 1:00,5.6,84398.34026,13.94733547,22.6501057,23.45815752,17.42676,14.320491,5.932221017,5.932387
169,169,169,679,1/8/2022 2:00,5,81906.92238,13.53561361,24.24301339,20.00892014,13.946372,15.596089,5.943730017,5.17320875
170,170,170,683,1/8/2022 3:00,5,90244.58985,14.91346352,23.69333032,23.28215005,12.392293,14.461821,5.143325258,5.8701565
171,171,171,687,1/8/2022 4:00,5,75202.52366,12.42767123,24.73334511,21.85757141,18.939065,15.477025,5.938633025,5.798912
172,172,172,691,1/8/2022 5:00,4.4,88793.07156,14.67359135,23.40063196,23.8886739,14.625623,12.099006,5.965708025,5.3978065
173,173,173,695,1/8/2022 6:00,4.4,74153.30561,12.25428161,22.98363454,18.27281994,18.815947,14.707801,6.009756267,5.819143
174,174,174,699,1/8/2022 7:00,3.9,118411.9917,19.56829679,25.311096,24.39164058,15.777395,15.71497,5.979942775,5.1081605
175,175,175,703,1/8/2022 8:00,3.9,106756.3719,17.64213522,27.05941,27.97739927,16.790794,17.14929,5.493503267,5.572191
176,176,176,707,1/8/2022 9:00,4,130607.9485,21.58375232,28.92878186,27.20625834,23.014952,12.457368,6.149332767,5.5167455
177,177,177,711,1/8/2022 10:00,7.8,125550.6494,20.7480031,26.43349918,25.20922906,18.615187,15.761642,5.557661008,6.1428795
178,178,178,715,1/8/2022 11:00,9,123264.6257,20.37022387,22.01303399,24.84883908,13.053395,17.202231,5.963432275,5.90192975
179,179,179,719,1/8/2022 12:00,10,122392.8609,20.22615948,24.3922034,23.93751353,16.499473,10,5.391996,5.52751125
180,180,180,723,1/8/2022 13:00,13,130948.3266,21.64000185,24.3005585,19.77697278,15.232409,10,6.195834275,6.327237
181,181,181,727,1/8/2022 14:00,12,134050.231,22.1526103,22.95134089,24.69996387,10,15.813205,5.755318267,5.640364
182,182,182,731,1/8/2022 15:00,14,132002.1555,21.81415344,24.01761362,23.05740948,16.974877,10,5.841762017,5.8730795
183,183,183,735,1/8/2022 16:00,13.9,135185.517,22.34022315,22.14404732,23.23551338,10,14.647827,6.238913033,6.38289225
184,184,184,739,1/8/2022 17:00,10.6,131645.2169,21.75516719,24.1303543,21.54241967,15.648946,10,6.238913033,5.722508
185,185,185,743,1/8/2022 18:00,11.7,125545.7384,20.74719153,23.10443171,28.93996452,11.403007,17.185929,5.958920275,4.629528
186,186,186,747,1/8/2022 19:00,10,110454.5277,18.25327781,23.45126109,23.66491833,14.7851,11.293983,5.509256267,6.04856525
187,187,187,751,1/8/2022 20:00,8.9,108439.1022,17.92021658,24.06024198,21.40267858,12.756951,12.368773,5.879603025,6.3506805
188,188,188,755,1/8/2022 21:00,8.9,107897.1945,17.83066306,26.01692644,28.51188707,14.615506,22.549453,5.983144017,6.313637
189,189,189,759,1/8/2022 22:00,9.4,117047.9436,19.34287961,23.4111589,22.28095437,18.748406,10.282373,5.928237275,6.245807
190,190,190,763,1/8/2022 23:00,9.4,103210.578,17.05617137,24.73708387,23.50684733,13.231355,15.866646,6.164224275,5.79261325
191,191,191,767,1/9/2022 0:00,8.9,108793.7745,17.97882832,23.37279694,25.7401732,14.979322,19.299897,6.077081775,6.014174
192,192,192,771,1/9/2022 1:00,7.8,90952.98481,15.03053006,22.20205181,28.11280953,13.65368,12.59539,6.083483025,5.60172025
193,193,193,775,1/9/2022 2:00,10,83216.79589,13.75207812,24.03917556,20.7059354,19.990563,12.988384,5.560203517,6.33771175
194,194,194,779,1/9/2022 3:00,8.3,86993.675,14.37623021,25.41533324,19.32533607,18.220289,16.496065,6.100977775,6.581726
195,195,195,783,1/9/2022 4:00,6.1,91776.34273,15.16659493,21.18500988,21.56240115,12.390713,21.279807,5.969843008,5.81905925
196,196,196,787,1/9/2022 5:00,7.2,90325.05531,14.92676092,21.01688151,26.32920783,16.637786,16.579972,5.494238508,5.91342375
197,197,197,791,1/9/2022 6:00,6.7,81498.98117,13.46819886,21.36576389,20.01534258,15.262342,11.621338,5.429881525,5.6523865
198,198,198,795,1/9/2022 7:00,6.1,99824.01116,16.49652075,27.55391185,22.90459421,20.014949,14.696248,5.458521758,5.786553
199,199,199,799,1/9/2022 8:00,6.1,104215.2904,17.22220617,23.59804817,21.43472537,14.645091,15.789264,5.178113758,6.58133625
200,200,200,803,1/9/2022 9:00,7,124097.4507,20.50785324,24.17023386,21.38693608,19.614705,10.106604,6.036589017,5.71388975
