,Unnamed: 0.1,Unnamed: 0,index,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)
858,858,858,3435,2/5/2022 19:00,11.7,108206.2531,17.88173686,22.42663639,21.85040724,19.781822,10,5.719315767,6.3170045
859,859,859,3439,2/5/2022 20:00,11.5,111826.9358,18.48007653,24.18549627,19.91993057,15.972948,13.194945,5.582368267,6.08832725
860,860,860,3443,2/5/2022 21:00,11.3,105674.7571,17.46339184,25.82607419,23.49591298,18.587081,17.584298,5.925017275,5.8039425
861,861,861,3447,2/5/2022 22:00,11.1,115781.8661,19.13365265,23.63534438,23.94655608,14.012544,17.32542,6.111908275,5.554366
862,862,862,3451,2/5/2022 23:00,11.3,107911.7366,17.83306621,23.2951126,22.35533417,16.769145,12.855054,6.238913033,5.43116125
863,863,863,3455,2/6/2022 0:00,11.5,112893.014,18.65625239,24.07422051,24.34653671,12.426782,16.437368,5.380858258,6.3513245
864,864,864,3459,2/6/2022 1:00,11.7,91157.57926,15.06434053,22.99889166,26.84366308,17.591525,21.878873,5.957348258,6.3210625
865,865,865,3463,2/6/2022 2:00,11.1,86760.95948,14.33777256,22.95346843,23.76952017,19.315759,16.503093,5.330446008,6.27724125
866,866,866,3467,2/6/2022 3:00,10.6,84212.29886,13.916591,25.70732906,24.03214488,20.388176,20.055484,5.847229017,5.44461025
867,867,867,3471,2/6/2022 4:00,10,93434.23195,15.44057114,24.28175862,24.9338312,12.216083,19.221577,5.923732517,6.371489
868,868,868,3475,2/6/2022 5:00,10.2,81561.51262,13.47853256,21.65606886,24.68778066,16.364323,19.1231,6.011494275,6.024134
869,869,869,3479,2/6/2022 6:00,10.4,85508.35047,14.13077136,26.10300975,21.36923424,23.027944,10.865141,5.241893267,5.956961
870,870,870,3483,2/6/2022 7:00,10.6,110156.1473,18.20396865,25.11394088,20.36693153,14.982533,14.445086,5.722203517,5.447328
871,871,871,3487,2/6/2022 8:00,10.6,102664.7115,16.96596363,22.89085498,22.35159778,19.051931,11.650217,5.754355025,5.958691
872,872,872,3491,2/6/2022 9:00,10.6,131841.3486,21.78757912,25.66640874,25.17354042,15.198026,17.983043,5.386166258,6.03876725
873,873,873,3495,2/6/2022 10:00,10.6,128141.1131,21.17609288,25.45189686,26.38062088,15.976587,15.265967,5.701491267,5.8293775
874,874,874,3499,2/6/2022 11:00,11.7,133968.9468,22.13917759,23.58365778,24.98010067,11.411077,10.941251,5.303946758,6.2344125
875,875,875,3503,2/6/2022 12:00,12.8,131603.3546,21.74824919,23.57069502,24.00416204,16.160163,10.234607,5.749063275,6.3057735
876,876,876,3507,2/6/2022 13:00,13.9,131351.8682,21.70668953,23.64919642,19.56658631,15.030354,10,6.059073767,6.09916025
877,877,877,3511,2/6/2022 14:00,14.5,136352.6565,22.53310001,30.84530212,25.54496302,10.455635,17.849547,5.086604258,4.86925075
878,878,878,3515,2/6/2022 15:00,15,147858.4088,24.43449507,26.30613241,28.13112335,14.035811,12.659445,5.983226767,5.18792775
879,879,879,3519,2/6/2022 16:00,15.6,141960.4847,23.45982749,23.00875686,22.8899406,18.152499,10,5.828564517,6.73170475
880,880,880,3523,2/6/2022 17:00,14.3,134583.8256,22.24079002,24.9102784,21.61726429,13.475265,14.408901,5.606758517,6.82828825
881,881,881,3527,2/6/2022 18:00,13,136421.882,22.54453994,23.5043336,26.01996182,12.553744,13.202509,5.37990525,5.07670275
882,882,882,3531,2/6/2022 19:00,11.7,101187.5347,16.72185125,22.50338921,22.16585042,17.464491,12.399209,5.519206758,6.18566425
883,883,883,3535,2/6/2022 20:00,11.3,112302.2381,18.55862311,24.26119813,21.3181474,22.415366,10,5.248083,6.10033675
884,884,884,3539,2/6/2022 21:00,11,123484.3494,20.40653455,24.21913658,23.09802584,12.890041,13.464689,6.163671017,5.989333
885,885,885,3543,2/6/2022 22:00,10.6,110553.7004,18.2696667,22.04072494,25.80734682,16.384654,13.365608,6.060110267,5.9331675
886,886,886,3547,2/6/2022 23:00,10.4,114665.3428,18.94914043,26.95170327,23.43171776,20.210154,10.087746,5.3561255,5.6592125
887,887,887,3551,2/7/2022 0:00,10.2,108363.242,17.90768022,23.5325049,22.93422535,12.548301,17.2809,5.498143508,5.83969325
888,888,888,3555,2/7/2022 1:00,10,76610.79302,12.66039625,21.49024748,24.5333156,19.743848,18.495121,5.983555025,4.77359375
889,889,889,3559,2/7/2022 2:00,9.1,89700.04119,14.82347356,22.73084217,21.92922494,17.631411,13.810671,5.322537017,5.71015175
890,890,890,3563,2/7/2022 3:00,8.1,83797.3602,13.84801988,23.64338586,27.80601582,12.190297,19.140019,5.965922025,5.85981
891,891,891,3567,2/7/2022 4:00,7.2,86904.65729,14.36151949,22.2510644,27.76327237,15.185351,20.025189,5.470955508,5.71988725
892,892,892,3571,2/7/2022 5:00,7.6,91072.46442,15.05027479,20.38835901,24.72983543,16.250608,13.237882,5.866050767,6.138468
893,893,893,3575,2/7/2022 6:00,7.9,90606.92492,14.97334158,21.83231312,22.8530971,17.271778,10.213145,6.127294517,6.09914575
894,894,894,3579,2/7/2022 7:00,8.3,109853.0152,18.15387424,23.5104853,25.31368425,10.658932,20.27489,5.424892258,5.6338765
895,895,895,3583,2/7/2022 8:00,8.5,106052.7566,17.52585855,26.38598369,23.17157784,20.762839,10,5.499946517,5.63420175
896,896,896,3587,2/7/2022 9:00,8.7,126157.4222,20.84827596,23.94738769,22.54588788,11.328809,15.992384,5.002708508,5.8685605
897,897,897,3591,2/7/2022 10:00,8.9,134971.421,22.3048425,22.49868133,26.67476934,13.523789,10.817058,5.654586025,5.7951445
898,898,898,3595,2/7/2022 11:00,10.7,124156.624,20.51763197,28.22170581,22.62919791,13.009261,15.701495,5.448743758,6.17507575
899,899,899,3599,2/7/2022 12:00,12.6,132802.0395,21.94633911,24.61666314,26.05295603,13.15456,19.637477,6.040411525,5.54897575
900,900,900,3603,2/7/2022 13:00,14.4,139288.5766,23.01827855,25.01724151,21.11662481,20.100061,11.313592,5.681773017,6.3630185
901,901,901,3607,2/7/2022 14:00,14.6,139086.6675,22.98491183,25.06985803,25.71364475,10,15.757866,5.57549125,6.35068625
902,902,902,3611,2/7/2022 15:00,14.8,129692.4829,21.43246609,21.91454615,25.95240841,14.672195,15.742267,5.860798017,5.7660095
903,903,903,3615,2/7/2022 16:00,15,143512.1511,23.71624973,24.38297112,21.4219382,19.179564,10.154331,5.562642,6.36366425
904,904,904,3619,2/7/2022 17:00,14.1,132150.8303,21.83872286,23.02412556,23.4061109,13.715875,17.845412,6.083659275,6.2201155
905,905,905,3623,2/7/2022 18:00,13.1,138766.9677,22.93207952,23.07673005,24.78918775,14.792845,11.947977,5.639844767,5.7142545
906,906,906,3627,2/7/2022 19:00,12.2,105605.2452,17.45190459,21.74772902,20.30373943,13.77527,13.038975,5.845537258,6.3245825
907,907,907,3631,2/7/2022 20:00,12.4,113862.3567,18.81644214,21.60898257,20.6312639,17.718567,12.017831,6.027544767,5.82473925
908,908,908,3635,2/7/2022 21:00,12.6,107955.1672,17.84024339,22.32244072,23.04356448,15.860116,16.020114,5.879384517,5.8451145
909,909,909,3639,2/7/2022 22:00,12.8,118422.2348,19.56998952,24.54298685,28.48341053,17.158821,16.33687,5.397195767,5.566806
910,910,910,3643,2/7/2022 23:00,12.4,117594.5353,19.43320719,23.90400407,23.18023067,20.745291,11.822845,5.311665758,5.8854575
911,911,911,3647,2/8/2022 0:00,12.1,108562.1321,17.94054801,24.01405908,23.0414156,15.417129,17.616686,5.997475267,5.7502225
912,912,912,3651,2/8/2022 1:00,11.7,87068.50455,14.38859624,21.86882701,25.08768818,16.291436,12.603531,5.654976767,5.8979225
913,913,913,3655,2/8/2022 2:00,11.7,95271.5823,15.74420438,24.59695325,25.06219787,23.383811,10.395567,5.617195767,6.183873
914,914,914,3659,2/8/2022 3:00,11.7,81789.94814,13.51628291,28.19575043,23.38589987,19.451202,20.844357,5.398945017,5.53358125
915,915,915,3663,2/8/2022 4:00,11.7,86731.08522,14.33283566,23.87156182,25.24734373,21.640425,16.512863,6.238913033,5.53074875
916,916,916,3667,2/8/2022 5:00,11.1,85844.22147,14.18627607,21.111127,23.23393837,22.619376,17.389872,5.582743517,5.885115
917,917,917,3671,2/8/2022 6:00,10.6,93202.56996,15.4022876,23.29650339,18.55025576,20.581544,10.275882,4.897211,5.50429975
918,918,918,3675,2/8/2022 7:00,10,102566.3099,16.94970217,27.65729095,21.88737124,19.669055,16.210723,5.774902767,5.963909
919,919,919,3679,2/8/2022 8:00,11.1,115071.3167,19.01623008,26.42525429,28.63911618,17.182706,11.704516,5.467656017,5.06548525
920,920,920,3683,2/8/2022 9:00,12.2,131746.9651,21.77198168,27.06186686,20.80737123,15.466111,11.618962,5.39387375,5.715692
921,921,921,3687,2/8/2022 10:00,13.3,129993.799,21.48226039,24.6535585,26.9785196,14.542504,18.163707,6.067291517,5.130067
922,922,922,3691,2/8/2022 11:00,13.5,141240.5292,23.3408505,24.02363273,25.42958051,14.193569,12.575527,5.798026517,6.2948175
923,923,923,3695,2/8/2022 12:00,13.7,132186.1167,21.84455415,22.88109915,25.78753823,10,21.085744,5.782635258,5.98307475
924,924,924,3699,2/8/2022 13:00,13.9,141808.1329,23.43465043,20.17162105,32.94640852,11.415032,18.142729,6.238913033,5.9984295
925,925,925,3703,2/8/2022 14:00,13.3,138367.5414,22.86607191,19.37371536,25.48953841,10.848638,14.253273,5.602952767,6.224597
926,926,926,3707,2/8/2022 15:00,12.8,128882.621,21.29863153,24.18468274,25.62008711,11.098003,15.660598,5.955225517,5.7918285
927,927,927,3711,2/8/2022 16:00,12.2,128153.2545,21.17809931,24.3029679,24.85689651,17.432308,15.001288,6.135300267,5.75066175
928,928,928,3715,2/8/2022 17:00,12.2,134201.0992,22.17754216,26.75372434,23.52459747,21.283457,12.0299,5.762710275,5.9797225
929,929,929,3719,2/8/2022 18:00,12.2,131928.4108,21.80196669,25.80722729,25.44918169,14.804713,15.889576,6.238913033,5.72373175
930,930,930,3723,2/8/2022 19:00,12.2,112823.5261,18.6447691,21.510804,23.50057224,12.232294,11.757797,5.535372017,5.4467245
931,931,931,3727,2/8/2022 20:00,11.8,115914.0631,19.155499,24.10123397,22.89772966,18.261697,10,5.704537017,6.1159415
932,932,932,3731,2/8/2022 21:00,11.5,104000.6966,17.18674325,22.15519709,23.28498403,14.773242,15.043895,6.103254275,5.68031125
933,933,933,3735,2/8/2022 22:00,11.1,109309.7786,18.0641011,27.54973481,25.16000236,14.719903,22.016203,5.880721008,5.82743975
934,934,934,3739,2/8/2022 23:00,10.7,122223.2168,20.19812476,26.31259339,23.93483292,14.809077,18.682987,5.749619775,5.736063
935,935,935,3743,2/9/2022 0:00,10.4,110130.9243,18.19980039,23.57266799,23.74303604,14.533492,17.959244,6.238913033,6.43044875
936,936,936,3747,2/9/2022 1:00,10,87053.54336,14.38612381,21.43540544,28.07818375,16.998235,17.644613,5.088188008,4.99627575
937,937,937,3751,2/9/2022 2:00,9.4,86808.24487,14.34558676,25.48290798,23.03679514,19.727531,12.82868,5.608643267,5.93145825
938,938,938,3755,2/9/2022 3:00,8.9,83253.87122,13.75820504,19.81630254,22.96391394,10,15.74954,5.508059017,4.77942425
939,939,939,3759,2/9/2022 4:00,8.3,86908.92923,14.36222546,23.66375222,21.6590815,18.325491,10,5.912907267,5.819433
940,940,940,3763,2/9/2022 5:00,7.9,83118.73012,13.73587216,22.29981517,18.26175513,12.367904,11.372791,5.906177267,5.294717
941,941,941,3767,2/9/2022 6:00,7.6,89330.4551,14.76239723,22.14118452,32.36571376,10.847575,21.732893,5.536219258,5.063145
942,942,942,3771,2/9/2022 7:00,7.2,103721.5138,17.1406066,22.00309578,26.59928293,16.222364,16.528182,5.752160758,6.134219
943,943,943,3775,2/9/2022 8:00,8.9,104592.4644,17.28453644,23.89318842,22.70902837,18.132749,12.612313,6.061350758,6.28377425
944,944,944,3779,2/9/2022 9:00,10.5,126835.2998,20.96029934,24.83253464,21.77610698,19.061246,10.586477,5.755936017,5.73492575
945,945,945,3783,2/9/2022 10:00,12.2,133685.8264,22.09239023,23.23172201,28.36217693,10,14.085245,6.058909517,5.84254325
946,946,946,3787,2/9/2022 11:00,12.4,132524.5913,21.90048912,26.22742586,26.46693918,19.931135,10,5.923457275,6.14979375
947,947,947,3791,2/9/2022 12:00,12.6,124796.8409,20.62343169,24.24655536,24.5166403,13.183184,14.764178,5.890770525,5.892071
948,948,948,3795,2/9/2022 13:00,12.8,131661.492,21.75785674,22.74508368,24.18015084,15.475654,10,5.799452017,6.024796
949,949,949,3799,2/9/2022 14:00,13.3,131713.0966,21.76638472,25.37933008,22.91419897,13.097756,14.327776,5.422015258,5.79486025
950,950,950,3803,2/9/2022 15:00,13.9,137512.8225,22.72482444,23.17020987,22.81739054,10,12.200069,6.026864258,6.41859325
951,951,951,3807,2/9/2022 16:00,14.4,135828.1391,22.44642033,25.57978071,22.89483127,14.614244,10.567502,5.846458517,6.03186
952,952,952,3811,2/9/2022 17:00,13.7,124832.2952,20.62929072,26.31921318,22.69842882,16.884819,15.019481,5.501998008,6.289822
953,953,953,3815,2/9/2022 18:00,12.9,133012.7393,21.98115852,25.02468968,26.43777158,17.136701,15.076698,5.945651275,6.55255875
954,954,954,3819,2/9/2022 19:00,12.2,120320.3976,19.8836724,25.28318648,23.47746311,11.436753,17.185437,5.958630275,6.22923775
955,955,955,3823,2/9/2022 20:00,11.8,113077.2552,18.68669936,21.22711915,25.5163198,15.788826,14.566366,5.947757767,5.965342
956,956,956,3827,2/9/2022 21:00,11.5,112754.4506,18.63335396,25.28571115,22.7853434,16.838657,13.968292,5.832572517,6.49077425
957,957,957,3831,2/9/2022 22:00,11.1,114413.2486,18.90748035,25.78773424,24.61301973,16.569799,18.540789,5.618987267,5.64612975
958,958,958,3835,2/9/2022 23:00,11.1,111720.4742,18.46248311,23.34974841,26.09653974,13.662595,15.072839,6.238913033,5.6285095
959,959,959,3839,2/10/2022 0:00,11.1,112034.0663,18.5143061,21.60365708,27.85447997,10.633184,16.827181,5.887273267,5.458458
960,960,960,3843,2/10/2022 1:00,11.1,91887.75217,15.18500602,20.42558937,29.43000743,20.066551,12.802501,5.678303267,5.832812
961,961,961,3847,2/10/2022 2:00,10.2,95941.24216,15.85486972,25.20207186,22.30118818,21.210938,10,5.776184767,6.05344325
962,962,962,3851,2/10/2022 3:00,9.2,82676.70185,13.66282432,24.58817344,20.30916729,16.91194,16.346439,5.535190017,6.06067625
963,963,963,3855,2/10/2022 4:00,8.3,84450.91598,13.95602392,21.74299905,25.29714807,12.477031,18.718215,5.399732008,4.8599705
964,964,964,3859,2/10/2022 5:00,8.1,74958.54923,12.38735298,21.3455502,24.75628947,20.032315,14.821916,5.392155758,4.881447
965,965,965,3863,2/10/2022 6:00,8,85234.11435,14.08545218,22.6514361,20.95151828,17.772964,14.141743,5.917369525,5.50940075
966,966,966,3867,2/10/2022 7:00,7.8,104624.6364,17.28985306,22.21497352,23.82230145,18.195594,18.224214,5.145921008,5.951336
967,967,967,3871,2/10/2022 8:00,8.2,114005.0069,18.84001594,24.32302439,23.10975446,22.998891,10,5.587186017,5.880035
968,968,968,3875,2/10/2022 9:00,8.5,131964.3858,21.80791178,27.96814501,22.53688524,14.027223,10.368498,5.864762275,5.292653
969,969,969,3879,2/10/2022 10:00,8.9,125944.3849,20.81307027,24.65499807,26.62846399,14.611682,20.230648,5.781279508,5.66075925
970,970,970,3883,2/10/2022 11:00,9.6,125211.5591,20.69196637,22.10999885,23.33881406,11.142009,12.6772,5.212335517,6.736896
971,971,971,3887,2/10/2022 12:00,10.4,117720.8826,19.45408684,24.05879186,25.47550667,12.328088,19.478224,5.8620715,6.01608175
972,972,972,3891,2/10/2022 13:00,11.1,128560.7536,21.245441,25.34587137,24.12943252,19.307096,14.205878,5.459138758,6.4198495
973,973,973,3895,2/10/2022 14:00,13,132258.3783,21.8564958,23.69798674,23.87304136,11.165694,14.334951,5.842302267,6.111406
974,974,974,3899,2/10/2022 15:00,14.8,126402.0154,20.88869647,24.08568547,26.30915594,20.24648,18.359528,6.169458525,6.70942775
975,975,975,3903,2/10/2022 16:00,16.7,146402.4044,24.19388154,26.54745031,23.15408844,19.959526,16.015074,5.356700267,6.073232
976,976,976,3907,2/10/2022 17:00,15,145426.4176,24.03259383,23.62908665,25.21829107,11.665164,17.479874,5.665294508,5.097534
977,977,977,3911,2/10/2022 18:00,13.4,140118.9647,23.15550519,21.94650053,21.55792447,13.583855,10,6.238913033,5.99715275
978,978,978,3915,2/10/2022 19:00,11.7,107918.9894,17.83426479,22.27383075,20.55833437,16.509607,10.976351,5.518370758,5.657922
979,979,979,3919,2/10/2022 20:00,11.7,118041.3048,19.50703855,24.01588276,22.84017659,14.475145,12.900286,5.459864508,5.70236
980,980,980,3923,2/10/2022 21:00,11.7,107801.337,17.81482202,23.34075839,24.55407746,16.767744,18.120076,6.220562525,6.066
981,981,981,3927,2/10/2022 22:00,11.7,112435.1561,18.58058861,24.92898631,20.21851928,21.327114,10.695339,5.561186017,5.91536725
982,982,982,3931,2/10/2022 23:00,11.3,107819.3004,17.81779059,23.16134637,26.48848675,12.688164,14.454226,5.989175275,5.648138
983,983,983,3935,2/11/2022 0:00,11,106192.0403,17.54887602,25.55015328,21.65744945,17.414096,12.735168,6.092982017,5.98861175
984,984,984,3939,2/11/2022 1:00,10.6,85867.77693,14.19016875,22.55284995,24.46601675,13.084843,16.625579,6.072597525,6.530443
985,985,985,3943,2/11/2022 2:00,9.8,80158.71351,13.24671154,21.66325451,24.28651739,15.882179,21.396024,5.509846517,5.8034135
986,986,986,3947,2/11/2022 3:00,9.1,89906.5151,14.85759462,20.94927554,23.06125157,16.542619,13.336881,5.660364517,6.57598975
987,987,987,3951,2/11/2022 4:00,8.3,85610.97129,14.14773007,23.48580776,26.74084455,20.855731,11.875944,5.085357517,5.9986805
988,988,988,3955,2/11/2022 5:00,8.3,82968.54043,13.71105241,21.79809532,20.9523966,23.929147,10,6.238913033,5.7419645
989,989,989,3959,2/11/2022 6:00,8.3,85902.53491,14.19591271,25.93539411,20.48450041,18.17607,11.68992,6.238913033,6.284891
990,990,990,3963,2/11/2022 7:00,8.3,106460.7012,17.59327387,22.41490422,24.57496419,11.283134,15.590092,6.238913033,4.93887525
991,991,991,3967,2/11/2022 8:00,8.3,102144.4931,16.87999441,23.23259625,24.83073394,19.646458,13.339492,6.238913033,6.27476375
992,992,992,3971,2/11/2022 9:00,8.3,127395.9026,21.05294234,25.14273422,24.89936043,12.675113,16.756681,6.187916025,6.16252875
993,993,993,3975,2/11/2022 10:00,8.3,117134.3286,19.35715525,20.56007919,23.17986282,11.419894,13.455752,6.189139525,6.21724325
994,994,994,3979,2/11/2022 11:00,10.2,115001.7192,19.00472867,25.69896411,24.38240874,18.646929,14.774696,5.347765267,5.978741
995,995,995,3983,2/11/2022 12:00,12,132529.9317,21.90137165,22.71026059,21.07609592,17.341985,10.658259,6.031905267,5.72277425
996,996,996,3987,2/11/2022 13:00,13.9,135789.2984,22.44000168,24.35741972,25.65246733,10.597198,16.120624,5.684943017,5.78872225
997,997,997,3991,2/11/2022 14:00,14.8,137212.5295,22.67519922,22.99076773,23.14881863,15.57944,13.716099,6.143146525,5.99718975
998,998,998,3995,2/11/2022 15:00,15.8,138200.5935,22.83848276,27.03076073,26.25631476,17.2635,19.385723,5.883780517,5.81939575
999,999,999,3999,2/11/2022 16:00,16.7,156115.0547,25.79895566,23.75429342,27.47191269,12.022342,17.055245,5.802408267,6.46143075
1000,1000,1000,4003,2/11/2022 17:00,15.2,142326.296,23.52028001,22.58406713,27.42188611,12.250935,15.382677,6.043745525,6.0030705
1001,1001,1001,4007,2/11/2022 18:00,13.7,138378.5983,22.86789913,25.19662274,23.23190154,18.705041,10,5.871261767,5.98309725
1002,1002,1002,4011,2/11/2022 19:00,12.2,113184.238,18.70437892,23.98029704,23.28111188,12.150864,16.447505,6.097661267,5.70678275
1003,1003,1003,4015,2/11/2022 20:00,11.8,108682.7007,17.9604727,20.7001096,22.23336865,14.157491,11.388964,5.645975008,5.9133195
1004,1004,1004,4019,2/11/2022 21:00,11.5,107595.8694,17.78086725,26.75951898,19.52602697,22.687539,12.661465,5.693376267,5.97800075
1005,1005,1005,4023,2/11/2022 22:00,11.1,117161.366,19.36162334,25.95991714,20.30397089,19.087718,14.135652,6.231291275,5.7798955
1006,1006,1006,4027,2/11/2022 23:00,10.9,117001.5074,19.33520574,24.90576546,23.4824864,16.114818,18.939796,6.209949517,6.182166
1007,1007,1007,4031,2/12/2022 0:00,10.8,112769.1621,18.63578513,24.98000805,26.37644879,18.603198,16.370068,5.862032025,5.55410425
1008,1008,1008,4035,2/12/2022 1:00,10.6,85580.35237,14.14267011,22.45529746,21.50365599,14.95555,12.138221,6.228107025,5.65074875
1009,1009,1009,4039,2/12/2022 2:00,10.6,78003.70653,12.89058362,24.34552736,21.8726702,14.916722,20.733588,6.238913033,5.14463375
1010,1010,1010,4043,2/12/2022 3:00,10.6,92385.61494,15.26728085,23.6489608,23.68444809,18.999825,14.048403,5.845355517,5.0332015
1011,1011,1011,4047,2/12/2022 4:00,10.6,88197.5267,14.57517397,20.50121561,22.80967229,10.787097,13.98914,5.898390275,6.4193645
1012,1012,1012,4051,2/12/2022 5:00,10.2,81850.01117,13.52620869,21.62793175,23.68538155,17.557245,10.920269,5.312298758,6.1773645
1013,1013,1013,4055,2/12/2022 6:00,9.8,83238.61673,13.75568415,24.24122474,19.94129511,23.944853,14.011343,6.238913033,6.01257425
1014,1014,1014,4059,2/12/2022 7:00,9.4,106823.9556,17.65330385,23.95326656,24.31921998,16.648867,19.128076,5.658577275,4.45038225
1015,1015,1015,4063,2/12/2022 8:00,9.6,105507.4412,17.43574188,21.89924295,21.75408618,16.72599,11.869676,5.407395758,6.549606
1016,1016,1016,4067,2/12/2022 9:00,9.8,123879.0654,20.47176375,24.67952651,23.03699378,18.515199,10,5.302839767,6.06597275
1017,1017,1017,4071,2/12/2022 10:00,10,120520.9911,19.91682169,23.28583424,25.42857733,10.240701,15.01042,5.471229017,5.62823975
1018,1018,1018,4075,2/12/2022 11:00,10.7,123910.6194,20.47697823,22.53699261,26.61441504,12.161413,16.274235,5.289307017,5.550931
1019,1019,1019,4079,2/12/2022 12:00,11.5,127353.678,21.04596447,31.13976179,24.84431407,24.032439,10,5.142313267,6.0844015
1020,1020,1020,4083,2/12/2022 13:00,12.2,133165.4912,22.0064017,25.5467146,22.51969206,12.494463,15.179517,5.618255275,5.2548785
1021,1021,1021,4087,2/12/2022 14:00,13.3,126463.2204,20.89881097,24.39551233,26.59644251,15.90129,16.258123,5.860385275,6.157216
1022,1022,1022,4091,2/12/2022 15:00,14.5,139415.5584,23.03926305,26.58115981,22.21356305,15.585422,15.371673,5.647787508,6.607698
1023,1023,1023,4095,2/12/2022 16:00,15.6,141477.1028,23.3799457,22.86980909,25.03823444,11.634247,18.114732,5.992762775,6.24914725
1024,1024,1024,4099,2/12/2022 17:00,14.3,139139.0155,22.99356266,24.93478522,27.6711089,15.732042,21.867757,6.238913033,6.3730055
1025,1025,1025,4103,2/12/2022 18:00,13,146444.4831,24.2008353,24.88211549,24.87913559,19.700221,10,5.896252525,6.307735
1026,1026,1026,4107,2/12/2022 19:00,11.7,109695.5132,18.12784607,25.74601086,20.64951377,19.875412,14.058313,6.016675017,5.6326905
1027,1027,1027,4111,2/12/2022 20:00,11.3,115975.3322,19.1656241,23.93903037,22.35369543,12.481319,17.818604,5.667381767,6.595648
1028,1028,1028,4115,2/12/2022 21:00,11,105368.42,17.4127678,22.82575927,28.23006183,15.043653,17.652514,5.686080508,4.968764
1029,1029,1029,4119,2/12/2022 22:00,10.6,115520.2594,19.09042056,23.50977867,23.64369698,15.512218,11.475283,5.859380267,5.86482875
1030,1030,1030,4123,2/12/2022 23:00,10.4,113149.8645,18.69869849,23.39862363,20.45056369,17.282037,11.947645,5.489630258,6.327407
1031,1031,1031,4127,2/13/2022 0:00,10.2,116165.8471,19.19710784,22.46420479,21.74294013,10.932646,14.713653,5.965846017,5.927097
1032,1032,1032,4131,2/13/2022 1:00,10,80101.56983,13.2372682,21.96599988,25.04293735,16.440667,13.855008,6.127653775,6.06191625
1033,1033,1033,4135,2/13/2022 2:00,9.6,80757.58634,13.34567889,21.73659455,17.71752021,18.937487,10,6.238913033,5.905916
1034,1034,1034,4139,2/13/2022 3:00,9.3,89089.06682,14.72250636,21.89634815,23.58392839,13.271751,15.440644,5.398261258,5.9422265
1035,1035,1035,4143,2/13/2022 4:00,8.9,85467.22601,14.12397529,25.5234748,20.78954603,18.571525,12.087064,5.860201517,6.291968
1036,1036,1036,4147,2/13/2022 5:00,8.7,83774.18396,13.84418987,20.73466669,24.02654793,10,17.241592,5.801317775,6.21663125
1037,1037,1037,4151,2/13/2022 6:00,8.5,85316.58637,14.09908118,22.14686516,24.23372177,20.685464,10.826014,6.171075267,5.7421125
1038,1038,1038,4155,2/13/2022 7:00,8.3,107054.7138,17.69143804,23.11559116,21.85628213,12.701256,13.378194,5.977752258,6.6038885
1039,1039,1039,4159,2/13/2022 8:00,8.9,110827.1135,18.31484987,23.68808962,26.94642573,12.841341,14.592263,5.863909017,6.06155925
1040,1040,1040,4163,2/13/2022 9:00,9.4,116883.6225,19.31572455,23.73495611,22.97517299,19.315047,11.871656,5.961353008,5.92417475
1041,1041,1041,4167,2/13/2022 10:00,10,127003.1206,20.98803274,26.75180784,20.96790293,19.712709,12.677124,5.955726775,6.28577425
1042,1042,1042,4171,2/13/2022 11:00,11.9,134142.0538,22.16778456,27.03619174,25.7294441,13.181424,18.782474,5.534732275,5.212344
1043,1043,1043,4175,2/13/2022 12:00,13.7,133809.4346,22.11281724,22.92163813,26.71876783,14.86592,14.374112,5.357540008,6.09389675
1044,1044,1044,4179,2/13/2022 13:00,15.6,141339.732,23.35724436,25.75374589,24.40291292,17.566441,10,5.934297525,5.820183
1045,1045,1045,4183,2/13/2022 14:00,16.7,146537.3996,24.21619033,26.56851356,25.87432699,15.28569,10,5.731938258,5.94206975
1046,1046,1046,4187,2/13/2022 15:00,17.8,152363.9673,25.17906583,23.9636426,25.00614917,11.241204,16.440787,6.238913033,5.74772525
1047,1047,1047,4191,2/13/2022 16:00,18.9,156821.6638,25.91572709,21.23543268,27.49416106,12.914319,17.523638,6.238913033,6.2468025
1048,1048,1048,4195,2/13/2022 17:00,17.8,157895.5003,26.09318505,26.64363697,23.18116427,18.210541,11.025831,5.596142267,6.77389825
1049,1049,1049,4199,2/13/2022 18:00,16.7,149318.237,24.67574049,23.77769808,25.23202141,11.200833,18.314454,6.091415025,6.37482775
1050,1050,1050,4203,2/13/2022 19:00,15.6,125879.3098,20.80231621,24.38931215,22.91400577,20.965195,13.937223,5.421313267,6.12329575
1051,1051,1051,4207,2/13/2022 20:00,14.3,130216.0847,21.51899446,22.90343825,21.99318841,10,13.797252,6.035301775,5.7205745
1052,1052,1052,4211,2/13/2022 21:00,13,107481.3705,17.76194563,22.24846423,29.555724,17.686198,18.57305,5.354237258,5.09661275
