,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)
1224, 02/21  01:00:00,12.8,108994.13513835156,18.011939118302468,33.09087401844031,34.756882370052296,19.659876,18.993922,3.363807,3.24710075
1225, 02/21  02:00:00,13.3,122071.6967610587,20.173085160381262,33.407465290146895,34.95971308410596,19.542363,18.909856,3.431502,3.318194
1226, 02/21  03:00:00,13.9,113298.05239907488,18.72318743980121,33.16175468474388,34.76542127874538,19.618841,18.98833,3.425636,3.3171925
1227, 02/21  04:00:00,14.4,117613.20916014304,19.43629315661461,33.215467525505886,34.797398854206314,19.619616,18.979443,3.435313,3.3226837499999995
1228, 02/21  05:00:00,13.9,113504.6371562513,18.75732681862474,33.15694631140205,34.7436194508852,19.630168,18.999487,3.43351525,3.3233274999999995
1229, 02/21  06:00:00,13.3,119374.773112339,19.727402238948947,33.152918114140554,34.7427206255707,19.640264,19.002583,3.43699875,3.32550225
1230, 02/21  07:00:00,12.8,137665.49158501695,22.7500539361407,35.67966289606477,37.3681429450721,18.592362,17.919764,3.31250675,3.19523825
1231, 02/21  08:00:00,12.6,136806.7644464856,22.608144090084973,35.63682663835068,37.37573205290757,18.668869,17.976725,3.26569725,3.146177
1232, 02/21  09:00:00,12.4,161430.41628556373,26.67735127479056,38.68972617566554,40.54170229479714,17.4336,16.698018,3.12581125,2.99777875
1233, 02/21  10:00:00,12.2,160697.88251773518,26.55629564540757,38.744938824498,40.639295578935176,17.423416,16.679646,3.05017,2.92093125
1234, 02/21  11:00:00,12.4,166620.25049367457,27.535002722475504,38.99161024161784,40.87053589338768,17.317956,16.559662,3.0376752500000004,2.90437275
1235, 02/21  12:00:00,12.6,166300.28597778283,27.48212665374994,38.99988749839136,40.92369087999213,17.295278,16.532303,3.02697575,2.894843
1236, 02/21  13:00:00,12.8,160312.85554235638,26.49266761229712,39.00503166960739,40.94210579964548,17.307782,16.532777,3.0285235000000004,2.89323225
1237, 02/21  14:00:00,12.8,166159.93710132828,27.458933154257394,39.13993279861425,41.06103414150556,17.252356,16.481532,3.0231495,2.8878285000000004
1238, 02/21  15:00:00,12.8,166044.90901089038,27.43992406758285,39.136430728871815,41.07599047318173,17.241671,16.469226,3.017219,2.88258275
1239, 02/21  16:00:00,12.8,154331.48501631897,25.504210007470583,39.11366187546483,41.05684947882231,17.253062,16.474435,3.0186720000000005,2.88254
1240, 02/21  17:00:00,12.6,154379.09402952276,25.5120776844444,39.09161289881321,41.02240986030999,17.260683,16.487666,3.0200485,2.88442325
1241, 02/21  18:00:00,12.4,153877.35044779157,25.429161527206496,39.00913896632749,40.93704069746295,17.291706,16.520066,3.0236675,2.888578
1242, 02/21  19:00:00,12.2,134514.70897403936,22.229368080044893,36.42482788936749,38.25733167476034,18.291782,17.556667,3.13843225,3.00890775
1243, 02/21  20:00:00,12.0,143330.29297570296,23.686196579382877,36.67212487516771,38.42264552742638,18.253439,17.545919,3.20325075,3.077514
1244, 02/21  21:00:00,11.9,140851.6310965826,23.27658273360207,36.51431276451359,38.275791563324,18.272246,17.577232,3.19288125,3.071489
1245, 02/21  22:00:00,11.7,140728.11223726434,23.256170496088743,36.49285324466479,38.26668735077359,18.307748,17.594539,3.20338625,3.0789747499999995
1246, 02/21  23:00:00,11.1,140913.9196549996,23.28687629408172,36.47026503538065,38.22627600846291,18.305874,17.60452,3.202944,3.0796355
1247, 02/22  00:00:00,10.6,137959.41889118665,22.798627198704,36.4346183798754,38.20090664287924,18.324552,17.617968,3.20582225,3.0824945
1248, 02/22  01:00:00,10.0,108985.5498766486,18.01052035195406,33.085072414069124,34.74751114481245,19.658613,18.99396,3.3628867499999995,3.2464387500000003
1249, 02/22  02:00:00,9.1,116588.38680564464,19.26693507296296,33.391045523081225,34.94125266579506,19.549411,18.918357,3.43243675,3.31939775
1250, 02/22  03:00:00,8.1,113343.43813519095,18.73068770680846,33.14159903266681,34.73969872464244,19.625792,18.997174,3.426769,3.3185402500000003
1251, 02/22  04:00:00,7.2,117648.8907231774,19.44218975041029,33.196004091016185,34.774931277884384,19.628044,18.989431,3.4368075,3.324531
1252, 02/22  05:00:00,7.6,113542.38111934236,18.763564236485955,33.13045269916937,34.71198393030635,19.638794,19.009963,3.4348920000000005,3.32497175
1253, 02/22  06:00:00,7.9,113541.68680453971,18.7634494967714,33.113040206144234,34.69729564310647,19.655457,19.02001,3.43929525,3.32818075
1254, 02/22  07:00:00,8.3,137723.1889540216,22.75958877484077,35.63260534617592,37.31392998191147,18.611834,17.942073,3.31574825,3.198937
1255, 02/22  08:00:00,9.4,135341.52001041657,22.36600359745749,35.63324910162223,37.36833561913239,18.677045,17.986949,3.268209,3.14912975
1256, 02/22  09:00:00,10.6,160968.01411547913,26.6009365234357,38.77534962123816,40.63059445135955,17.413451,16.677926,3.1244515,2.9965850000000005
1257, 02/22  10:00:00,11.7,163457.32645405637,27.01231042196683,38.95386946333178,40.85329380325204,17.344575,16.600943,3.04010025,2.910748
1258, 02/22  11:00:00,12.1,166316.4823792567,27.48480320691413,39.172129491355136,41.08310025512819,17.239811,16.472997,3.0233205,2.889251
1259, 02/22  12:00:00,12.4,165988.01694931602,27.430522310799407,39.20598387027573,41.19490265452562,17.232598,16.447612,3.01570925,2.880514
1260, 02/22  13:00:00,12.8,165943.77716282805,27.423211418889338,39.40617070280616,41.3844326035854,17.143627,16.346479,3.006434,2.86657075
1261, 02/22  14:00:00,13.0,153854.03815822655,25.425309030557745,39.29921145668018,41.33112472259286,17.174069,16.369822,3.0019975,2.8628825
1262, 02/22  15:00:00,13.1,164548.06282767464,27.1925611953758,39.33684173615305,41.36706258517026,17.165614,16.348249,3.0054267500000003,2.86243825
1263, 02/22  16:00:00,13.3,154060.9950921594,25.459509913838097,39.2681036327839,41.287738372786364,17.185134,16.378375,3.00545625,2.864022
1264, 02/22  17:00:00,12.8,154138.6260528135,25.4723388989502,39.248320996382255,41.26161085859314,17.201839,16.394529,3.0097415,2.8683235
1265, 02/22  18:00:00,12.2,153689.89355811587,25.39818314401313,39.19025539525192,41.1851599066897,17.218494,16.419048,3.01167075,2.87127975
1266, 02/22  19:00:00,11.7,134270.94547879262,22.189084690208592,36.55035708886509,38.437795012719576,18.238015,17.479542,3.1273682500000004,2.9934505
1267, 02/22  20:00:00,11.5,140042.9496137038,23.142943234401283,36.81962375494098,38.61805245852193,18.198491,17.471616,3.19426425,3.06495625
1268, 02/22  21:00:00,11.3,139138.63439250627,22.9934996823488,36.66783191073632,38.47276216868536,18.209586,17.49762,3.18209175,3.05754325
1269, 02/22  22:00:00,11.1,138973.4818540902,22.966207227911617,36.64499270492293,38.462908539563394,18.247876,17.516695,3.19283925,3.065315
1270, 02/22  23:00:00,10.7,139169.91785330957,22.998669463187777,36.62816604526327,38.42354029002418,18.242149,17.524795,3.19200675,3.06575725
1271, 02/23  00:00:00,10.4,137731.19549627276,22.760911904304507,36.58046086804383,38.38454008031847,18.265296,17.543389,3.195108,3.06906225
1272, 02/23  01:00:00,10.0,108769.7464998701,17.97485754056403,33.19065740871558,34.88425449717365,19.615887,18.938363,3.354223,3.23535175
1273, 02/23  02:00:00,9.4,115888.85146666446,19.15133263324619,33.50047843425772,35.07739043869519,19.505043,18.862993,3.424879,3.309805
1274, 02/23  03:00:00,8.9,113171.17497262525,18.702220178784856,33.23263287394218,34.8558795972694,19.587773,18.949002,3.4195885,3.3095495
1275, 02/23  04:00:00,8.3,117494.76608125342,19.41671972247308,33.270954908510184,34.87367395655615,19.59623,18.948228,3.4308295,3.31685325
1276, 02/23  05:00:00,9.4,113421.54701477496,18.743595670910203,33.20685268319399,34.80894561533014,19.609201,18.971648,3.42975075,3.31820275
1277, 02/23  06:00:00,10.6,113434.25499985932,18.745695742197206,33.19027678311869,34.79462951865037,19.624156,18.980784,3.4338435,3.32133
1278, 02/23  07:00:00,11.7,137607.29071496188,22.740435890851074,35.71920712062323,37.422562889711806,18.577029,17.898463,3.30985775,3.1915447500000003
1279, 02/23  08:00:00,11.9,136753.1485890723,22.59928374582628,35.682573871537805,37.43608128469195,18.651208,17.95318,3.26277425,3.1422134999999995
1280, 02/23  09:00:00,12.0,161362.33022276522,26.666099641696952,38.75414362525277,40.62373120017792,17.410385,16.668127,3.12222525,2.9931
1281, 02/23  10:00:00,12.2,160128.1006433552,26.462135749381805,38.74426280251573,40.65685252216295,17.41295,16.662111,3.0468535,2.91637025
1282, 02/23  11:00:00,12.8,166055.29801688666,27.44164091356972,38.94015715162349,40.856267645336,17.339419,16.567323,3.0398765,2.90480025
1283, 02/23  12:00:00,13.3,165828.10232659127,27.40409545356541,39.01225256143489,40.95899991378552,17.300713,16.52805,3.029439,2.89511275
1284, 02/23  13:00:00,13.9,165689.35849540267,27.381167197496985,39.09653227418878,41.05952528305492,17.271217,16.485848,3.02466225,2.8876355
1285, 02/23  14:00:00,13.3,164384.2998882324,27.165498380561743,39.15986137316908,41.12976826034884,17.239214,16.452606,3.01864,2.881148
1286, 02/23  15:00:00,12.8,162224.27406210965,26.8085410669898,39.16800231925334,41.15206688185696,17.232619,16.439777,3.0159495,2.87762075
1287, 02/23  16:00:00,12.2,155155.1648709193,25.64032807818329,39.15559728687104,41.13598634722353,17.235606,16.442611,3.0159415,2.87708375
1288, 02/23  17:00:00,11.7,153787.94832191835,25.414387285948177,39.138616277451376,41.10553930905894,17.243074,16.454736,3.0170962500000003,2.878788
1289, 02/23  18:00:00,11.1,153841.2187166703,25.4231905404156,39.13309323899109,41.08342692195648,17.246618,16.464784,3.018034,2.88078175
1290, 02/23  19:00:00,10.6,134372.1574824279,22.205810585094632,36.507413710715085,38.35388355244068,18.256361,17.514424,3.13086025,2.999943
1291, 02/23  20:00:00,10.2,140129.0442170928,23.157170887592805,36.78080037110638,38.53616142706494,18.21374,17.503736,3.1970572500000003,3.0706437500000003
1292, 02/23  21:00:00,9.8,139213.99775247838,23.005953932752693,36.62120925009697,38.38372337447806,18.227521,17.532658,3.18501175,3.0634885
1293, 02/23  22:00:00,9.4,139061.12181536606,22.98069026082736,36.59669917354557,38.37358483735086,18.267004,17.552362,3.19615925,3.0715647500000003
1294, 02/23  23:00:00,9.2,139263.78632763063,23.01418179550229,36.58123294408996,38.33757102981133,18.261381,17.559906,3.19539825,3.07197975
1295, 02/24  00:00:00,9.1,137824.57568237762,22.7763435440422,36.54018600478879,38.30778065371285,18.282091,17.57502,3.198224,3.0748420000000003
1296, 02/24  01:00:00,8.9,108841.70657630044,17.98674937780799,33.16083051198524,34.82694864778038,19.627737,18.961565,3.3564715,3.2398445
1297, 02/24  02:00:00,8.3,115946.83433317472,19.16091465213338,33.4640638848257,35.01424101737754,19.519104,18.887873,3.4271385000000003,3.3139530000000006
1298, 02/24  03:00:00,7.8,113236.95764145433,18.713091162113315,33.19309169916066,34.79101446808307,19.60314,18.974515,3.42221075,3.31397975
1299, 02/24  04:00:00,7.2,117566.88358832414,19.42863757608119,33.229090929705706,34.80838991957623,19.612933,18.974604,3.4336857499999995,3.321451
1300, 02/24  05:00:00,7.2,113497.28013423031,18.75611102630192,33.155806387761345,34.734818946436405,19.628283,18.999959,3.43285225,3.3229247499999994
1301, 02/24  06:00:00,7.2,113513.87418618912,18.75885329361041,33.11875345936445,34.70028770183308,19.650387,19.016156,3.437904,3.32699925
1302, 02/24  07:00:00,7.2,137733.2778057487,22.761256018521838,35.63592623231991,37.312987460487534,18.612712,17.944837,3.315641,3.1990915000000006
1303, 02/24  08:00:00,8.1,136770.76822738926,22.602195497474646,35.69548368565718,37.4289518796925,18.657437,17.967468,3.266455,3.147536
1304, 02/24  09:00:00,9.1,159811.32477860106,26.409786624515068,38.83150292182737,40.68456494287118,17.386836,16.651928,3.1197835,2.9920905
1305, 02/24  10:00:00,10.0,156962.07611501182,25.938931074385422,38.865989145526825,40.76364063526036,17.367862,16.625466,3.0400995,2.910949
1306, 02/24  11:00:00,10.9,159754.01305501745,26.40031551605,39.100520928757966,41.012400245255,17.275503,16.504882,3.029983,2.895474
1307, 02/24  12:00:00,11.9,159451.99079815176,26.35040451399348,39.09754361081322,41.0587561899796,17.255999,16.480714,3.01965825,2.885369
1308, 02/24  13:00:00,12.8,159370.01380389294,26.336857320579668,39.11424374328727,41.10751953775571,17.263423,16.466543,3.02122025,2.88261
1309, 02/24  14:00:00,13.0,161663.89309747246,26.71593472807726,39.172373735587385,41.15802251013076,17.229627,16.435011,3.01707225,2.8777335
1310, 02/24  15:00:00,13.1,153731.43550836324,25.40504820219045,39.125845953477366,41.13578586498918,17.247604,16.445624,3.01689225,2.87729675
1311, 02/24  16:00:00,13.3,161426.0039993146,26.676622117839216,39.14051904352509,41.14143792476745,17.244681,16.442325,3.01832275,2.877676
1312, 02/24  17:00:00,12.4,153806.9584497825,25.4175288243923,39.11502653452232,41.106974789403615,17.250709,16.453507,3.01816075,2.878424
1313, 02/24  18:00:00,11.5,153833.78103096964,25.421961417932536,39.09589888011571,41.07743590124516,17.260229,16.466126,3.0200525000000003,2.880822
1314, 02/24  19:00:00,10.6,134387.83237969954,22.208400956539712,36.46649134411089,38.338898113262886,18.271544,17.519026,3.1334875,3.00054975
1315, 02/24  20:00:00,10.4,140149.05086637603,23.16047710722006,36.731412350971,38.51510142861412,18.233045,17.512008,3.2002,3.07192625
1316, 02/24  21:00:00,10.2,139248.42784077593,23.011643712789628,36.57380935725997,38.362580090524375,18.246743,17.540896,3.1884405,3.0649385
1317, 02/24  22:00:00,10.0,139093.40390386392,22.986025070924228,36.5419040835671,38.342276792451,18.28792,17.56378,3.199614,3.0732805
1318, 02/24  23:00:00,9.6,139303.6444005234,23.020768582776725,36.51681163754169,38.295993309820304,18.286558,17.575499,3.1995240000000003,3.074436
1319, 02/25  00:00:00,9.3,137883.4893680798,22.78607938642268,36.47194202522063,38.25917805238476,18.308846,17.593762,3.20281925,3.0779435
1320, 02/25  01:00:00,8.9,108918.01664368968,17.99936007733034,33.100736105246,34.77914433007178,19.650208,18.978767,3.36072225,3.242939
1321, 02/25  02:00:00,8.2,116017.09596219612,19.172525810684977,33.39789695116636,34.963184273046345,19.546095,18.909126,3.4316535,3.31755025
1322, 02/25  03:00:00,7.4,113323.0580792595,18.727319779477337,33.13563855314233,34.74594140749829,19.626664,18.992732,3.42657925,3.3173325
1323, 02/25  04:00:00,6.7,117638.76997561776,19.44051723575025,33.17157212122536,34.763202780495604,19.635946,18.992798,3.43769875,3.32462225
1324, 02/25  05:00:00,6.3,113565.91142706823,18.767452761952537,33.1060033954446,34.69667373052925,19.649309,19.016187,3.43673125,3.32594475
1325, 02/25  06:00:00,6.0,113578.75975370586,18.769576025528828,33.087012916881385,34.68051469866818,19.665288,19.0264,3.44097375,3.3292605
1326, 02/25  07:00:00,5.6,139155.56407187087,22.996297414113183,35.605780231885205,37.297597987548215,18.623714,17.949823,3.3178377500000003,3.20034575
1327, 02/25  08:00:00,7.4,136776.00845761847,22.60306147716919,35.62424386482432,37.368896018553215,18.682407,17.988406,3.2696195,3.1498405000000003
1328, 02/25  09:00:00,9.3,159889.88383569918,26.42276898316993,38.78692754494398,40.65561932969431,17.411457,16.670864,3.12472225,2.99610525
1329, 02/25  10:00:00,11.1,158923.1713907628,26.263013913037053,38.96737992171816,40.87615664693563,17.337664,16.590592,3.0389935,2.90886525
1330, 02/25  11:00:00,11.8,161969.5116337249,26.76644003702271,39.21816501624785,41.148117213264165,17.232315,16.458976,3.0224615,2.887513
1331, 02/25  12:00:00,12.6,160402.67701375927,26.507511152936917,39.35229864039795,41.339125096805816,17.170335,16.382252,3.008341,2.8720552500000003
1332, 02/25  13:00:00,13.3,159582.38937191712,26.371953665870272,39.44042198372839,41.4601549629166,17.13012,16.324534,3.0002115,2.860081
1333, 02/25  14:00:00,13.3,156573.70966629108,25.874751173135955,39.40792102416644,41.45691141538653,17.130396,16.314404,2.9969735,2.85491975
1334, 02/25  15:00:00,13.3,153840.02915831108,25.422993958712237,39.35966934431688,41.4169983262164,17.1519,16.327946,3.000319,2.856379
1335, 02/25  16:00:00,13.3,153988.87012414375,25.44759082726377,39.31925240026238,41.36057021961617,17.166685,16.348578,3.003198,2.859603
1336, 02/25  17:00:00,12.6,154069.18769253246,25.4608637905302,39.27181350882568,41.29531699640866,17.187631,16.376088,3.0065485,2.864077
1337, 02/25  18:00:00,11.8,153621.84816612114,25.38693823201549,39.19294591928105,41.19371558996775,17.217769,16.415085,3.01092275,2.869867
1338, 02/25  19:00:00,11.1,134268.6479609203,22.18870501150398,36.55299567640255,38.4376044684312,18.235968,17.477559,3.126926,2.99279925
1339, 02/25  20:00:00,10.9,140044.77729058033,23.143245269043668,36.81744015939322,38.60723971019373,18.19927,17.475805,3.19426225,3.06537175
1340, 02/25  21:00:00,10.8,139167.1420279399,22.998210741280424,36.66461861625616,38.45964373770122,18.210684,17.502286,3.1822605,3.0582995000000004
1341, 02/25  22:00:00,10.6,139001.1894351973,22.97078607303373,36.63748417710528,38.443778614125975,18.250301,17.523774,3.19315575,3.0663965
1342, 02/25  23:00:00,10.0,139202.23530789625,23.00401011774442,36.60852114051924,38.3921995973547,18.248804,17.53594,3.19283475,3.0673802500000003
1343, 02/26  00:00:00,9.5,137775.46742144227,22.768228107325804,36.551323132266056,38.342757654332274,18.276003,17.559156,3.1967385,3.07154975
1344, 02/26  01:00:00,8.9,108824.57059635856,17.983917553627233,33.145222627912275,34.82707830272172,19.629426,18.956285,3.35602875,3.23792725
1345, 02/26  02:00:00,8.0,115946.99737408562,19.16094159562861,33.44546914019333,35.01187046579334,19.528232,18.890857,3.428656,3.314407
1346, 02/26  03:00:00,7.0,113289.2128388276,18.721726649082477,33.17756063091362,34.78959344605645,19.608725,18.97427,3.42327975,3.31395775
1347, 02/26  04:00:00,6.1,116198.02832919416,19.20242597710001,33.20979175744733,34.803388249672864,19.620691,18.976806,3.4349312500000004,3.32172675
1348, 02/26  05:00:00,5.7,113531.95857159465,18.76184184752208,33.14661746142992,34.73842293571995,19.633182,18.999564,3.4339830000000005,3.323082250000001
1349, 02/26  06:00:00,5.4,113537.86097447568,18.76281725524663,33.123237408002275,34.717923619325106,19.65021,19.010834,3.43821625,3.32642125
1350, 02/26  07:00:00,5.0,139122.9336898408,22.990905046406542,35.649134975477814,37.3415139340215,18.606218,17.932144,3.3150825,3.1975425
1351, 02/26  08:00:00,6.9,136736.89519914615,22.59659777497616,35.676101328067645,37.42253151854854,18.663667,17.969241,3.26653775,3.1467195
1352, 02/26  09:00:00,8.7,159838.75359316936,26.41431940178299,38.86711844462742,40.7395255617562,17.382018,16.640371,3.12038575,2.9916275000000003
1353, 02/26  10:00:00,10.6,160153.2093173108,26.46628510940063,39.03112897197111,40.96994574821628,17.322201,16.553084,3.0356645,2.9025817500000004
1354, 02/26  11:00:00,11.5,162362.41849978222,26.831370269659573,39.29258549680104,41.21822841990168,17.19465,16.425178,3.0165295000000003,2.8811605
1355, 02/26  12:00:00,12.4,164411.03155830255,27.16991595049084,39.330771143739554,41.347849645561695,17.175566,16.377716,3.0063137500000003,2.8693195
1356, 02/26  13:00:00,13.3,165732.1797260577,27.388243664488076,39.44386581287529,41.47109372581014,17.129496,16.317426,3.000998,2.859069
1357, 02/26  14:00:00,13.9,156725.65125526563,25.89986043838839,39.384418770626446,41.44742381170678,17.138856,16.319255,2.997546,2.8550845
1358, 02/26  15:00:00,14.4,153871.80751540672,25.42824552415251,39.35955427846118,41.43026227288955,17.154604,16.324643,3.001461,2.85645075
1359, 02/26  16:00:00,15.0,154008.96563528554,25.450911731849853,39.32053482599995,41.37511286426805,17.164997,16.341966,3.00295975,2.8584945
1360, 02/26  17:00:00,14.1,154057.17137836776,25.458878022040125,39.25699060193031,41.295661844235084,17.192804,16.375218,3.00696075,2.86348375
1361, 02/26  18:00:00,13.1,153635.4333529667,25.38918326619153,39.18277294255903,41.1980061848047,17.222281,16.413686,3.01185325,2.869746
1362, 02/26  19:00:00,12.2,134287.71645257538,22.191856194917044,36.54785530642714,38.44204325401986,18.238434,17.475713,3.127489,2.99246975
1363, 02/26  20:00:00,12.0,143136.5246012039,23.65417518520329,36.82082907170355,38.61794886480392,18.198726,17.472165,3.19440375,3.06492075
1364, 02/26  21:00:00,11.9,140712.8606056415,23.25365007184853,36.67158400654335,38.47208473191387,18.208136,17.497574,3.1819045,3.0575065
1365, 02/26  22:00:00,11.7,140539.54213029373,23.22500814701396,36.647731585417205,38.45896559520421,18.246546,17.517909,3.192587,3.06544725
1366, 02/26  23:00:00,11.1,140736.9320583523,23.257628024792197,36.624466544070096,38.41214622671991,18.243107,17.528682,3.19198625,3.06622625
1367, 02/27  00:00:00,10.6,137771.0384392714,22.76749619127256,36.57430259836978,38.37015654323034,18.267553,17.548942,3.1954415000000003,3.06995725
1368, 02/27  01:00:00,10.0,108803.80820443571,17.980486442964352,33.17938035223237,34.86685280807531,19.618782,18.943312,3.35435025,3.235924
1369, 02/27  02:00:00,9.3,116584.52272480346,19.26629651026625,33.49026795021401,35.0597272001435,19.509787,18.87094,3.4257487500000003,3.31117825
1370, 02/27  03:00:00,8.5,113225.15697158693,18.71114103014578,33.21670886374071,34.833508748975355,19.593052,18.956923,3.4203635,3.3108115
1371, 02/27  04:00:00,7.8,116146.961156763,19.19398681842779,33.25135110637061,34.848619125823284,19.604068,18.958466,3.43210375,3.3185695
1372, 02/27  05:00:00,7.6,113477.34169168257,18.75281607824964,33.183342995096005,34.77905919742095,19.617916,18.982828,3.43117925,3.320032
1373, 02/27  06:00:00,7.4,113486.62861118151,18.754350797786604,33.15516456702464,34.75321389881655,19.637017,18.996182,3.43578075,3.3237155
1374, 02/27  07:00:00,7.2,139085.0325223798,22.98464164957373,35.683895740097626,37.37983024603212,18.592577,17.917149,3.31271775,3.1949395
1375, 02/27  08:00:00,8.5,136700.52356434346,22.590587142652986,35.710891016709525,37.461097397025775,18.64917,17.953108,3.2640315,3.1439390000000005
1376, 02/27  09:00:00,9.8,160539.66994712275,26.53015006256492,38.880024002437686,40.75484876981129,17.372919,16.630003,3.118247,2.9892405
1377, 02/27  10:00:00,11.1,162958.0450103961,26.929801147915605,39.026874812700015,40.94393682712483,17.310958,16.56107,3.03336125,2.902782
1378, 02/27  11:00:00,12.6,166229.42338819843,27.470416182835702,39.30122043482147,41.2411231624719,17.203104,16.42471,3.01799375,2.88226075
1379, 02/27  12:00:00,14.1,165903.99799313815,27.41663767084572,39.45392337864708,41.445718670262245,17.12937,16.339796,3.0017415,2.8650315
1380, 02/27  13:00:00,15.6,165615.5997206834,27.368978114497263,39.543231295133474,41.57724308816329,17.091334,16.280741,2.9933235,2.8525865
1381, 02/27  14:00:00,16.0,162469.78486521053,26.84911321000213,39.51924982142007,41.5763594391015,17.084383,16.264536,2.98925375,2.8463145
1382, 02/27  15:00:00,16.3,169615.43574275452,28.029975174763745,39.440855301962735,41.52028457253051,17.11612,16.284957,2.9932587500000003,2.8484715
1383, 02/27  16:00:00,16.7,170339.4597686219,28.149624517891773,39.40068830006071,41.47109372473709,17.137656,16.308345,2.997984,2.85261975
1384, 02/27  17:00:00,15.2,161067.06982047012,26.617306076947493,39.363486463881074,41.41243082745007,17.148658,16.325456,3.00012575,2.855611
1385, 02/27  18:00:00,13.7,153498.97226065007,25.36663224650864,39.25279852845983,41.26184571233917,17.191813,16.38569,3.00545975,2.8632919999999995
1386, 02/27  19:00:00,12.2,134215.33817299965,22.179895247077503,36.60548511330119,38.502263423564685,18.214199,17.45079,3.12297425,2.9881115000000005
1387, 02/27  20:00:00,12.0,143076.79575464223,23.644304632567486,36.87284693803975,38.67023447174524,18.177813,17.450988,3.19059325,3.0609770000000003
1388, 02/27  21:00:00,11.9,140662.20757798824,23.245279353102145,36.71558690303473,38.517310103445126,18.18926,17.478199,3.178399,3.05394275
1389, 02/27  22:00:00,11.7,140488.98099793325,23.216652614519727,36.6846816353876,38.49676722879791,18.231447,17.502448,3.1897515,3.06253725
1390, 02/27  23:00:00,11.7,140704.16383207912,23.252212877491854,36.6759668421453,38.46621293753663,18.224292,17.508904,3.189101,3.0632295000000003
1391, 02/28  00:00:00,11.7,137725.6703988639,22.75999884858803,36.63644305502709,38.43544534907833,18.243564,17.5238,3.1915142500000004,3.06584
1392, 02/28  01:00:00,11.7,108725.47570765336,17.967541524770013,33.24281999770707,34.93716059765652,19.596375,18.918271,3.350365,3.23163625
1393, 02/28  02:00:00,11.5,121851.03923105216,20.1366201708529,33.56535955922874,35.13730054798384,19.479066,18.838707,3.42074625,3.3057965
1394, 02/28  03:00:00,11.3,113111.48919396252,18.692356743379484,33.285538261122085,34.90802731465426,19.565683,18.927694,3.41537075,3.305601
1395, 02/28  04:00:00,11.1,122046.35205989896,20.16889679544143,33.32573848518841,34.926961537539896,19.574619,18.926996,3.42711625,3.313183
1396, 02/28  05:00:00,11.1,113372.71096260096,18.73552521833567,33.25789488344634,34.859144251505576,19.58834,18.951362,3.4259865,3.314557
1397, 02/28  06:00:00,11.1,113383.58445826238,18.73732212916585,33.236936859852776,34.84100691896664,19.605088,18.961775,3.430391,3.3179045
1398, 02/28  07:00:00,11.1,140503.15521694822,23.218994989819304,35.77924214611071,37.48160483447754,18.553962,17.876044,3.3063315,3.1881135
1399, 02/28  08:00:00,10.7,136707.19622106868,22.591689839477358,35.7399302295272,37.49360097728304,18.628424,17.930747,3.25866,3.1381875
1400, 02/28  09:00:00,10.4,161322.35518739655,26.65949352566696,38.82399634392348,40.69299663031951,17.380597,16.63851,3.11767025,2.9885635
1401, 02/28  10:00:00,10.0,159546.7419613687,26.366062715979176,38.83455626310592,40.74428001921627,17.382236,16.63281,3.04174675,2.9114375
1402, 02/28  11:00:00,10.9,164098.4404055391,27.118258374554767,39.07821243657181,40.98238931954708,17.28316,16.513912,3.031652,2.89684825
1403, 02/28  12:00:00,11.9,164115.30208408082,27.12104486877246,39.107933696326185,41.05787186216522,17.26227,16.49135,3.0212475,2.887655
1404, 02/28  13:00:00,12.8,163955.97310424544,27.09471479256301,39.22106473393018,41.17236176310999,17.220172,16.435972,3.01684475,2.8796072500000003
1405, 02/28  14:00:00,12.6,162942.61595586964,26.927251403468976,39.22540515909731,41.19549002793181,17.209388,16.425939,3.0116385,2.87504525
1406, 02/28  15:00:00,12.4,160991.35544137872,26.604793818514107,39.25550991377537,41.22996070795631,17.201095,16.409493,3.0110425,2.87264125
1407, 02/28  16:00:00,12.2,158412.58062884718,26.178635705839778,39.26474601528571,41.23347927037944,17.192574,16.40514,3.00902925,2.8710905
1408, 02/28  17:00:00,11.3,154214.0502163696,25.48480319751357,39.23169322703706,41.19305736307247,17.203762,16.417612,3.009773,2.8720365
1409, 02/28  18:00:00,10.3,153707.51896455616,25.40109584887872,39.15298867908773,41.09567189766919,17.23404,16.455053,3.013748,2.87694125
1410, 02/28  19:00:00,9.4,134354.27029483853,22.202854619313108,36.521623783065216,38.36041837141421,18.248752,17.509606,3.12947625,2.9990725
1411, 02/28  20:00:00,9.0,140124.11992642446,23.15635711881885,36.78084655189783,38.525242266943685,18.213515,17.50793,3.19658475,3.070822
1412, 02/28  21:00:00,8.7,139240.42773065547,23.010321646274345,36.62706333649996,38.37813845066709,18.225391,17.534704,3.1848315000000005,3.06401875
