,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),Site:Environmental Impact Electricity CO Emissions Mass [kg](Hourly),CH4:Facility [kg](Hourly),PM2.5:Facility [kg](Hourly),SO2:Facility [kg](Hourly),NOx:Facility [kg](Hourly),Reward
717, 01/30  22:00:00,11.1,112231.105,18.54686794,22.5771715,23.85151462,15.3207,14.961185,6.238913033,6.475,0.016994231,0.00056507,0.0046616,0.349783008,0.165957347,0.584159369
718, 01/30  23:00:00,11.1,115210.2278,19.03918597,22.28130421,23.84565566,15.317062,14.960726,6.238913033,6.475,0.017445335,0.00058007,0.00478534,0.359067836,0.170362608,0.705684689
719, 01/31  00:00:00,8.9,109343.1942,18.06962324,22.71692998,23.83087546,15.325116,14.966765,6.238913033,6.475,0.016556939,0.00055053,0.004541648,0.340782454,0.161686962,0.699584083
720, 01/31  01:00:00,8.9,80229.01118,13.25832865,21.31073603,22.56201579,15.873908,15.50644,6.238913033,6.475,0.012148418,0.000403944,0.00333237,0.250044271,0.118635505,-0.169576842
721, 01/31  02:00:00,9.4,84095.03226,13.89721199,17.94322653,22.24987043,15.950565,15.611401,6.238913033,6.475,0.012733818,0.000423408,0.003492948,0.262093235,0.124352232,-0.48633258
722, 01/31  03:00:00,8.9,90314.25253,14.9249757,19.60989595,22.30140693,15.914422,15.567011,6.238913033,6.475,0.013675543,0.000454721,0.003751268,0.281476253,0.133548661,-0.434844198
723, 01/31  04:00:00,8.9,83152.52444,13.74145688,21.13468854,22.29820744,15.937908,15.583699,6.238913033,6.475,0.012591102,0.000418663,0.0034538,0.259155785,0.122958536,-0.504567278
724, 01/31  05:00:00,8.9,84630.7139,13.98573661,17.72268485,22.28763808,15.9328,15.583783,6.238913033,6.475,0.012814932,0.000426106,0.003515198,0.263762757,0.125144351,-0.455397357
725, 01/31  06:00:00,9.4,81817.94035,13.5209088,18.6206137,22.28212153,15.939213,15.586826,6.238913033,6.475,0.012389017,0.000411944,0.003398367,0.254996378,0.120985072,-0.462716407
726, 01/31  07:00:00,8.9,106203.3517,17.5507453,20.74840373,23.30769554,15.470058,15.124712,6.238913033,6.475,0.016081498,0.000534721,0.004411233,0.330996722,0.157044043,0.446979868
727, 01/31  08:00:00,9.4,110248.965,18.21930734,21.80998749,23.57480676,15.43899,15.08091,6.238913033,6.475,0.016694092,0.00055509,0.00457927,0.343605408,0.163026335,0.554727831
728, 01/31  09:00:00,10.6,129262.6182,21.36142836,23.66766724,24.58278073,14.977984,14.623419,6.238913033,6.475,0.019573173,0.000650822,0.005369016,0.402863961,0.19114203,0.210401394
729, 01/31  10:00:00,10,134491.9423,22.22560575,23.62355195,24.83904586,14.932105,14.570768,6.238913033,6.475,0.020365007,0.000677151,0.00558622,0.419161837,0.198874688,-0.145418477
730, 01/31  11:00:00,11.1,132663.9572,21.92352017,23.72240434,24.79638374,14.950198,14.588715,6.238913033,6.475,0.02008821,0.000667947,0.005510293,0.413464681,0.196171626,-0.0870265
731, 01/31  12:00:00,10.6,136779.9077,22.60370585,23.91712781,24.83894521,14.926323,14.566806,6.238913033,6.475,0.020711454,0.000688671,0.005681252,0.426292583,0.202257927,-0.134997783
732, 01/31  13:00:00,11.7,137594.6422,22.73834565,23.53057609,24.86221679,14.920078,14.554953,6.238913033,6.475,0.020834823,0.000692773,0.005715093,0.42883181,0.203462683,-0.171917325
733, 01/31  14:00:00,11.1,129515.5432,21.40322574,23.73095727,24.86277967,14.919312,14.555268,6.238913033,6.475,0.019611471,0.000652095,0.005379521,0.403652235,0.191516032,-0.125293213
734, 01/31  15:00:00,11.1,136289.9997,22.5227456,23.91371092,24.86649672,14.917731,14.553472,6.238913033,6.475,0.020637272,0.000686204,0.005660903,0.42476572,0.201533495,-0.155356849
735, 01/31  16:00:00,10.6,131037.4234,21.65472564,23.54201346,24.86653354,14.916662,14.552879,6.238913033,6.475,0.019841917,0.000659758,0.005442734,0.408395375,0.193766453,-0.075461229
736, 01/31  17:00:00,9.4,128252.8528,21.19455853,23.28578965,24.8579379,14.918457,14.555511,6.238913033,6.475,0.019420273,0.000645738,0.005327075,0.399716894,0.189648879,-0.067544339
737, 01/31  18:00:00,8.9,127725.1902,21.10735909,23.29534997,24.83610018,14.928682,14.566556,6.238913033,6.475,0.019340373,0.000643081,0.005305158,0.398072364,0.188868618,-0.04022669
738, 01/31  19:00:00,8.9,108256.8009,17.89009018,22.51878522,24.00257313,15.306715,14.940811,6.238913033,6.475,0.016392435,0.00054506,0.004496524,0.337396567,0.160080501,0.705332799
739, 01/31  20:00:00,8.9,110745.3189,18.30133281,22.12458914,23.78098757,15.335602,14.993372,6.238913033,6.475,0.016769251,0.000557589,0.004599887,0.34515236,0.163760299,0.697572044
740, 01/31  21:00:00,8.3,113558.6325,18.76624988,22.00214781,23.82619578,15.315643,14.961136,6.238913033,6.475,0.017195248,0.000571754,0.00471674,0.353920423,0.167920376,0.710956404
741, 01/31  22:00:00,8.1,110737.545,18.30004813,22.50332356,23.81453396,15.331781,14.975767,6.238913033,6.475,0.016768074,0.00055755,0.004599564,0.345128132,0.163748804,0.640273386
742, 01/31  23:00:00,8,110792.682,18.30915985,22.87329812,23.79985146,15.331605,14.97812,6.238913033,6.475,0.016776423,0.000557828,0.004601854,0.345299974,0.163830335,0.69679648
743, 02/01  00:00:00,7.8,109396.7005,18.07846548,21.536797,23.79163131,15.338024,14.982566,6.238913033,6.475,0.016565041,0.000550799,0.004543871,0.340949214,0.161766083,0.691498082
744, 02/01  01:00:00,7.7,80268.75456,13.26489649,20.28731886,22.51557216,15.88966,15.525584,6.238913033,6.475,0.012154436,0.000404144,0.003334021,0.250168137,0.118694274,-0.21980856
745, 02/01  02:00:00,7.5,83110.03047,13.73443449,19.36006542,22.20075446,15.966988,15.630402,6.238913033,6.475,0.012584667,0.000418449,0.003452035,0.259023347,0.1228957,-0.532964087
746, 02/01  03:00:00,7.4,86089.87447,14.22687171,19.71514445,22.25336144,15.931646,15.586168,6.238913033,6.475,0.01303588,0.000433452,0.003575805,0.268310423,0.127302027,-0.482849468
747, 02/01  04:00:00,7.2,83215.5734,13.7518761,19.13383018,22.23803,15.959012,15.607274,6.238913033,6.475,0.012600649,0.00041898,0.003456419,0.259352286,0.123051767,-0.563485665
748, 02/01  05:00:00,7.4,84711.81592,13.99913921,20.50101232,22.23751343,15.9517,15.604747,6.238913033,6.475,0.012827212,0.000426514,0.003518566,0.264015522,0.125264277,-0.504678184
749, 02/01  06:00:00,7.6,86078.50458,14.22499277,18.65541739,22.24155846,15.954023,15.603501,6.238913033,6.475,0.013034159,0.000433395,0.003575333,0.268274987,0.127285214,-0.558191597
750, 02/01  07:00:00,7.8,106261.1457,17.56029611,20.8816371,23.2850213,15.478876,15.13507,6.238913033,6.475,0.01609025,0.000535012,0.004413633,0.331176845,0.157129504,0.429201725
751, 02/01  08:00:00,8.3,108775.1702,17.97575384,20.39553283,23.5516671,15.447383,15.091103,6.238913033,6.475,0.016470928,0.00054767,0.004518055,0.339012133,0.160847019,0.575207512
752, 02/01  09:00:00,8.9,129285.6136,21.36522848,23.31942504,24.60373274,14.974735,14.621201,6.238913033,6.475,0.019576655,0.000650938,0.005369971,0.402935629,0.191176033,0.191153769
753, 02/01  10:00:00,9.4,132256.3283,21.85615703,23.5075718,24.92535904,14.897558,14.537962,6.238913033,6.475,0.020026486,0.000665895,0.005493362,0.412194252,0.195568861,-0.222658749
754, 02/01  11:00:00,10.7,130971.749,21.64387254,23.31823608,24.92736631,14.903933,14.540712,6.238913033,6.475,0.019831973,0.000659427,0.005440006,0.408190692,0.19366934,-0.183155128
755, 02/01  12:00:00,12,136875.8694,22.61956411,24.06543689,24.97396965,14.871263,14.511754,6.238913033,6.475,0.020725985,0.000689154,0.005685238,0.42659166,0.202399826,-0.29338926
756, 02/01  13:00:00,13.3,137359.6006,22.69950361,23.6576902,25.0029856,14.871118,14.500341,6.238913033,6.475,0.020799232,0.000691589,0.00570533,0.428099272,0.203115125,-0.312170498
757, 02/01  14:00:00,13.5,130366.0777,21.54378171,23.64904572,24.99859729,14.868294,14.49947,6.238913033,6.475,0.019740261,0.000656378,0.005414849,0.406303037,0.192773727,-0.212993604
758, 02/01  15:00:00,13.7,128005.0866,21.15361367,23.42568253,24.98015672,14.876454,14.505595,6.238913033,6.475,0.019382756,0.00064449,0.005316783,0.398944698,0.189282504,-0.191530731
759, 02/01  16:00:00,13.9,128103.8033,21.16992719,23.97626539,24.95964396,14.883137,14.51358,6.238913033,6.475,0.019397703,0.000644987,0.005320884,0.399252361,0.189428477,-0.170257396
760, 02/01  17:00:00,13,128145.6278,21.17683894,23.87968216,24.9347602,14.891404,14.523767,6.238913033,6.475,0.019404036,0.000645198,0.005322621,0.399382713,0.189490324,-0.144873388
761, 02/01  18:00:00,12,127649.3159,21.09482042,23.91569289,24.90328619,14.904236,14.538808,6.238913033,6.475,0.019328884,0.000642699,0.005302006,0.397835892,0.188756422,-0.107021681
762, 02/01  19:00:00,11.1,108210.2038,17.88238973,22.35501398,24.06932814,15.283835,14.914846,6.238913033,6.475,0.01638538,0.000544825,0.004494589,0.337251341,0.160011597,0.689101785
763, 02/01  20:00:00,10.9,111959.5548,18.50199262,22.78981208,23.83626706,15.314294,14.971237,6.238913033,6.475,0.016953113,0.000563703,0.004650321,0.348936686,0.165555803,0.712654701
764, 02/01  21:00:00,10.8,117955.3408,19.49283247,22.30509666,23.884404,15.292448,14.937502,6.238913033,6.475,0.017861005,0.000593891,0.00489936,0.367623342,0.174421836,0.722858329
765, 02/01  22:00:00,10.6,112225.8205,18.54599464,21.97165805,23.86877813,15.309965,14.95373,6.238913033,6.475,0.016993431,0.000565044,0.00466138,0.349766538,0.165949533,0.592752877
766, 02/01  23:00:00,9.5,114381.7616,18.90227693,21.46707507,23.85807577,15.308782,14.955512,6.238913033,6.475,0.017319888,0.000575899,0.004750929,0.356485813,0.169137546,0.712941522
767, 02/02  00:00:00,8.3,109354.5299,18.07149653,22.38409316,23.85050683,15.314349,14.959014,6.238913033,6.475,0.016558655,0.000550587,0.004542119,0.340817784,0.161703724,0.708508227
768, 02/02  01:00:00,7.2,80231.69063,13.25877145,19.86561384,22.58307582,15.866816,15.500726,6.238913033,6.475,0.012148824,0.000403957,0.003332481,0.250052622,0.118639467,-0.143847624
769, 02/02  02:00:00,6.7,83061.11028,13.72635013,18.13038268,22.26142746,15.943152,15.607209,6.238913033,6.475,0.01257726,0.000418203,0.003450003,0.258870881,0.122823361,-0.472681151
770, 02/02  03:00:00,6.1,86035.64302,14.21790963,21.06760723,22.32034171,15.904656,15.559234,6.238913033,6.475,0.013027668,0.000433179,0.003573552,0.268141404,0.127221835,-0.412969871
771, 02/02  04:00:00,5.6,83146.18821,13.74040978,19.80278596,22.3080133,15.931586,15.579307,6.238913033,6.475,0.012590142,0.000418631,0.003453537,0.259136038,0.122949166,-0.492853942
772, 02/02  05:00:00,6,84634.19889,13.98631253,17.95850208,22.29430735,15.927555,15.580648,6.238913033,6.475,0.012815459,0.000426123,0.003515342,0.263773619,0.125149504,-0.446760684
773, 02/02  06:00:00,6.3,81828.98666,13.52273426,19.06090218,22.28905032,15.93443,15.583831,6.238913033,6.475,0.012390689,0.000411999,0.003398826,0.255030806,0.121001406,-0.454358583
774, 02/02  07:00:00,6.7,106216.0056,17.55283644,21.03777387,23.3202511,15.462556,15.119157,6.238913033,6.475,0.016083415,0.000534785,0.004411758,0.33103616,0.157062755,0.461305001
775, 02/02  08:00:00,7.1,108740.5024,17.97002477,20.8729831,23.59547276,15.429676,15.073275,6.238913033,6.475,0.016465678,0.000547495,0.004516615,0.338904086,0.160795755,0.602660962
776, 02/02  09:00:00,7.4,129248.4746,21.35909104,23.45753426,24.6159299,14.965002,14.611842,6.238913033,6.475,0.019571031,0.000650751,0.005368428,0.40281988,0.191121115,0.180063174
777, 02/02  10:00:00,7.8,131747.3253,21.77204122,23.97627908,24.8855256,14.915771,14.554607,6.238913033,6.475,0.019949412,0.000663332,0.00547222,0.410607877,0.194816193,-0.165390271
778, 02/02  11:00:00,8.5,130561.1316,21.57601553,23.46505424,24.85902454,14.92537,14.564328,6.238913033,6.475,0.019769796,0.00065736,0.005422951,0.406910948,0.193062155,-0.110559834
779, 02/02  12:00:00,9.3,133287.617,22.02658372,23.9001607,24.89607455,14.903219,14.542468,6.238913033,6.475,0.020182646,0.000671087,0.005536197,0.415408399,0.197093839,-0.162011214
780, 02/02  13:00:00,10,133243.4104,22.01927832,23.96766046,24.92228548,14.900759,14.532418,6.238913033,6.475,0.020175952,0.000670865,0.005534361,0.415270623,0.19702847,-0.179121331
781, 02/02  14:00:00,10.2,133217.1703,22.01494198,24.02743369,24.94052327,14.89267,14.525611,6.238913033,6.475,0.020171978,0.000670733,0.005533271,0.415188843,0.196989668,-0.201236164
782, 02/02  15:00:00,10.4,133200.1691,22.01213243,23.9243897,24.94599607,14.889788,14.521187,6.238913033,6.475,0.020169404,0.000670647,0.005532565,0.415135856,0.196964529,-0.205979085
783, 02/02  16:00:00,10.6,127618.2075,21.08967956,23.72020864,24.93148224,14.892909,14.524589,6.238913033,6.475,0.019324174,0.000642542,0.005300714,0.397738938,0.188710422,-0.134351799
784, 02/02  17:00:00,10.2,127637.6393,21.09289077,23.72381084,24.8924414,14.905972,14.539794,6.238913033,6.475,0.019327116,0.00064264,0.005301521,0.3977995,0.188739156,-0.094560355
785, 02/02  18:00:00,9.8,127706.036,21.10419375,23.72279143,24.87302565,14.914729,14.550765,6.238913033,6.475,0.019337473,0.000642985,0.005304362,0.398012667,0.188840295,-0.077171666
786, 02/02  19:00:00,9.4,108246.9393,17.88846049,22.37200793,24.03824829,15.294711,14.926947,6.238913033,6.475,0.016390942,0.00054501,0.004496115,0.337365832,0.160065918,0.697176702
787, 02/02  20:00:00,8.7,110733.913,18.29944792,22.29617227,23.8146417,15.323348,14.980255,6.238913033,6.475,0.016767524,0.000557532,0.004599413,0.345116813,0.163743433,0.706587701
788, 02/02  21:00:00,7.9,113544.5921,18.76392961,22.39053965,23.86505543,15.300878,14.94599,6.238913033,6.475,0.017193122,0.000571683,0.004716156,0.353876664,0.167899615,0.719984263
789, 02/02  22:00:00,7.2,110715.1316,18.29634417,22.70256862,23.86235547,15.314188,14.957473,6.238913033,6.475,0.01676468,0.000557437,0.004598633,0.345058278,0.163715661,0.651832642
790, 02/02  23:00:00,7.4,112148.5407,18.53322369,21.09587854,23.85239254,15.311318,14.957924,6.238913033,6.475,0.016981729,0.000564655,0.00465817,0.349525686,0.165835258,0.711095685
791, 02/03  00:00:00,7.6,109348.6407,18.0705233,22.39557961,23.84844181,15.315978,14.960082,6.238913033,6.475,0.016557764,0.000550557,0.004541875,0.340799429,0.161695016,0.707470039
792, 02/03  01:00:00,7.8,80221.43147,13.25707606,20.93796132,22.57942694,15.867747,15.50215,6.238913033,6.475,0.01214727,0.000403905,0.003332055,0.250020648,0.118624297,-0.147876058
793, 02/03  02:00:00,7.4,83052.3284,13.72489887,21.01276662,22.25892984,15.944566,15.608104,6.238913033,6.475,0.01257593,0.000418159,0.003449638,0.258843511,0.122810375,-0.475369746
794, 02/03  03:00:00,7.1,86029.43647,14.21688396,20.29911101,22.31763948,15.9061,15.560353,6.238913033,6.475,0.013026729,0.000433148,0.003573295,0.26812206,0.127212657,-0.416114104
795, 02/03  04:00:00,6.7,83142.28408,13.73976459,21.11868893,22.30778954,15.932371,15.579764,6.238913033,6.475,0.012589551,0.000418611,0.003453375,0.25912387,0.122943393,-0.493333891
796, 02/03  05:00:00,6.7,84629.0544,13.98546237,20.66807051,22.29771719,15.927001,15.579827,6.238913033,6.475,0.01281468,0.000426097,0.003515129,0.263757585,0.125141897,-0.443497743
797, 02/03  06:00:00,6.7,81820.37481,13.5213111,18.56194821,22.29666468,15.932088,15.581024,6.238913033,6.475,0.012389385,0.000411956,0.003398468,0.255003966,0.120988672,-0.446803355
798, 02/03  07:00:00,6.7,106198.6884,17.54997465,21.17873373,23.33053844,15.458909,15.115103,6.238913033,6.475,0.016080792,0.000534698,0.004411039,0.330982188,0.157037147,0.469859377
799, 02/03  08:00:00,6.9,108719.3092,17.96652247,20.40895519,23.5981657,15.428672,15.071964,6.238913033,6.475,0.016462469,0.000547389,0.004515735,0.338838035,0.160764417,0.603438861
800, 02/03  09:00:00,7,129242.1244,21.35804163,23.57689666,24.62278084,14.962599,14.609243,6.238913033,6.475,0.01957007,0.000650719,0.005368165,0.402800089,0.191111725,0.173990711
801, 02/03  10:00:00,7.2,131739.0241,21.77066939,23.93957823,24.90186889,14.909894,14.548639,6.238913033,6.475,0.019948155,0.00066329,0.005471875,0.410582005,0.194803918,-0.184959149
802, 02/03  11:00:00,8.5,130538.2715,21.57223778,23.30478674,24.89207034,14.914439,14.553201,6.238913033,6.475,0.019766335,0.000657245,0.005422001,0.406839702,0.193028352,-0.144180316
803, 02/03  12:00:00,9.8,131847.4763,21.78859177,23.13051094,24.91951165,14.888727,14.528895,6.238913033,6.475,0.019964577,0.000663836,0.00547638,0.410920011,0.194964287,-0.134239196
804, 02/03  13:00:00,11.1,128997.0018,21.31753365,23.92172827,24.95365288,14.897958,14.52859,6.238913033,6.475,0.019532953,0.000649485,0.005357983,0.402036132,0.19074926,-0.212348178
805, 02/03  14:00:00,11.8,131815.8557,21.78336628,23.93944074,24.97599261,14.870082,14.506788,6.238913033,6.475,0.019959789,0.000663677,0.005475066,0.410821461,0.194917529,-0.190671315
806, 02/03  15:00:00,12.6,129933.2078,21.47224734,23.5382934,24.97252696,14.882678,14.511365,6.238913033,6.475,0.019674715,0.000654198,0.005396869,0.404953941,0.192133638,-0.274037205
807, 02/03  16:00:00,13.3,130133.1596,21.50529059,24.4840617,24.9495792,14.883344,14.515917,6.238913033,6.475,0.019704992,0.000655205,0.005405174,0.405577118,0.192429309,-0.155566367
808, 02/03  17:00:00,12.4,127602.5905,21.08709875,23.89401117,24.9098646,14.900085,14.533282,6.238913033,6.475,0.019321809,0.000642464,0.005300065,0.397690266,0.188687329,-0.112346187
809, 02/03  18:00:00,11.5,127690.8781,21.10168881,23.90771837,24.89515241,14.905931,14.541759,6.238913033,6.475,0.019335177,0.000642908,0.005303733,0.397965426,0.18881788,-0.100066606
810, 02/03  19:00:00,10.6,108219.0905,17.88385832,22.47523137,24.05941616,15.286823,14.918818,6.238913033,6.475,0.016386725,0.00054487,0.004494958,0.337279037,0.160024738,0.692601379
811, 02/03  20:00:00,10.2,110707.9814,18.29516256,22.32359177,23.83211396,15.315922,14.97298,6.238913033,6.475,0.016763597,0.000557401,0.004598336,0.345035993,0.163705088,0.711644572
812, 02/03  21:00:00,9.8,113521.5838,18.76012735,22.27558151,23.88127853,15.293817,14.93909,6.238913033,6.475,0.017189638,0.000571568,0.004715201,0.353804955,0.167865592,0.722709424
813, 02/03  22:00:00,9.4,110693.9093,18.29283706,22.77206753,23.86804645,15.310486,14.954302,6.238913033,6.475,0.016761467,0.000557331,0.004597751,0.344992136,0.163684279,0.654003726
814, 02/03  23:00:00,8.9,112143.258,18.53235069,22.19862779,23.85682477,15.308862,14.955696,6.238913033,6.475,0.01698093,0.000564628,0.004657951,0.349509222,0.165827447,0.712828563
815, 02/04  00:00:00,8.3,109349.1234,18.07060308,21.23870624,23.8466424,15.315559,14.960328,6.238913033,6.475,0.016557837,0.00055056,0.004541895,0.340800934,0.16169573,0.707831982
816, 02/04  01:00:00,7.8,80230.05074,13.25850045,19.38793102,22.57603231,15.869288,15.503837,6.238913033,6.475,0.012148575,0.000403949,0.003332413,0.250047511,0.118637043,-0.15163636
817, 02/04  02:00:00,7.6,83068.17003,13.7275168,18.56500872,22.25464382,15.945339,15.609625,6.238913033,6.475,0.012578329,0.000418238,0.003450296,0.258892884,0.1228338,-0.479273359
818, 02/04  03:00:00,7.4,86040.53602,14.21871823,20.39426489,22.31605351,15.906596,15.561242,6.238913033,6.475,0.013028409,0.000433204,0.003573756,0.268156653,0.12722907,-0.417394105
819, 02/04  04:00:00,7.2,83150.73405,13.741161,21.04439294,22.30516172,15.932586,15.580576,6.238913033,6.475,0.01259083,0.000418654,0.003453726,0.259150205,0.122955888,-0.495602461
820, 02/04  05:00:00,6.7,83239.35849,13.75580673,17.95620417,22.2830354,15.93079,15.584211,6.238913033,6.475,0.01260425,0.0004191,0.003457407,0.259426415,0.123086938,-0.457977711
821, 02/04  06:00:00,6.1,81836.68023,13.52400567,19.33901797,22.26907659,15.941036,15.5909,6.238913033,6.475,0.012391854,0.000412038,0.003399145,0.255054784,0.121012783,-0.474339832
822, 02/04  07:00:00,5.6,106253.8317,17.55908743,21.19785564,23.29629861,15.470889,15.12772,6.238913033,6.475,0.016089142,0.000534975,0.004413329,0.33115405,0.157118688,0.440302701
823, 02/04  08:00:00,6.7,108784.3497,17.97727081,20.69115515,23.5973189,15.433699,15.077221,6.238913033,6.475,0.016472318,0.000547716,0.004518436,0.339040742,0.160860593,0.603382955
824, 02/04  09:00:00,7.8,129240.9949,21.35785498,23.48218702,24.63998705,14.956323,14.6029,6.238913033,6.475,0.019569899,0.000650713,0.005368118,0.402796569,0.191110055,0.158230214
825, 02/04  10:00:00,8.9,132189.8364,21.84516885,23.95921812,24.92896425,14.895659,14.536018,6.238913033,6.475,0.020016418,0.00066556,0.0054906,0.411987021,0.195470539,-0.22451909
826, 02/04  11:00:00,10.4,130983.7015,21.64584778,23.83576611,24.90172024,14.908584,14.546914,6.238913033,6.475,0.019833783,0.000659487,0.005440502,0.408227943,0.193687014,-0.158821883
827, 02/04  12:00:00,11.8,135176.5779,22.33874592,23.96388404,24.93189934,14.887268,14.527383,6.238913033,6.475,0.020468675,0.000680598,0.005614656,0.421295594,0.199887066,-0.153741844
828, 02/04  13:00:00,13.3,136903.5974,22.62414633,24.0154277,24.95000298,14.888799,14.520666,6.238913033,6.475,0.020730184,0.000689293,0.005686389,0.426678078,0.202440828,-0.277911619
829, 02/04  14:00:00,14.1,136808.7261,22.60846827,23.79187682,24.9511201,14.885808,14.519636,6.238913033,6.475,0.020715818,0.000688816,0.005682449,0.426382399,0.202300541,-0.279841828
830, 02/04  15:00:00,14.8,141671.3155,23.41204053,24.04381947,24.95332631,14.886641,14.518836,6.238913033,6.475,0.02145212,0.000713298,0.00588442,0.441537299,0.209490904,-0.334057532
831, 02/04  16:00:00,15.6,145199.4516,23.99508633,23.55675164,24.94926099,14.891508,14.519112,6.238913033,6.475,0.021986357,0.000731062,0.006030964,0.452533199,0.214707997,-0.336250882
832, 02/04  17:00:00,14.5,143459.1944,23.70749832,22.61235456,24.93238373,14.891,14.525808,6.238913033,6.475,0.021722844,0.0007223,0.005958681,0.447109459,0.21213466,-0.278437073
833, 02/04  18:00:00,13.3,127642.4964,21.09369344,24.02316653,24.90127158,14.906154,14.539229,6.238913033,6.475,0.019327851,0.000642665,0.005301723,0.397814638,0.188746338,-0.103421072
834, 02/04  19:00:00,12.2,108194.2107,17.87974677,22.87242962,24.06804143,15.28657,14.914951,6.238913033,6.475,0.016382958,0.000544745,0.004493924,0.337201496,0.159987948,0.686750969
835, 02/04  20:00:00,12,111696.0233,18.45844245,21.93823049,23.83641121,15.318932,14.971133,6.238913033,6.475,0.016913208,0.000562376,0.004639375,0.348115356,0.165166116,0.705897955
836, 02/04  21:00:00,11.9,115337.0392,19.06014232,22.82003523,23.89041586,15.296247,14.935765,6.238913033,6.475,0.017464537,0.000580708,0.004790607,0.359463061,0.170550126,0.71736692
837, 02/04  22:00:00,11.7,110674.8983,18.28969538,22.87523777,23.88258235,15.311273,14.949084,6.238913033,6.475,0.016758588,0.000557235,0.004596962,0.344932885,0.163656167,0.648755599
838, 02/04  23:00:00,10.4,112115.0996,18.52769734,21.78622414,23.86798862,15.309725,14.950772,6.238913033,6.475,0.016976666,0.000564486,0.004656781,0.349421462,0.165785809,0.707417693
839, 02/05  00:00:00,9.1,109320.5661,18.0658838,22.06670028,23.85521729,15.317577,14.956651,6.238913033,6.475,0.016553513,0.000550416,0.004540708,0.340711931,0.161653502,0.702173236
840, 02/05  01:00:00,7.8,80212.30745,13.25556826,20.35930359,22.57679855,15.871887,15.50176,6.238913033,6.475,0.012145889,0.000403859,0.003331676,0.249992212,0.118610805,-0.155695772
841, 02/05  02:00:00,7.6,83056.10571,13.7255231,18.21331736,22.25968653,15.949067,15.607881,6.238913033,6.475,0.012576502,0.000418178,0.003449795,0.258855284,0.122815961,-0.478372773
842, 02/05  03:00:00,7.4,86034.37476,14.21770005,19.26261444,22.31800435,15.910323,15.560433,6.238913033,6.475,0.013027476,0.000433173,0.0035735,0.268137451,0.127219959,-0.419495962
843, 02/05  04:00:00,7.2,83144.55777,13.74014034,20.1295791,22.31017967,15.935408,15.578837,6.238913033,6.475,0.012589895,0.000418623,0.003453469,0.259130956,0.122946756,-0.494201202
844, 02/05  05:00:00,7,84625.74724,13.98491584,21.21678852,22.29347852,15.931725,15.580798,6.238913033,6.475,0.01281418,0.000426081,0.003514991,0.263747278,0.125137006,-0.450968095
845, 02/05  06:00:00,6.9,81822.75963,13.52170521,20.08791541,22.28688107,15.93895,15.584467,6.238913033,6.475,0.012389746,0.000411968,0.003398567,0.255011398,0.120992198,-0.459709688
846, 02/05  07:00:00,6.7,106219.7645,17.55345762,21.42223581,23.31758515,15.466962,15.119644,6.238913033,6.475,0.016083984,0.000534804,0.004411914,0.331047875,0.157068313,0.452642908
847, 02/05  08:00:00,8,108746.2815,17.9709798,22.65481461,23.60507128,15.432245,15.071978,6.238913033,6.475,0.016466553,0.000547525,0.004516855,0.338922097,0.160804301,0.601648293
848, 02/05  09:00:00,9.3,129225.0358,21.35521764,23.19498207,24.64377595,14.95821,14.60141,6.238913033,6.475,0.019567482,0.000650633,0.005367455,0.40274683,0.191086456,0.156734223
849, 02/05  10:00:00,10.6,134260.7063,22.18739261,23.88000457,24.94041444,14.89559,14.532632,6.238913033,6.475,0.020329992,0.000675987,0.005576615,0.41844116,0.198532756,-0.282807969
850, 02/05  11:00:00,11.3,133900.6997,22.12789933,23.92601907,24.91378691,14.906535,14.542109,6.238913033,6.475,0.02027548,0.000674174,0.005561662,0.417319152,0.198000411,-0.229388419
851, 02/05  12:00:00,12.1,136944.2369,22.63086224,23.98817898,24.94070785,14.885696,14.52293,6.238913033,6.475,0.020736337,0.000689498,0.005688077,0.426804736,0.202500922,-0.160216683
852, 02/05  13:00:00,12.8,136887.611,22.62150447,23.44190139,24.94733922,14.891088,14.520285,6.238913033,6.475,0.020727763,0.000689213,0.005685725,0.426628254,0.202417189,-0.270724474
853, 02/05  14:00:00,13,128024.1783,21.15676868,23.70096649,24.92988245,14.896111,14.527753,6.238913033,6.475,0.019385646,0.000644586,0.005317576,0.3990042,0.189310735,-0.135243957
854, 02/05  15:00:00,13.1,133979.5364,22.14092758,23.91182848,24.92554956,14.897837,14.528042,6.238913033,6.475,0.020287417,0.000674571,0.005564937,0.417564857,0.198116987,-0.130469541
855, 02/05  16:00:00,13.3,128191.502,21.18441994,23.68148592,24.91703503,14.901975,14.532958,6.238913033,6.475,0.019410983,0.000645429,0.005324526,0.399525686,0.189558158,-0.122391018
