,Unnamed: 0_our,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_our,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_our,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_our,WEST ZONE:Zone Air Temperature [C](TimeStep)_our,EAST ZONE:Zone Air Temperature [C](TimeStep)_our,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,Site:Environmental Impact Electricity CO Emissions Mass [kg](Hourly)_our,CH4:Facility [kg](Hourly)_our,PM2.5:Facility [kg](Hourly)_our,SO2:Facility [kg](Hourly)_our,NOx:Facility [kg](Hourly)_our,Reward_our,Unnamed: 0_easy,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_easy,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_easy,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_easy,WEST ZONE:Zone Air Temperature [C](TimeStep)_easy,EAST ZONE:Zone Air Temperature [C](TimeStep)_easy,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy,Site:Environmental Impact Electricity CO Emissions Mass [kg](Hourly)_easy,CH4:Facility [kg](Hourly)_easy,PM2.5:Facility [kg](Hourly)_easy,SO2:Facility [kg](Hourly)_easy,NOx:Facility [kg](Hourly)_easy,Reward_easy
2835,2835, 04/29  04:00:00,8.3,43122.89890276975,7.126319491002555,16.474170748389373,17.13550423209349,10.0,10.0,3.436136,4.28826675,0.0065297452481594,0.0002171186557258,0.0017911406544137,0.1343981894039775,0.0637662963348337,-1.660003069411124,2835,8.3,83288.52291,13.76393145,18.49684421,22.36561299,15.911995,15.556755,6.238913033,6.475,0.012611695,0.000419348,0.003459449,0.259579642,0.123159638,-0.436856694
2836,2836, 04/29  05:00:00,8.3,44683.94100590336,7.384291126697068,16.30941183196275,17.117217933245758,10.0,10.0,3.45718675,4.196944,0.00676612099085,0.0002249783166389,0.0018559796621177,0.1392633825515342,0.0660746261519921,-1.7294717979503014,2836,8.3,84765.67977,14.00804054,19.47510444,22.35412964,15.906943,15.557201,6.238913033,6.475,0.012835368,0.000426785,0.003520804,0.264183396,0.125343926,-0.388402667
2837,2837, 04/29  06:00:00,8.9,43040.021446473314,7.112623490798539,16.117804471414974,17.385958728418363,10.0,10.0,3.52082375,4.17359225,0.0065171957978627,0.0002167013776124,0.0017876982795947,0.1341398909047564,0.0636437445451316,-1.6666494029052576,2837,8.9,81954.70523,13.54351002,18.07197823,22.3531431,15.914058,15.560585,6.238913033,6.475,0.012409726,0.000412632,0.003404048,0.255422624,0.121187308,-0.391805428
2838,2838, 04/29  07:00:00,11.1,78572.05345299072,12.984506380997924,19.40716782686507,19.37737398985025,10.0,10.0,3.55650575,4.344471499999999,0.0118975186206659,0.000395600923347,0.0032635468120484,0.2448801446684799,0.1161853440191146,-1.5801044114250025,2838,11.1,106314.4388,17.56910312,20.91098282,23.46292388,15.415681,15.06844,6.238913033,6.475,0.016098319,0.000535281,0.004415847,0.33134294,0.157208309,0.569306659
2839,2839, 04/29  08:00:00,12.8,89650.12601414867,14.815224779436807,19.79513274350622,20.208580360498264,10.0,10.0,3.5903895,4.3240945,0.0135749798652841,0.0004513776981862,0.0037236825320883,0.2794064156796778,0.1325666095584825,-1.5141140109448663,2839,12.8,113390.3072,18.7384331,22.01408247,23.78268862,15.357079,14.997149,6.238913033,6.475,0.01716976,0.000570907,0.004709748,0.353395814,0.167671472,0.623499195
2840,2840, 04/29  09:00:00,15.0,121973.3979825206,20.15684069353739,22.34702627625676,23.36657296756993,10.0,10.0,3.549112,4.169832,0.0184694265956937,0.0006141215196129,0.0050662529060505,0.3801461465116999,0.1803633809094514,0.197485730824239,2840,15.0,133628.6365,22.08293925,23.74854438,24.78618743,14.900226,14.541208,6.238913033,6.475,0.020234283,0.000672804,0.005550362,0.416471231,0.197598108,-0.082676233
2841,2841, 04/29  10:00:00,16.7,123168.20522809014,20.354289807088204,23.30824423304232,23.180762634321137,10.0,10.0,3.5175572500000003,4.2614195,0.0186503464116786,0.0006201372316733,0.0051158800852564,0.3838699205291509,0.1821301552873933,0.6677737913567363,2841,16.7,140770.1122,23.26311124,24.03608995,25.06935528,14.825657,14.4534,6.238913033,6.475,0.021315658,0.000708761,0.005846988,0.43872858,0.208158285,-0.463769734
2842,2842, 04/29  11:00:00,16.7,126041.25883628972,20.829079268088304,24.741084606468394,23.397647209162624,10.0,10.0,3.3375765,4.17058175,0.0190853892456065,0.0006346027141226,0.0052352144354716,0.3928241701929597,0.186378570686817,0.1232821057130861,2842,16.7,148666.9743,24.5681154,24.39676312,25.05604334,14.842147,14.489419,6.238913033,6.475,0.022511415,0.00074852,0.00617499,0.46334019,0.21983546,-0.525414525
2843,2843, 04/29  12:00:00,17.8,128259.14187806525,21.195597835984344,22.784193855154147,24.240443562024858,10.0,10.0,3.5234257500000004,4.0324437500000005,0.0194212249992663,0.0006457694908663,0.0053273358044875,0.3997364945660614,0.1896581782938273,0.2100448990747114,2843,17.8,150789.4314,24.91886425,23.44931297,25.06614157,14.831671,14.474884,6.238913033,6.475,0.022832801,0.000759207,0.006263148,0.469955107,0.222973961,-0.541487304
2844,2844, 04/29  13:00:00,19.4,128130.8280814202,21.17439320611802,23.187708444761444,24.62623419360731,10.0,10.0,3.59009075,4.250183,0.019401795498346,0.0006451234461952,0.005322006198558,0.3993365877327214,0.1894684392969393,0.1365629656861535,2844,19.4,151854.0556,25.09479984,24.02102196,25.08485574,14.832632,14.468068,6.238913033,6.475,0.022994008,0.000764567,0.006307368,0.473273148,0.224548232,-0.56623617
2845,2845, 04/29  14:00:00,16.7,128960.06738841286,21.31143000991573,24.81612733218013,23.09788562300435,10.0,10.0,3.3513785,4.2718145,0.019527360373672,0.0006492985672606,0.0053564492502262,0.4019210211608569,0.1906946444159738,-0.0159301853715352,2845,16.7,150794.2414,24.91965914,24.28857616,25.06458362,14.83833,14.471542,6.238913033,6.475,0.022833529,0.000759231,0.006263347,0.469970098,0.222981073,-0.51728444
2846,2846, 04/29  15:00:00,17.2,128661.30576903337,21.26205784789694,23.04118094114628,23.35030054288441,10.0,10.0,3.58108175,4.286540500000001,0.0194821213634451,0.0006477943381194,0.0053440399712569,0.4009898912570316,0.1902528623827719,0.6053983168033923,2846,17.2,150435.2789,24.86033841,23.89098543,25.06714221,14.836727,14.472686,6.238913033,6.475,0.022779175,0.000757424,0.006248438,0.468851344,0.222450272,-0.52995339
2847,2847, 04/29  16:00:00,16.1,126266.64790413428,20.86632617282124,24.434187041520463,23.859987047195222,10.0,10.0,3.499093,4.150628500000001,0.0191195180549443,0.0006357375212128,0.0052445761326847,0.3935266248840985,0.1867118559356406,0.2849766407307414,2847,16.1,150065.5717,24.79924207,24.20862593,25.05191787,14.839097,14.477186,6.238913033,6.475,0.022723193,0.000755562,0.006233082,0.467699103,0.221903582,-0.508522745
2848,2848, 04/29  17:00:00,15.0,123595.31215636816,20.42487180656353,23.63964137663448,23.16406018097555,10.0,10.0,3.50801475,4.3369272500000005,0.0187150196944666,0.0006222876641461,0.0051336202790395,0.3852010554784011,0.1827617229149928,0.6654966766933157,2848,15.0,141109.254,23.31915647,24.0239199,25.09816928,14.843522,14.473286,6.238913033,6.475,0.021367012,0.000710468,0.005861074,0.43978556,0.208659778,-0.475550531
2849,2849, 04/29  18:00:00,13.9,123899.88190933334,20.475203797736462,23.70884689420153,23.230414386077005,10.0,10.0,3.64800925,4.22277525,0.0187611381825034,0.0006238211365475,0.0051462708030191,0.3861502871948966,0.1832120934980557,0.7169625016096561,2849,13.9,134707.9942,22.26130963,23.92204908,25.02182346,14.857587,14.487065,6.238913033,6.475,0.020397722,0.000678239,0.005595194,0.419835191,0.199194166,-0.2383287
2850,2850, 04/29  19:00:00,12.2,99175.41641730044,16.38933654800068,21.108681890721204,21.65266007414296,10.0,10.0,3.45128475,4.09046425,0.0150173161026405,0.0004993363999514,0.0041193223271923,0.3090932367493173,0.1466517593507594,-1.065407985942138,2850,12.2,108289.0642,17.89542189,21.77779601,24.17879186,15.246937,14.869795,6.238913033,6.475,0.016397321,0.000545223,0.004497864,0.337497119,0.160128209,0.646097459
2851,2851, 04/29  20:00:00,11.7,95961.85622029655,15.858276316659236,21.409444224506395,21.812382529065744,10.0,10.0,3.52207025,4.06322425,0.0145307131617442,0.0004831565074159,0.0039858447906464,0.2990777534908328,0.1418998331809997,-0.8827855481196448,2851,11.7,112340.8484,18.56500369,22.30727938,23.93615066,15.280589,14.931488,6.238913033,6.475,0.017010849,0.000565623,0.004666158,0.350125038,0.166119626,0.718473472
2852,2852, 04/29  21:00:00,11.1,94717.371420809,15.65261768728831,20.911939126875136,22.350226562333454,10.0,10.0,3.490061,4.01171275,0.0143422710831125,0.000476890674793,0.0039341542184707,0.2951991528390302,0.1400596000675616,-0.6687316074006953,2852,11.1,118238.1586,19.53956982,21.82693749,23.9827935,15.257032,14.897364,6.238913033,6.475,0.01790383,0.000595315,0.004911107,0.368504781,0.174840042,0.718166003
2853,2853, 04/29  22:00:00,11.1,94620.2447178289,15.636566913009322,20.98974580324881,21.76370743069964,10.0,10.0,3.3920745,3.97782925,0.0143275639868043,0.000476401653421,0.0039301199909312,0.2948964446873186,0.1399159777628965,-1.0047377389620231,2853,11.1,112328.639,18.56298603,22.75919473,23.96762089,15.274825,14.914564,6.238913033,6.475,0.017009,0.000565561,0.004665651,0.350086986,0.166101572,0.594498389
2854,2854, 04/29  23:00:00,10.6,92638.73979047974,15.309111256163884,20.24264326257766,20.212013746239137,10.0,10.0,3.611178,4.485449,0.0140275210232564,0.0004664250123072,0.0038478167570902,0.2887208238151865,0.1369859050265721,-1.462921399165173,2854,10.6,112387.5279,18.57271777,22.79369712,23.94627202,15.275221,14.91884,6.238913033,6.475,0.017017917,0.000565858,0.004668097,0.350270521,0.166188651,0.716507202
2855,2855, 04/30  00:00:00,10.6,92071.60565824536,15.215388915519132,20.78734002525068,20.85895851264494,10.0,10.0,3.41632,4.260293,0.0139416445747974,0.0004635695595538,0.0038242604325712,0.2869532756572263,0.1361472776601885,-1.3010641114275006,2855,10.6,109459.8191,18.0888962,22.640277,23.94179918,15.281108,14.922708,6.238913033,6.475,0.016574598,0.000551117,0.004546492,0.341145931,0.161859417,0.714482658
2856,2856, 04/30  01:00:00,10.6,60064.45372981191,9.926013747273544,16.868065378085944,17.385621011950242,10.0,10.0,3.4571525,4.3215535,0.0090950652972066,0.0003024173648467,0.0024948203320744,0.1871987745310696,0.0888179564263731,-1.7693163053810927,2856,10.6,80339.5422,13.27659457,21.21636064,22.66388762,15.835304,15.466728,6.238913033,6.475,0.012165155,0.0004045,0.003336961,0.250388756,0.118798949,-0.046918345
2857,2857, 04/30  02:00:00,10.0,70629.27857343353,11.671914860551746,18.173925345706007,18.184701847807275,9.999999999999986,9.999999999999986,3.016701749999997,3.6165789999999967,0.0106948096691196,0.0003556099986072,0.0029336379386281,0.220125441487166,0.1044402770227448,-1.553434408127343,2857,10.0,84709.02746,13.9986784,21.03321822,22.34676941,15.913632,15.573124,6.238913033,6.475,0.01282679,0.0004265,0.00351845,0.264006832,0.125260154,-0.390242043
2858,2858, 04/30  03:00:00,10.0,58384.50724280511,9.648392444002836,16.567788812367112,17.688163115137094,10.0,10.0,3.5861607500000003,4.0948775,0.0088406848434382,0.0002939590345342,0.0024250425451751,0.1819630002233552,0.0863338014126141,-1.7520841573710908,2858,10.0,90754.39276,14.99771153,19.84426878,22.40494277,15.87238,15.525283,6.238913033,6.475,0.01374219,0.000456938,0.003769549,0.282848008,0.134199501,-0.324946256
2859,2859, 04/30  04:00:00,10.0,57637.35480180015,9.524920990585732,16.815957548683066,17.070627479929136,10.0,10.0,3.43636725,4.3396095,0.008727549705833,0.0002901972110543,0.0023940090305882,0.179634401315702,0.0852289790288537,-1.785173111304719,2859,10.0,84782.67455,14.01084903,19.31612949,22.38914977,15.901632,15.546428,6.238913033,6.475,0.012837942,0.000426871,0.003521509,0.264236363,0.125369057,-0.472626925
2860,2860, 04/30  05:00:00,9.4,42263.95574419189,6.984373946329454,15.934799744762296,17.473989325866647,10.0,10.0,3.70389225,4.11219425,0.0063996825633476,0.0002127939793084,0.0017554638318831,0.1317211800133499,0.0624961678096585,-1.6804277150247444,2860,9.4,84753.94537,14.00610136,20.03662694,22.36988071,15.898966,15.549764,6.238913033,6.475,0.012833592,0.000426726,0.003520316,0.264146824,0.125326574,-0.370907404
2861,2861, 04/30  06:00:00,10.0,47719.62222272354,7.88595578223595,16.07995357424131,17.439055300416815,10.0,10.0,3.53726975,4.16090575,0.0072257891834999,0.0002402626097124,0.0019820688671488,0.1487244825594024,0.0705635207526612,-1.813308657532976,2861,10.0,84871.57818,14.02554089,20.09835499,22.37885763,15.904853,15.551704,6.238913033,6.475,0.012851404,0.000427318,0.003525202,0.264513443,0.125500519,-0.481444367
2862,2862, 04/30  07:00:00,11.7,86614.01572822712,14.3134892176375,18.69019317223908,20.23792522061101,10.0,10.0,3.6838625,4.12380875,0.0131152467022358,0.0004360912448009,0.0035975755053632,0.2699439784214896,0.1280770804886993,-1.5871734770098862,2862,11.7,106292.4502,17.56546937,19.88072305,23.47820557,15.408924,15.062364,6.238913033,6.475,0.01609499,0.00053517,0.004414933,0.331274409,0.157175794,0.581311585
2863,2863, 04/30  08:00:00,12.8,90504.84883156656,14.956472887243832,20.196805739837632,20.122983313597143,10.0,10.0,3.2979725,4.2339780000000005,0.0137044034986097,0.0004556811256889,0.0037591840597102,0.2820702718216834,0.1338304974196048,-1.4818394383165885,2863,12.8,110303.148,18.2282614,21.51949415,23.78626487,15.353809,14.994522,6.238913033,6.475,0.016702297,0.000555363,0.004581521,0.343774277,0.163106456,0.686989066
2864,2864, 04/30  09:00:00,14.4,121610.37556932685,20.09684904722793,22.92815857869859,23.23818016747149,10.0,10.0,3.41939225,4.2118345,0.0184144571029684,0.0006122937450347,0.0050511745087423,0.379014739387232,0.1798265757464197,0.5698312440386604,2864,14.4,129189.2944,21.34931115,23.59661309,24.82872868,14.885669,14.526767,6.238913033,6.475,0.01956207,0.000650453,0.00536597,0.402635437,0.191033605,-0.02438724
2865,2865, 04/30  10:00:00,15.6,125809.10981920728,20.790715240916064,23.75838678749967,23.806759066822416,10.0,10.0,3.47605875,4.00915275,0.0190502368328576,0.0006334338714938,0.0052255719588998,0.3921006472304117,0.1860352894280478,0.6414690286169624,2865,15.6,138833.4284,22.94306255,23.97185403,25.10288906,14.793581,14.438672,6.238913033,6.475,0.021022402,0.00069901,0.005766546,0.43269265,0.20529449,-0.498290461
2866,2866, 04/30  11:00:00,16.1,124446.89483494974,20.56560098746251,25.111219368511943,23.137879305953643,10.0,10.0,3.192013,4.220066,0.0188439678424429,0.0006265752814241,0.0051689913787339,0.3878551249644811,0.1840209674189044,-0.2075299066233011,2866,16.1,130896.5023,21.63143757,24.53087476,25.13129467,14.834201,14.454011,6.238913033,6.475,0.019820579,0.000659048,0.00543688,0.407956175,0.193558072,-0.478100564
2867,2867, 04/30  12:00:00,18.3,131068.49825166052,21.65986094425693,23.876148105334075,23.77032313969209,10.0,10.0,3.6577825,4.20618875,0.0198466226858233,0.0006599142653321,0.0054440244442014,0.4084922234156699,0.1938124039045115,0.6088504879094971,2867,18.3,149695.4735,24.7380811,24.02009712,25.07656036,14.833231,14.469395,6.238913033,6.475,0.022667152,0.000753699,0.006217709,0.466545643,0.221356313,-0.547384739
2868,2868, 04/30  13:00:00,17.2,130634.38172337093,21.588120566044143,23.916150853786256,23.92909791586151,10.0,10.0,3.68112575,4.063982749999999,0.0197808879970646,0.0006577285403588,0.005425993101635,0.4071392421255202,0.1931704711056711,0.5523554565087834,2868,17.2,150901.9917,24.93746552,24.03904838,25.07247897,14.838066,14.46868,6.238913033,6.475,0.022849845,0.000759774,0.006267823,0.470305916,0.223140405,-0.530232447
2869,2869, 04/30  14:00:00,16.7,130027.45192295151,21.487821750879814,23.78676878367228,23.308154225303767,10.0,10.0,3.58011075,4.47342075,0.0196889856184887,0.0006546727211597,0.0054007838353851,0.4052476655305514,0.1922729974549491,0.6557639747530482,2869,16.7,150284.3639,24.8353988,23.96419277,25.06494185,14.840075,14.472592,6.238913033,6.475,0.022756323,0.000756664,0.006242169,0.468380998,0.222227112,-0.517036426
2870,2870, 04/30  15:00:00,16.1,128738.80202021306,21.274864571454803,23.40312588512237,23.134529285404504,10.0,10.0,3.47116575,4.328738749999999,0.0194938559821922,0.0006481845225065,0.005347258833847,0.4012314185223399,0.1903674569263508,0.6319163825206935,2870,16.1,149914.5124,24.7742786,23.91105041,25.05431589,14.843756,14.477131,6.238913033,6.475,0.022700319,0.000754802,0.006226807,0.467228307,0.221680208,-0.502600251
2871,2871, 04/30  16:00:00,15.6,120620.97616325215,19.933344819745592,25.28663745174706,23.758796163106915,10.0,10.0,3.312183,4.1135505,0.0182646405035576,0.0006073122369616,0.0050100790920435,0.3759311459332384,0.1783635401591435,-0.2347226517447469,2871,15.6,133136.8548,22.00166936,24.57590468,25.09581836,14.844484,14.470502,6.238913033,6.475,0.020159817,0.000670328,0.005529935,0.414938529,0.196870905,-0.504176742
2872,2872, 04/30  17:00:00,14.4,126324.73210149216,20.875924937243,23.891804572777325,23.787204569911005,10.0,10.0,3.4794105,4.2116575,0.0191283132663364,0.0006360299682229,0.0052469887016425,0.3937076519290449,0.1867977456655831,0.6345026166654821,2872,14.4,143810.8471,23.76561105,24.02831701,25.06969192,14.843308,14.470158,6.238913033,6.475,0.021776092,0.00072407,0.005973287,0.44820543,0.212654653,-0.429554635
2873,2873, 04/30  18:00:00,13.9,123541.172088892,20.41592483342591,23.18734361746766,23.667197319502645,10.0,10.0,3.58118725,4.15438475,0.0187068217101629,0.0006220150753598,0.005131371532356,0.3850323208332787,0.1826816654125031,0.7146446685504011,2873,13.9,130675.4745,21.5949114,23.61147824,25.03099364,14.86106,14.485262,6.238913033,6.475,0.01978711,0.000657935,0.0054277,0.407267313,0.193231235,-0.243229393
2874,2874, 04/30  19:00:00,13.3,99701.78020991482,16.476321343784555,20.420788459956007,21.120249344524964,10.0,10.0,3.628783,4.278269,0.0150970190345184,0.0005019865789047,0.0041411852263005,0.3107337187784752,0.1474300991756273,-1.3727147104233548,2874,13.3,108298.7047,17.89701503,21.38968598,24.19252307,15.244352,14.866585,6.238913033,6.475,0.01639878,0.000545271,0.004498265,0.337527165,0.160142464,0.639493116
2875,2875, 04/30  20:00:00,12.2,96890.4850255533,16.011737835323103,20.45001190726664,20.99085948262793,10.0,10.0,3.73562825,4.3638935,0.0146713277698229,0.0004878320427578,0.0040244160566855,0.3019719473699662,0.1432730066245239,-1.3635483005875864,2875,12.2,112317.5921,18.56116045,22.85973952,23.94049823,15.278317,14.928379,6.238913033,6.475,0.017007327,0.000565506,0.004665192,0.350052557,0.166085236,0.717748981
2876,2876, 04/30  21:00:00,11.7,95856.84732142236,15.840922961903026,20.83810670001621,21.103156725358936,10.0,10.0,3.52944175,4.1465435,0.014514812529461,0.0004826278001271,0.0039814831704253,0.2987504794383203,0.1417445553881383,-1.2760618663302314,2876,11.7,118216.3432,19.53596471,22.33409435,23.98370482,15.258454,14.896652,6.238913033,6.475,0.017900527,0.000595205,0.004910201,0.368436791,0.174807783,0.716350247
2877,2877, 04/30  22:00:00,12.3,96043.18965156964,15.871717157402763,20.57973734991338,20.60382216490193,10.0,10.0,3.55518125,4.415939,0.0145430288130544,0.0004835660115474,0.0039892230332744,0.2993312398328749,0.1420201018042242,-1.4081784931846315,2877,12.3,112329.428,18.56311642,22.86549237,23.96556973,15.276508,14.914947,6.238913033,6.475,0.01700912,0.000565565,0.004665684,0.350089445,0.166102738,0.593167449
2878,2878, 04/30  23:00:00,12.8,97348.41642991756,16.087413765640804,20.180480499308995,21.785698338805943,10.0,10.0,3.596773,4.1315255,0.014740668549031,0.0004901376727933,0.0040434365672764,0.3033991508554403,0.1439501547378165,-1.1492280289342416,2878,12.8,112388.3181,18.57284835,21.46340601,23.94873724,15.276932,14.918872,6.238913033,6.475,0.017018037,0.000565862,0.00466813,0.350272984,0.16618982,0.71489677
2879,2879, 05/01  00:00:00,13.4,99186.29034843465,16.391133530795376,20.95799918284063,20.45191476024199,10.0,10.0,3.4393795000000003,4.3250405,0.0150189626524309,0.0004993911488985,0.0041197739837512,0.3091271267867064,0.146667838750166,-1.4148731614687473,2879,13.4,109460.7721,18.08905369,21.59232225,23.93994059,15.282024,14.922337,6.238913033,6.475,0.016574743,0.000551122,0.004546532,0.341148901,0.161860826,0.713312328
2880,2880, 05/01  01:00:00,13.9,78455.74582191231,12.965285842504558,19.97959584026109,19.176590877858217,9.999999999999998,9.999999999999998,3.13278275,3.4379845,0.0118799071144666,0.0003950153282884,0.0032587158908501,0.2445176566301398,0.1160133586689166,-1.347165996459581,2880,13.9,80353.95878,13.278977,20.93158398,22.67731529,15.834055,15.463898,6.238913033,6.475,0.012167338,0.000404573,0.00333756,0.250433687,0.118820267,-0.03309592
2881,2881, 05/01  02:00:00,14.5,70693.92489513157,11.68259805565365,20.38296428633464,22.0724258464264,12.789009,12.060916000000004,2.7163837499999994,3.05144025,0.0107045985289286,0.0003559354851311,0.0029363230701452,0.2203269202561937,0.1045358702368199,-0.585340080151965,2881,14.5,84745.98902,14.00478652,21.42983252,22.3788799,15.904178,15.561823,6.238913033,6.475,0.012832387,0.000426686,0.003519986,0.264122027,0.125314809,-0.358794085
2882,2882, 05/01  03:00:00,15.0,88479.09629510556,14.621705045752485,25.694360488090908,24.336490640217747,9.999999999999998,9.999999999999998,3.091574,3.50322375,0.0133976604842143,0.0004454817031375,0.0036750429695665,0.2757567474527689,0.1308349952658125,-0.8563964106328801,2882,15.0,87721.72742,14.49654527,23.36341052,22.4350371,15.861823,15.513382,6.238913033,6.475,0.013282978,0.000441668,0.003643585,0.273396308,0.129715066,-0.293686595
2883,2883, 05/01  04:00:00,15.6,79747.42702227908,13.178743962170625,18.645029035257785,19.431346515876168,9.999999999999998,9.999999999999998,3.0451050000000004,3.62875175,0.012075495755185,0.0004015187891638,0.0033123667995178,0.2485433510763288,0.1179233816100558,-1.5008896299419014,2883,15.6,85609.04568,14.14741185,21.15168092,22.42724018,15.890067,15.53156,6.238913033,6.475,0.012963072,0.000431031,0.003555833,0.266811857,0.12659102,-0.39391468
2884,2884, 05/01  05:00:00,14.4,76153.7790787671,12.58487193512085,22.36117914514269,21.79613619870426,25.50359699999999,13.274762999999998,2.56436,3.0289705,0.011531339258758,0.0003834252001311,0.0031631020447575,0.2373432743363044,0.112609415584587,-0.0110898191338323,2884,14.4,83418.3711,13.78538964,21.90144012,22.38424022,15.891304,15.544111,6.238913033,6.475,0.012631357,0.000420002,0.003464842,0.259984331,0.123351646,-0.357161495
2885,2885, 05/01  06:00:00,15.6,96525.43606240512,15.95141128939402,24.95958662936562,22.455913066727312,9.999999999999998,9.999999999999998,3.24073575,3.58281025,0.0146160514133368,0.0004859940647422,0.0040092534851659,0.3008342242358713,0.1427332047801879,-0.4683814523822321,2885,15.6,86699.83693,14.32767169,23.61286663,22.42919289,15.889046,15.533855,6.238913033,6.475,0.013128242,0.000436523,0.00360114,0.270211452,0.128203985,-0.38607861
2886,2886, 05/01  07:00:00,20.0,101043.87443926398,16.698110520967134,20.97472312753671,20.66982624810992,10.0,10.0,3.36708325,4.106369,0.0153002413048123,0.0005087438633718,0.0041969300764244,0.3149165320638423,0.1494146684071835,-1.4005838587659658,2886,20.0,124444.8407,20.56526153,21.65178975,23.49117634,15.394227,15.057651,6.238913033,6.475,0.018843657,0.000626565,0.005168906,0.387848723,0.18401793,0.402379162
2887,2887, 05/01  08:00:00,22.8,109285.56175265295,18.06009912643123,26.25752119023468,26.01701783344045,18.842253000000003,11.635836999999997,2.7212385,3.00441175,0.0165482121031753,0.0005502397765856,0.0045392544930009,0.3406028351820696,0.1616017404477148,-1.228094857133092,2887,22.8,129380.0128,21.38082852,24.10572725,23.77514897,15.323585,14.968302,6.238913033,6.475,0.019590949,0.000651413,0.005373892,0.403229836,0.191315622,0.462728697
2888,2888, 05/01  09:00:00,23.9,151682.07588927762,25.066379147716805,25.297637318817195,24.3112778459979,10.0,10.0,3.41297225,4.065946749999999,0.0229679668916079,0.000763701171599,0.0063002242331557,0.4727371508701207,0.2242939237838943,-0.6668375740049827,2888,23.9,170045.9959,28.10112784,24.70652512,24.85118504,14.866613,14.512743,6.238913033,6.475,0.025748664,0.000856161,0.007062983,0.529970724,0.251448851,-0.452019773
2889,2889, 05/01  10:00:00,25.0,140035.77951010768,23.14175833147709,25.11019079442745,24.00385937219459,10.0,10.0,3.5245605,4.19002825,0.0212044641963924,0.0007050634575684,0.0058164869277135,0.4364399355518341,0.2070724195480149,-0.3830119686263078,2889,25.0,170230.9478,28.13169225,24.3073302,25.13518001,14.79387,14.424468,6.238913033,6.475,0.02577667,0.000857093,0.007070665,0.530547151,0.251722341,-0.81623035
2890,2890, 05/01  11:00:00,26.7,141660.89433913413,23.410318372102395,24.716107261641007,23.883915635811945,10.0,10.0,3.25815625,4.20175125,0.0214505419440057,0.0007132457170189,0.0058839872422198,0.4415048197816064,0.2094754943969364,-0.0807237160155474,2890,26.7,171000.4315,28.25885409,24.27599345,25.18219107,14.807645,14.437332,6.238913033,6.475,0.025893186,0.000860967,0.007102626,0.532945349,0.252860185,-0.864245922
2891,2891, 05/01  12:00:00,29.4,141894.08891946176,23.448855184915747,24.05959996097166,23.79064789604996,10.0,10.0,3.47386625,4.11688275,0.0214858526777813,0.000714419823934,0.0058936731470138,0.4422316013796044,0.2098203217413684,0.3614969026040808,2891,29.4,172147.7733,28.44845925,24.19445904,25.17257199,14.805048,14.433989,6.238913033,6.475,0.026066919,0.000866744,0.007150282,0.53652119,0.254556772,-0.859228976
2892,2892, 05/01  13:00:00,27.2,140254.94193128345,23.17797624524124,24.589161324323506,24.392275426201383,10.0,10.0,3.4790345,4.0902465,0.0212376501559327,0.0007061669142349,0.005825589996674,0.437122984079203,0.2073964973871616,-0.2858547877828263,2892,27.2,171985.2084,28.42159442,24.3113239,25.17029682,14.804482,14.430798,6.238913033,6.475,0.026042303,0.000865925,0.007143529,0.536014535,0.254316385,-0.84575062
2893,2893, 05/01  14:00:00,25.0,140879.5633264796,23.281198703293512,23.296064907229976,22.91828769574456,10.0,10.0,3.6266725,4.28590825,0.0213322314269269,0.0007093118085048,0.0058515340960509,0.4390696988575074,0.2083201317901492,0.4006467127891808,2893,25.0,171112.332,28.27734632,23.91314254,25.16429937,14.807082,14.433473,6.238913033,6.475,0.02591013,0.00086153,0.007107274,0.533294101,0.253025653,-0.8327033
2894,2894, 05/01  15:00:00,23.3,138916.89958497987,22.956856666203905,25.08800315793581,23.556150896025773,10.0,10.0,3.384685,4.20205725,0.0210350414289009,0.0006994300305159,0.0057700134444298,0.4329527990205752,0.2054179197188252,-0.2090047285761791,2894,23.3,170596.1692,28.19204731,24.37871825,25.15722462,14.809293,14.435868,6.238913033,6.475,0.025831972,0.000858931,0.007085835,0.531685412,0.252262398,-0.819691288
