,Unnamed: 0_our,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_our,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_our,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_our,WEST ZONE:Zone Air Temperature [C](TimeStep)_our,EAST ZONE:Zone Air Temperature [C](TimeStep)_our,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,Site:Environmental Impact Electricity CO Emissions Mass [kg](Hourly)_our,CH4:Facility [kg](Hourly)_our,PM2.5:Facility [kg](Hourly)_our,SO2:Facility [kg](Hourly)_our,NOx:Facility [kg](Hourly)_our,Reward_our,Unnamed: 0_easy,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_easy,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_easy,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_easy,WEST ZONE:Zone Air Temperature [C](TimeStep)_easy,EAST ZONE:Zone Air Temperature [C](TimeStep)_easy,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy,Site:Environmental Impact Electricity CO Emissions Mass [kg](Hourly)_easy,CH4:Facility [kg](Hourly)_easy,PM2.5:Facility [kg](Hourly)_easy,SO2:Facility [kg](Hourly)_easy,NOx:Facility [kg](Hourly)_easy,Reward_easy
10,10, 01/01  11:00:00,9.4,98380.5793584533,16.257984923486642,22.806389485006683,22.94365358011316,10.0,10.0,3.553465,4.0690722500000005,0.0148969604762766,0.0004953344901047,0.0040863081976704,0.3066160224548633,0.1454764252076019,0.6520199490741386,10,9.4,131744.8702,21.77163549,23.41536606,24.90282745,14.909345,14.545354,6.238913033,6.475,0.01994904,0.00066332,0.005472118,0.410600226,0.194812562,-0.188192028
11,11, 01/01  12:00:00,10.0,103140.66507860649,17.044617838005102,24.225612392048312,23.976602042953097,10.0,10.0,3.42801375,4.06717,0.0156177410337731,0.0005193009543035,0.0042840217853187,0.3214514560290014,0.1525152153709182,0.5151694512884686,11,10.0,137802.51,22.77269705,24.12321822,24.94019958,14.88723,14.524232,6.238913033,6.475,0.020866299,0.000693819,0.005723726,0.429479657,0.20377006,-0.262492106
12,12, 01/01  13:00:00,10.6,114150.4242459167,18.86404703552149,22.07792549611161,23.96057671832149,10.0,10.0,3.79840525,3.97878475,0.0172848581440633,0.0005747337793476,0.0047413200593596,0.3557648193582301,0.1687954651570188,0.0304553088677654,12,10.6,139703.2385,23.08680391,23.59071,24.96391428,14.887863,14.516262,6.238913033,6.475,0.02115411,0.000703389,0.005802675,0.435403528,0.206580688,-0.288450389
13,13, 01/01  14:00:00,11.1,114921.69621231104,18.99150438618274,23.17960475348325,23.300962864360688,10.0,10.0,3.605335,4.236009,0.0174016455026534,0.0005786170417627,0.0047733553957996,0.3581685899408889,0.1699359533434634,0.7833211426914859,13,11.1,139719.227,23.08944611,23.61403594,24.98586071,14.877042,14.507404,6.238913033,6.475,0.021156531,0.00070347,0.005803339,0.435453358,0.20660433,-0.315620592
14,14, 01/01  15:00:00,13.9,119608.6285912325,19.7660482692419,24.14412062839447,23.818778128935776,10.0,10.0,3.37646875,4.18451825,0.0181113490524707,0.0006022151876083,0.0049680305067494,0.3727760315000986,0.1768665708710442,0.5151933788141605,14,13.9,136825.0507,22.611166,24.07792214,24.98996548,14.875296,14.503648,6.238913033,6.475,0.02071829,0.000688898,0.005683127,0.426433277,0.20232468,-0.201233075
15,15, 01/01  16:00:00,13.9,121725.586659625,20.11588837573464,24.380381339324472,23.20111402947938,10.0,10.0,3.405126,4.28484675,0.0184319025690329,0.0006128738191412,0.0050559598843299,0.3793738099119257,0.1799969396299233,0.3727918758661372,15,13.9,128103.3538,21.16985292,24.14323835,24.95241783,14.883357,14.512122,6.238913033,6.475,0.019397635,0.000644985,0.005320865,0.399250961,0.189427813,-0.159939364
16,16, 01/01  17:00:00,11.1,118461.94924464104,19.576552581673,24.11903932851224,23.34751279631059,10.0,10.0,3.4511235,4.08599775,0.0179377168476542,0.0005964417937824,0.0049204023544796,0.3692022544134444,0.1751709637371025,0.6375548026703615,16,11.1,128137.5474,21.17550361,24.00419275,24.91614504,14.900749,14.531957,6.238913033,6.475,0.019402813,0.000645157,0.005322285,0.399357529,0.189478375,-0.122207036
17,17, 01/01  18:00:00,11.1,114823.9860391523,18.97535718993278,22.82663375460513,23.100815651622263,10.0,10.0,3.4036782500000005,4.22409175,0.0173868500562638,0.0005781250826879,0.0047692969334061,0.3578640633275809,0.1697914682551437,0.5645217576280528,17,11.1,127686.3496,21.10094045,23.95916088,24.88334191,14.912572,14.545969,6.238913033,6.475,0.019334492,0.000642886,0.005303544,0.397951312,0.188811184,-0.084819796
18,18, 01/01  19:00:00,10.6,87594.36899732388,14.475498516348711,20.82407341699638,20.91607106272545,10.0,10.0,3.59451875,4.238646,0.0132636935196642,0.0004410272066527,0.0036382951842495,0.2729993783991199,0.1295267394555279,-1.21732917589897,18,10.6,108239.2661,17.88719245,21.56018046,24.05910136,15.291508,14.919933,6.238913033,6.475,0.01638978,0.000544972,0.004495796,0.337341917,0.160054572,0.688926281
19,19, 01/01  20:00:00,10.6,85941.49542878603,14.202351176366015,21.552075884449994,21.06049664382504,10.0,10.0,3.40637,4.146909,0.0130134124948587,0.0004327051852576,0.0035696418905113,0.2678479804046101,0.1270826174586965,-1.0030675837746317,19,10.6,111006.5939,18.34451008,22.56599346,23.83772619,15.317731,14.971433,6.238913033,6.475,0.016808814,0.000558905,0.004610739,0.345966658,0.164146649,0.707803317
20,20, 01/01  21:00:00,8.9,79430.36098432253,13.126346884429651,21.19294748930954,20.559311211898425,10.0,10.0,3.3645637500000003,4.249814,0.0120274850576814,0.000399922399457,0.0032991972333437,0.2475551730431467,0.1174545326354163,-1.1020818006877924,20,8.9,113513.1494,18.75873353,22.90131898,23.87980356,15.298122,14.939362,6.238913033,6.475,0.017188361,0.000571525,0.00471485,0.353778669,0.16785312,0.717752352
21,21, 01/01  22:00:00,9.4,75057.19782111525,12.40365525932425,20.50355431607409,21.11474545332564,10.0,10.0,3.59208075,4.02874525,0.0113652929947414,0.0003779040442113,0.0031175547526824,0.2339256345367388,0.1109878890358195,-1.120094163163824,21,9.4,110695.2075,18.2930516,22.54336276,23.87488834,15.312768,14.952431,6.238913033,6.475,0.016761663,0.000557337,0.004597805,0.344996182,0.163686199,0.649570261
22,22, 01/01  23:00:00,7.8,75037.66567872172,12.400427454826367,19.70731078399085,21.39523147209412,10.0,10.0,3.6870435,4.038341,0.0113623354033636,0.0003778057022026,0.0031167434710849,0.2338647600445395,0.1109590066459151,-1.1328111705246502,22,7.8,110743.1927,18.30098144,22.49990816,23.85154144,15.313354,14.95626,6.238913033,6.475,0.016768929,0.000557579,0.004599798,0.345145734,0.163757155,0.706111593
23,23, 01/02  00:00:00,6.7,75361.63957926742,12.453966098581292,20.147157252728103,21.38105280896552,10.0,10.0,3.701571,4.1842845,0.0114113921015783,0.0003794368721741,0.0031301999603053,0.2348744673405555,0.1114380703515701,-1.0914478318502685,23,6.7,109345.6392,18.07002729,22.68088778,23.8461872,15.320232,14.961277,6.238913033,6.475,0.016557309,0.000550542,0.00454175,0.340790075,0.161690578,0.702413965
24,24, 01/02  01:00:00,8.9,42348.49379185536,6.998344369286263,15.834487313681812,17.635359038960097,10.0,10.0,3.80467775,4.090537,0.0064124834633118,0.0002132196183015,0.0017589751805602,0.1319846539641002,0.0626211751337494,-1.6707906655032845,24,8.9,80231.76834,13.25878429,20.32682123,22.5789562,15.872359,15.50321,6.238913033,6.475,0.012148836,0.000403957,0.003332484,0.250052865,0.118639582,-0.152147726
25,25, 01/02  02:00:00,6.1,44004.40927638431,7.271994404258604,16.308398457227415,17.259038497831877,10.0,10.0,3.490116,4.3064670000000005,0.0066632251003904,0.000221556955381,0.0018277548224693,0.1371455324901125,0.0650697952446096,-1.70933231713914,25,6.1,83054.52597,13.72526204,19.11523981,22.22731893,15.955621,15.6178,6.238913033,6.475,0.012576262,0.00041817,0.00344973,0.25885036,0.122813625,-0.50806514
26,26, 01/02  03:00:00,5.6,43019.69459289801,7.109264355478093,15.937826923735402,17.11090976289701,10.0,10.0,3.5785940000000003,4.19183,0.0065141178699191,0.0002165990343276,0.0017868539890961,0.134076539590575,0.0636136870072198,-1.714131983822055,26,5.6,86062.40765,14.22233265,21.35968133,22.29555586,15.918223,15.568875,6.238913033,6.475,0.013031721,0.000433314,0.003574664,0.268224819,0.127261412,-0.441816232
27,27, 01/02  04:00:00,3.9,44006.24970762908,7.272298546637366,16.119104485270164,17.117895390470053,10.0,10.0,3.40448925,4.064316,0.0066635037817286,0.0002215662217329,0.0018278312661061,0.1371512684362875,0.0650725167101679,-1.687779517078578,27,3.9,83277.35197,13.76208538,18.66922623,22.2784297,15.945884,15.591358,6.238913033,6.475,0.012610003,0.000419292,0.003458985,0.259544827,0.12314312,-0.528180619
28,28, 01/02  05:00:00,5.6,42395.37051590033,7.006091031053816,15.776386307993702,17.121553120470693,10.0,10.0,3.598216,4.28397375,0.0064195816193697,0.0002134556370193,0.0017609222390446,0.1321307514435632,0.0626904922518633,-1.7207978043161811,28,5.6,84697.54666,13.99678113,18.49131683,22.28091799,15.937256,15.587654,6.238913033,6.475,0.012825052,0.000426442,0.003517974,0.26397105,0.125243177,-0.462944365
29,29, 01/02  06:00:00,7.2,43870.1129486732,7.249801125001204,16.03035507942605,17.387749197464316,10.0,10.0,3.4349152499999995,4.0336982500000005,0.0066428897140868,0.0002208807893791,0.0018221767278044,0.136726980311404,0.0648712098144228,-1.6714307254819718,29,7.2,86039.89272,14.21861192,18.75146077,22.28796695,15.938358,15.585123,6.238913033,6.475,0.013028312,0.000433201,0.003573729,0.268154649,0.127228119,-0.513363865
30,30, 01/02  07:00:00,7.8,69319.57228843226,11.455477986784569,18.599706217453527,19.65915397243005,10.0,10.0,3.690004,4.1085685,0.0104964916383616,0.0003490157835792,0.002879238345092,0.2160435694926122,0.1025036001942854,-1.506972881294975,30,7.8,106209.1033,17.55169578,19.89002867,23.32717593,15.463366,15.117171,6.238913033,6.475,0.016082369,0.00053475,0.004411472,0.331014647,0.157052548,0.46294126
31,31, 01/02  08:00:00,7.2,68759.0396787456,11.36284658761173,19.48731753571174,20.82716622072297,10.0,10.0,3.308234,3.9147345,0.0104116148040654,0.0003461935687049,0.0028559562195652,0.2142965958484324,0.1016747345705896,-1.2263379168703603,31,7.2,108716.7845,17.96610525,20.95876738,23.59001431,15.433338,15.074571,6.238913033,6.475,0.016462087,0.000547376,0.00451563,0.338830166,0.160760683,0.59522755
32,32, 01/02  09:00:00,10.6,99677.76045561244,16.472351934315117,21.565493157524863,22.516757392653336,10.0,10.0,3.6554095,4.23511275,0.0150933819210472,0.0005018656423049,0.0041401875485113,0.3106588580531921,0.147394580905527,-0.4764333650098855,32,10.6,129246.8462,21.35882194,23.71158018,24.62285839,14.96509,14.609637,6.238913033,6.475,0.019570785,0.000650742,0.005368361,0.402814805,0.191118707,0.175037377
33,33, 01/02  10:00:00,11.7,110053.8217696874,18.187058734269623,22.756617445775657,23.28253337662268,10.0,10.0,3.45567525,4.2129545,0.0166645433870923,0.0005541078741948,0.0045711647259556,0.3429972186281757,0.1627377748321118,0.5831037563084094,33,11.7,132213.4813,21.84907631,23.34575537,24.9161219,14.904138,14.54201,6.238913033,6.475,0.020019998,0.000665679,0.005491582,0.412060714,0.195505503,-0.206074802
34,34, 01/02  11:00:00,13.9,116138.16730628916,19.192533581525183,22.57794610368564,23.391491666783768,10.0,10.0,3.5496267500000003,4.077435,0.0175858456966927,0.0005847418287176,0.0048238823985471,0.3619598821928676,0.1717347622880166,0.4194839203671545,34,13.9,131012.6362,21.65062941,23.81416659,24.9118509,14.911572,14.547966,6.238913033,6.475,0.019838164,0.000659633,0.005441704,0.408318122,0.1937298,-0.16700526
35,35, 01/02  12:00:00,13.9,120102.46339435676,19.84765745304874,22.29017062342926,23.955265277194982,10.0,10.0,3.56576725,3.975562,0.018186126387509,0.0006047015869769,0.0049885422908582,0.3743151326526955,0.17759680972784,0.0830599489247854,35,13.9,134854.1494,22.28546267,23.77926562,24.9516076,14.879035,14.518479,6.238913033,6.475,0.020419853,0.000678975,0.005601264,0.420290704,0.199410287,-0.175129051
36,36, 01/02  13:00:00,13.9,120885.6959092458,19.977091356586293,23.22625906811117,23.838787831574063,10.0,10.0,3.58279575,4.16156275,0.0183047248334028,0.0006086450693281,0.0050210744172915,0.3767561798587462,0.1787549841065175,0.6931071642938444,36,13.9,136683.7958,22.58782278,23.68356326,25.01084271,14.869367,14.497771,6.238913033,6.475,0.020696901,0.000688187,0.00567726,0.425993037,0.202115805,-0.346577527
37,37, 01/02  14:00:00,13.9,121711.60598569084,20.11357798492861,22.28568410332112,23.17216353997726,10.0,10.0,3.715921,4.154806499999999,0.0184297855907798,0.0006128034281145,0.0050553791869719,0.3793302373017532,0.1799762662563856,0.1383508230057872,37,13.9,130856.4596,21.62482027,23.09963271,24.98347234,14.873849,14.505878,6.238913033,6.475,0.019814515,0.000658847,0.005435217,0.407831377,0.19349886,-0.194805572
38,38, 01/02  15:00:00,12.2,119677.38183432122,19.777410157908,23.758359102509267,23.282338029272346,10.0,10.0,3.38764675,4.28744225,0.0181217597895449,0.0006025613519918,0.0049708862222034,0.3729903100301114,0.1769682370341345,0.7619863406527405,38,12.2,133880.3982,22.12454439,24.04282771,24.97072809,14.876803,14.506936,6.238913033,6.475,0.020272406,0.000674072,0.005560819,0.41725588,0.197970391,-0.183563398
39,39, 01/02  16:00:00,12.8,119121.6501834468,19.685572146175005,22.95857983892449,22.890058173399304,10.0,10.0,3.46850225,4.399227,0.0180376099248818,0.0005997633093729,0.0049478035079575,0.371258299205876,0.1761464706400847,0.4833872879174063,39,12.8,128105.8629,21.17026757,23.36118034,24.92971671,14.892791,14.524712,6.238913033,6.475,0.019398015,0.000644998,0.005320969,0.399258781,0.189431523,-0.136948327
40,40, 01/02  17:00:00,11.1,117154.03115735164,19.36041121837781,22.77985495362509,23.76794241689324,10.0,10.0,3.5769382500000004,4.06376175,0.017739669588941,0.0005898565821167,0.004866077035023,0.3651259555723867,0.1732369311359123,0.5496778987651398,40,11.1,128191.9908,21.18450072,23.40762588,24.91061222,14.901917,14.535075,6.238913033,6.475,0.019411057,0.000645431,0.005324547,0.39952721,0.189558881,-0.118930369
41,41, 01/02  18:00:00,10.6,114062.49985301062,18.849516998560983,23.560809242155745,23.195329891179256,10.0,10.0,3.3711645,4.27230725,0.0172715444777426,0.0005742910905099,0.0047376680563946,0.3554907914168882,0.1686654504076452,0.8321569622258467,41,10.6,127702.1479,21.10355122,23.80196131,24.86625573,14.915045,14.550088,6.238913033,6.475,0.019336884,0.000642965,0.005304201,0.39800055,0.188834545,-0.068699573
42,42, 01/02  19:00:00,11.7,91887.73720565133,15.185003543226422,20.54050627936857,21.05224360975924,10.0,10.0,3.51968225,4.19422575,0.0139138028900972,0.0004626438038121,0.0038166233240075,0.2863802254276286,0.1358753893935583,-1.3076321021375774,42,11.7,108262.1408,17.89097264,22.81144013,24.03833237,15.296157,14.926843,6.238913033,6.475,0.016393244,0.000545087,0.004496746,0.337413209,0.160088397,0.695425235
43,43, 01/02  20:00:00,11.7,89574.45109674842,14.802719042286222,20.82769788735692,20.840751305240385,10.0,10.0,3.5070615000000003,4.28672975,0.0135635210361035,0.0004509966839975,0.0037205393199082,0.2791705648407807,0.1324547082408337,-1.2685440720442152,43,11.7,111363.1047,18.40342565,22.12323319,23.83122313,15.32188,14.976125,6.238913033,6.475,0.016862797,0.0005607,0.004625547,0.347077771,0.164673826,0.706749267
44,44, 01/02  21:00:00,10.0,86883.39873145637,14.358006385900836,20.664371264533823,20.5678747661976,10.0,10.0,3.62580025,4.212729,0.0131560371506988,0.0004374475561117,0.0036087645223581,0.2707835460018568,0.1284754200449108,-1.2929210242128109,44,10.0,113538.5622,18.76293314,21.96399399,23.87185452,15.298415,14.94142,6.238913033,6.475,0.017192209,0.000571653,0.004715906,0.353857871,0.167890698,0.718253064
45,45, 01/02  22:00:00,8.9,78307.96999673914,12.940864994880071,20.886737041293483,20.865545854415387,10.0,10.0,3.28634125,4.067414,0.0118575306389334,0.0003942712946235,0.0032525779155529,0.2440570938236891,0.1157948409602541,-1.1222475701852956,45,8.9,109294.282,18.0615402,22.58273464,23.83698497,15.323751,14.964855,6.238913033,6.475,0.016549533,0.000550284,0.004539617,0.340630013,0.161614635,0.698824338
46,46, 01/02  23:00:00,9.4,77689.72788025005,12.838696751162768,20.01789986538882,20.52114736283648,10.0,10.0,3.477945,4.1591055,0.0117639153295485,0.0003911585192614,0.0032268987841102,0.2421302609069882,0.1148806396655868,-1.278275701801074,46,9.4,109392.8935,18.07783634,22.44641292,23.82930374,15.323212,14.966971,6.238913033,6.475,0.016564464,0.00055078,0.004543713,0.340937349,0.161760453,0.701471307
47,47, 01/03  00:00:00,8.9,75743.44403770112,12.517061591303674,20.200119018055368,20.26297397970751,10.0,10.0,3.53964575,4.3380522500000005,0.0114692056046502,0.0003813592121112,0.0031460584833856,0.2360644111807308,0.1120026487277442,-1.2830931016531355,47,8.9,109398.7673,18.07880703,21.96609622,23.82092511,15.329096,14.971323,6.238913033,6.475,0.016565354,0.00055081,0.004543957,0.340955655,0.161769139,0.696738622
48,48, 01/03  01:00:00,9.4,43270.61502837801,7.150730472913371,16.484933269223653,16.906731560511364,10.0,10.0,3.5958840000000003,4.51624525,0.0065521126838794,0.0002178623888105,0.0017972761500465,0.1348585661488778,0.0639847257651048,-1.6812764283260238,48,9.4,80262.42341,13.26385023,20.64843078,22.57705984,15.873304,15.505386,6.238913033,6.475,0.012153477,0.000404112,0.003333758,0.250148405,0.118684912,-0.153378746
49,49, 01/03  02:00:00,10.0,46296.6590510922,7.650802523920937,16.587098632808512,16.942236352007072,10.0,10.0,3.3084307500000003,4.40330775,0.0070103215956363,0.0002330981597604,0.0019229650672816,0.14428963057306,0.0684593697427678,-1.7559488964291066,49,10.0,83064.26839,13.72687203,19.21754399,22.27221517,15.942869,15.604734,6.238913033,6.475,0.012577738,0.000418219,0.003450134,0.258880724,0.122828031,-0.463959752
50,50, 01/03  03:00:00,12.2,55289.48703669992,9.136921662097738,16.23102942318105,16.91360303418805,10.0,10.0,3.4788845,4.368573250000001,0.0083720314365942,0.0002783759767229,0.0022964886524999,0.1723169624463693,0.0817571616076281,-1.869871293286436,50,12.2,86012.524,14.21408908,19.18558184,22.33347446,15.900985,15.553282,6.238913033,6.475,0.013024168,0.000433063,0.003572592,0.26806935,0.127187648,-0.400911038
51,51, 01/03  04:00:00,13.9,71724.05524878122,11.852833318223515,17.956358088914286,18.65212442083501,9.999999999999998,9.999999999999998,3.3409587500000004,3.627702,0.0108605826801076,0.0003611220686702,0.0029791102760779,0.2235374570684974,0.1060591351161694,-1.5696958224555604,51,13.9,84517.68962,13.96705867,19.53765105,22.36293841,15.916269,15.560072,6.238913033,6.475,0.012797817,0.000425536,0.003510503,0.263410502,0.12497722,-0.438323061
52,52, 01/03  05:00:00,12.8,68273.91793210316,11.282677289012335,22.47710026697363,22.753825970836168,20.005995000000045,16.619835000000037,2.593333500000001,2.934372250000001,0.0103381568153746,0.0003437510385371,0.0028358063385308,0.2127846500829992,0.1009573798045145,0.8413640749127909,52,12.8,83163.73974,13.74331027,22.14474318,22.34729614,15.909257,15.55981,6.238913033,6.475,0.0125928,0.00041872,0.003454266,0.259190739,0.12297512,-0.394013916
53,53, 01/03  06:00:00,12.2,82391.35874460026,13.615669647712773,23.87682697882659,21.651678413393835,9.999999999999998,9.999999999999998,2.8669555000000004,3.767192750000002,0.0124758445498987,0.000414830670229,0.0034221844072352,0.2567835122303574,0.1218329920023148,-0.1432932911241866,53,12.2,81736.78592,13.50749754,22.26599893,22.34125764,15.916411,15.562735,6.238913033,6.475,0.012376728,0.000411535,0.003394996,0.25474345,0.120865068,-0.401848528
54,54, 01/03  07:00:00,11.1,83781.67998966979,13.845428630517556,19.5444317062422,20.66786648473775,10.0,10.0,3.6996375,4.1011355,0.0126863694397925,0.0004218307719717,0.0034799324011805,0.2611166313568925,0.1238888750428686,-1.3986019473245863,54,11.1,106129.5234,17.53854472,21.96429782,23.36897858,15.444604,15.098614,6.238913033,6.475,0.016070319,0.000534349,0.004408166,0.330766626,0.156934872,0.499489672
55,55, 01/03  08:00:00,11.1,81751.8690104851,13.509990106854536,19.90303774962801,20.1755829256542,10.0,10.0,3.56538075,4.301429000000001,0.0123790118888571,0.000411610915645,0.0033956227406961,0.2547904583171385,0.1208873716259896,-1.4002312152198702,55,11.1,108648.2318,17.9547765,22.20861851,23.63289253,15.416544,15.057809,6.238913033,6.475,0.016451706,0.000547031,0.004512783,0.338616512,0.160659314,0.619709163
